mean_tr,wb_trans,eccen,height,blackpix,area,blackand,p_and,p_black,lenght,target
1.4,45,14,5,63,350,146,0.417,0.18,70,1
10,1,1.167,6,10,42,11,0.262,0.238,7,1
1.74,125,10.333,9,217,837,749,0.895,0.259,93,1
1.82,11,1.167,6,20,42,41,0.976,0.476,7,1
1.33,43,8.167,6,57,294,212,0.723,0.194,49,1
1.51,51,3.2,10,77,320,317,0.991,0.241,32,1
1.97,79,15.833,6,155,570,447,0.784,0.271,95,1
1.26,492,49.333,9,622,4072,2148,0.527,0.152,452,1
1.97,91,5.727,11,179,693,401,0.582,0.259,63,1
1.44,516,28.214,14,744,5530,2840,0.514,0.135,395,1
2.81,448,27.455,11,1260,3322,2670,0.804,0.379,302,1
2.23,129,8.167,12,288,1176,734,0.624,0.245,98,1
2,6,1.2,5,12,30,26,0.867,0.4,6,1
2.94,246,16.818,11,724,2035,1572,0.772,0.356,185,1
1.65,178,9.182,11,293,1111,947,0.852,0.264,101,1
2.05,122,9.222,9,250,747,630,0.843,0.335,83,1
1.3,563,56.444,9,732,4572,2379,0.52,0.16,508,1
1.36,138,21.429,7,187,1050,813,0.774,0.178,150,1
4.89,18,2.714,7,88,133,123,0.925,0.662,19,1
1.58,104,13.833,6,164,498,410,0.823,0.329,83,1
1.4,83,11.5,6,116,414,308,0.744,0.28,69,1
1.38,65,4.667,9,90,378,312,0.826,0.239,42,1
1.39,87,24,4,121,384,350,0.911,0.316,96,1
1.58,586,6.47,22,923,3156,2964,0.937,0.292,142,1
2.3,30,2.333,9,69,189,171,0.905,0.365,21,1
1.74,38,8.286,7,66,406,342,0.842,0.162,58,1
2.78,202,19.375,8,561,1240,1094,0.882,0.452,155,1
1.29,204,29.125,8,264,1864,1277,0.684,0.142,233,1
1.36,28,2.444,9,38,198,144,0.727,0.192,22,1
1.44,16,1.571,7,23,77,68,0.883,0.299,11,1
2.62,153,13.667,9,401,1107,1091,0.986,0.362,123,1
2.11,115,9.111,9,243,738,643,0.871,0.329,82,1
30,1,1.167,6,30,42,36,0.857,0.714,7,1
2.38,8,2.667,6,19,96,73,0.76,0.198,16,1
2.36,110,8.75,8,260,560,553,0.988,0.464,70,1
2.03,65,4.111,9,132,333,283,0.85,0.396,37,1
1.93,29,1.8,10,56,180,127,0.706,0.311,18,1
1.47,47,6.4,5,69,160,158,0.988,0.431,32,1
1.78,412,26,10,732,2600,1916,0.737,0.282,260,1
2.11,9,0.667,12,19,96,96,1,0.198,8,1
1.36,25,2.571,7,34,126,111,0.881,0.27,18,1
1.28,533,56.667,9,684,4590,2717,0.592,0.149,510,1
1.51,45,4.429,7,68,217,154,0.71,0.313,31,1
