state_code,bird,lon,lat,lat_zone
12,13,-95.21,42.15,2
28,26,-97.34,46.66,2
50,26,-106.74,44.73,2
46,16,-72.77,44.59,2
30,22,-71.37,43.86,2
0,28,-158.33,61.22,0
0,28,-161.28,65.61,0
5,17,-104.48,38.81,2
16,26,-100.28,37.11,2
8,11,-75.44,38.64,2
45,19,-78.21,38.25,2
3,5,-110.52,34.45,2
22,0,-85.26,44.85,2
42,20,-88.81,36.25,2
39,23,-71.53,41.47,2
26,26,-107.34,45.13,2
22,0,-84.71,42.75,2
44,6,-109.53,38.06,2
10,4,-84.68,31.5,2
11,15,-155.26,19.92,1
37,26,-123.76,44.07,2
27,19,-79.93,36.39,2
7,21,-77.02,38.86,2
4,7,-120.36,41.62,2
45,19,-76.66,37.51,2
32,14,-106.78,36.36,2
11,15,-155.35,19.93,1
22,0,-84.72,42.54,2
1,29,-87.27,34.33,2
4,7,-121.93,38.91,2
11,15,-155.54,19.78,1
23,10,-96.08,45.07,2
34,12,-74.79,41.81,2
7,21,-77.03,38.82,2
46,16,-72.78,43.74,2
28,26,-103.83,46.6,2
5,17,-105.61,40.12,2
33,18,-114.24,40.46,2
12,13,-94.8,41.34,2
18,3,-91.63,32.69,2
14,19,-89.4,37.25,2
15,19,-85.01,40.84,2
4,7,-120.46,41.71,2
39,23,-71.71,41.36,2
46,16,-73.18,43.46,2
28,26,-103.96,47.06,2
44,6,-109.24,37.8,2
32,14,-107.67,35.41,2
10,4,-84.24,34.04,2
32,14,-103.36,34.37,2
31,13,-74.91,40.86,2
23,10,-95.66,45.69,2
6,0,-72.04,41.41,2
29,26,-100.62,41.96,2
25,20,-89.87,33.01,2
2,20,-91.84,35.99,2
3,5,-111.93,36.49,2
9,20,-82.02,27.17,1
46,16,-72.56,44.8,2
8,11,-75.7,38.57,2
43,20,-99.22,31.59,2
7,21,-77.02,38.88,2
16,26,-97.56,39.71,2
29,26,-99.05,40.34,2
42,20,-86.15,35.17,2
18,3,-91.57,29.65,1
25,20,-90.66,31.45,2
36,25,-97.02,34.71,2
29,26,-101.09,40.16,2
0,28,-155.5,67.38,0
41,24,-97.4,45.83,2
28,26,-101.79,47.83,2
33,18,-117.51,40.24,2
11,15,-155.62,19.03,1
39,23,-71.7,41.35,2
15,19,-85.81,41.62,2
49,19,-81.95,38.16,2
7,21,-77.03,38.98,2
47,27,-119.78,46.27,2
3,5,-111.42,31.45,2
50,26,-105.51,41.33,2
5,17,-105.88,37.49,2
25,20,-90.27,33.41,2
32,14,-108.04,34.69,2
5,17,-106.25,37.65,2
30,22,-71.86,43.9,2
11,15,-155.26,19.92,1
11,15,-155.81,19.23,1
1,29,-85.74,33.6,2
46,16,-73.17,43.75,2
22,0,-85.52,42.5,2
46,16,-72.56,44.67,2
3,5,-113.07,34.75,2
36,25,-95.15,34.96,2
8,11,-75.31,38.81,2
27,19,-77.74,35.88,2
12,13,-94.36,42.5,2
49,19,-81.82,37.64,2
22,0,-84.49,42.65,2
5,17,-107.27,39.64,2
