state_code,bird,lon,lat,lat_zone
31,13,-74.54,40.56,2
15,19,-87.63,38.36,2
16,26,-99.74,39.96,2
36,25,-95.12,35.95,2
28,26,-98.02,46.81,2
44,6,-110.08,37.98,2
5,17,-107.79,38,2
21,9,-70.68,45.15,2
5,17,-102.2,40.29,2
25,20,-88.46,32.88,2
21,9,-69.19,44.8,2
46,16,-72.44,44.92,2
34,12,-75.75,43.05,2
1,29,-86.18,34.33,2
36,25,-99.1,35,2
31,13,-74.83,41.11,2
44,6,-109.43,39.04,2
38,19,-77.33,41.32,2
4,7,-117.02,33.78,2
41,24,-101.01,45.62,2
42,20,-86.9,36.18,2
22,0,-84.45,44.39,2
29,26,-101.39,40.14,2
42,20,-85.08,35.08,2
9,20,-82.45,27.47,1
33,18,-117.01,40.59,2
36,25,-96.73,35.49,2
33,18,-115.07,41.32,2
19,2,-70.92,42.64,2
8,11,-75.31,38.72,2
30,22,-71.68,43.91,2
5,17,-104.92,38.29,2
29,26,-99.34,41.51,2
10,4,-82.82,33.43,2
19,2,-71.05,41.73,2
10,4,-83.86,32.25,2
12,13,-92.42,42.53,2
46,16,-72.82,43.87,2
31,13,-74.54,41.22,2
18,3,-91.37,30.5,2
1,29,-86.29,34.4,2
49,19,-80.62,37.99,2
50,26,-108.44,43.84,2
7,21,-76.99,38.93,2
0,28,-141.31,67.74,0
49,19,-80.32,38.66,2
45,19,-77.82,38.2,2
37,26,-121.02,42.76,2
9,20,-82.87,29.38,1
26,26,-112.27,47.39,2
3,5,-109.33,36.54,2
28,26,-98.43,47.43,2
22,0,-86.27,44.11,2
11,15,-155.84,19.43,1
34,12,-73.75,41.29,2
6,0,-73.43,41.17,2
39,23,-71.72,41.42,2
0,28,-152.4,62.29,0
3,5,-109.11,33.65,2
27,19,-77.26,35.04,2
46,16,-72.95,44.59,2
50,26,-105.04,43.51,2
9,20,-81.42,29.18,1
49,19,-80.32,38.66,2
31,13,-74.66,39.59,2
12,13,-93.93,40.72,2
36,25,-97.02,35.09,2
42,20,-87.07,36.29,2
39,23,-71.41,41.87,2
11,15,-155.7,20.04,1
10,4,-83.04,32.13,2
39,23,-71.71,41.87,2
27,19,-80.25,35.73,2
1,29,-87.95,34.42,2
17,19,-85.1,38.71,2
26,26,-104.79,48.85,2
11,15,-155.86,19.57,1
33,18,-118.59,38.12,2
30,22,-71.7,43.22,2
43,20,-98.23,29.58,1
25,20,-88.79,30.43,2
10,4,-84.31,34.94,2
33,18,-115.86,40.35,2
30,22,-71.93,43.31,2
47,27,-120.03,46.42,2
37,26,-118.1,42.16,2
36,25,-97.05,36.05,2
45,19,-79.21,37.4,2
9,20,-80.99,29.11,1
37,26,-122.99,45.02,2
16,26,-96.61,37.49,2
43,20,-101.88,35.85,2
46,16,-72.55,44.41,2
33,18,-118.37,40.15,2
16,26,-96.41,37.94,2
49,19,-80.39,39.5,2
32,14,-103.77,35.07,2
2,20,-92.59,35.78,2
4,7,-120.85,41.85,2
2,20,-93.67,35.77,2
