state_code,bird,lon,lat,lat_zone
26,26,-105.58,45.2,2
32,14,-108.72,33.58,2
29,26,-97.13,41.53,2
5,17,-105.93,40.02,2
15,19,-85.86,40.4,2
49,19,-81.73,37.61,2
5,17,-106.16,38.66,2
17,19,-84.58,37.96,2
26,26,-108.43,45.63,2
23,10,-94.09,45.09,2
39,23,-71.5,41.6,2
21,9,-69.22,44.01,2
30,22,-71.08,43.93,2
49,19,-81.81,37.95,2
17,19,-83.61,38.58,2
27,19,-78.63,35.39,2
1,29,-87.03,31.37,2
6,0,-72.87,41.41,2
1,29,-85.88,33.99,2
10,4,-84.82,32.39,2
17,19,-84.77,37.5,2
25,20,-89.54,32.16,2
19,2,-71.13,41.6,2
27,19,-76.21,36.55,2
28,26,-98.02,46.84,2
9,20,-82.47,29.38,1
42,20,-85.35,36.43,2
0,28,-152.4,62.29,0
38,19,-79.09,40.28,2
7,21,-77.01,38.93,2
16,26,-97.5,38.91,2
4,7,-121.01,41.97,2
6,0,-73.43,41.17,2
4,7,-116.83,32.89,2
31,13,-74.72,39.25,2
22,0,-84.48,41.72,2
50,26,-108.98,41.87,2
39,23,-71.57,41.96,2
45,19,-77.56,37.99,2
15,19,-87.11,40.22,2
7,21,-77.04,38.98,2
10,4,-83.77,34.49,2
5,17,-108.3,38.19,2
21,9,-69.16,46.46,2
38,19,-79.4,41.83,2
30,22,-71.31,43.45,2
45,19,-77.99,36.76,2
5,17,-106.75,40,2
33,18,-118.58,40.59,2
32,14,-103.57,36.35,2
9,20,-81.53,30.18,2
49,19,-80.8,39.64,2
22,0,-83.19,43.38,2
6,0,-72.99,41.61,2
50,26,-106.34,41.44,2
50,26,-109.99,44.73,2
28,26,-98.41,48.93,2
12,13,-94.11,40.73,2
34,12,-74.78,41.68,2
34,12,-73.6,40.64,2
18,3,-93.51,31.47,2
46,16,-73.06,44.04,2
11,15,-155.26,19.33,1
39,23,-71.52,41.43,2
7,21,-77.01,38.92,2
45,19,-79.25,38.19,2
46,16,-72.56,44.8,2
16,26,-97.53,38.03,2
47,27,-120.63,46.25,2
49,19,-80.82,39.21,2
9,20,-81.79,28.65,1
4,7,-122.59,40.18,2
22,0,-84.25,46.3,2
34,12,-75.76,44.47,2
4,7,-118.62,36.57,2
38,19,-76.22,41.87,2
4,7,-119.62,34.87,2
25,20,-89.67,33.49,2
27,19,-78.73,35.39,2
7,21,-76.98,38.89,2
2,20,-92.03,34.67,2
36,25,-98.64,34.98,2
28,26,-103.83,46.6,2
7,21,-77.01,38.92,2
8,11,-75.44,38.63,2
29,26,-103.72,42.07,2
39,23,-71.71,41.73,2
3,5,-112.53,34.53,2
16,26,-98.01,39.67,2
44,6,-109.24,37.8,2
21,9,-70.29,45.3,2
34,12,-74.4,42.36,2
21,9,-68.98,45.11,2
43,20,-100.91,33.88,2
2,20,-92.56,33.86,2
50,26,-105.03,44.54,2
8,11,-75.46,39.27,2
18,3,-93.46,33,2
19,2,-71.35,42.58,2
50,26,-106.58,43.61,2
