state_code,bird,lon,lat,lat_zone
6,0,-72.58,41.74,2
23,10,-95.85,47.2,2
47,27,-121.82,47.07,2
30,22,-71.93,42.77,2
29,26,-98.24,40.72,2
31,13,-74.86,40.92,2
22,0,-84.48,41.72,2
25,20,-90.1,34.48,2
23,10,-95.16,45.55,2
34,12,-74.59,41.87,2
46,16,-72.9,44.95,2
34,12,-73.98,41.1,2
39,23,-71.57,41.87,2
22,0,-85.53,42.37,2
0,28,-152.55,66.52,0
17,19,-86.12,37.69,2
25,20,-88.92,32.94,2
11,15,-155.9,19.83,1
18,3,-91.65,31.4,2
14,19,-88.47,38.22,2
6,0,-72.18,41.68,2
29,26,-100.71,41.82,2
44,6,-113.22,37.38,2
16,26,-101.42,37.69,2
46,16,-72.7,44.94,2
4,7,-122.45,41.92,2
30,22,-71.35,44.87,2
50,26,-109.61,44.59,2
33,18,-115.18,37.2,2
6,0,-72.87,41.87,2
10,4,-83.75,34.76,2
17,19,-87.64,37.08,2
12,13,-91.29,42.88,2
5,17,-108.11,37.45,2
17,19,-83.89,38.15,2
31,13,-74.54,40.35,2
42,20,-88.9,36.19,2
21,9,-70.55,44.05,2
14,19,-88.9,39.17,2
41,24,-99.81,43.03,2
37,26,-120.83,42.88,2
45,19,-79.83,37.76,2
14,19,-89.02,37.79,2
46,16,-72.81,44.91,2
4,7,-117.39,34.99,2
15,19,-85.01,40.84,2
25,20,-90.4,31.51,2
7,21,-76.99,38.9,2
36,25,-98.67,35.77,2
39,23,-71.57,41.46,2
7,21,-77.05,38.88,2
1,29,-86.48,31.4,2
41,24,-103.75,43.43,2
5,17,-108.55,40.65,2
6,0,-73.42,41.4,2
1,29,-87.67,32.21,2
4,7,-122.45,41.92,2
37,26,-120.95,42.69,2
10,4,-82.92,33.63,2
25,20,-89.52,34.27,2
7,21,-77.03,38.82,2
21,9,-70.55,44.05,2
23,10,-95.66,45.69,2
33,18,-117.98,40.42,2
8,11,-75.5,39.04,2
22,0,-84.72,45.66,2
43,20,-98.35,30.88,2
39,23,-71.6,41.66,2
17,19,-84.05,38.17,2
11,15,-155.41,19.63,1
18,3,-92.4,30.95,2
5,17,-104.92,38.29,2
5,17,-102.2,40.62,2
6,0,-72.49,41.4,2
10,4,-84.31,31.15,2
23,10,-95.12,46.12,2
6,0,-72.09,41.34,2
18,3,-92.77,31.84,2
3,5,-109.26,35.78,2
38,19,-78.68,40.15,2
45,19,-77.74,38.72,2
19,2,-72.39,42.42,2
4,7,-120.21,38.78,2
44,6,-111.66,41.77,2
1,29,-86.07,34.13,2
5,17,-107.06,39.27,2
21,9,-68.81,45.46,2
37,26,-122.28,45.21,2
12,13,-92.65,42.68,2
49,19,-80.92,38.57,2
34,12,-73.75,43.07,2
32,14,-108.91,36.48,2
50,26,-109.68,42.12,2
28,26,-98.77,47.07,2
49,19,-81.2,38.17,2
38,19,-78.86,39.96,2
37,26,-120.83,42.88,2
45,19,-78.78,37.47,2
49,19,-80.6,39.45,2
26,26,-108.68,45.8,2
