beds,zip_code,baths,lot_size,size,price,lot_size_units,size_units
2,98107,2,794,1319,838000,1,0
4,98146,2.5,3600,2370,750000,1,0
4,98122,2,6011,2787,1207000,1,0
2,98103,2,0.43,1131,470000,0,0
2,98117,2,583,1163,648800,1,0
2,98117,1,4800,910,825000,1,0
4,98105,2,5535,2390,1195000,1,0
2,98125,2,7443,1470,707000,1,0
3,98136,2,7500,1910,725000,1,0
3,98106,2,4760,1237,747250,1,0
3,98106,2,2226,1470,600000,1,0
3,98106,2,5000,2190,840000,1,0
2,98107,1.5,745,1115,745000,1,0
3,98103,2.5,1056,1500,1070000,1,0
2,98199,2,0.32,979,470000,0,0
3,98103,2,1333,1270,727000,1,0
4,98122,3.5,3375,3180,2485000,1,0
2,98144,2,1615,1042,630000,1,0
4,98136,3,5200,1960,1270000,1,0
3,98103,2,1568,1608,732000,1,0
2,98115,2,564,1149,730000,1,0
3,98106,1,0.35,910,650000,0,0
2,98107,2,698,1100,749000,1,0
3,98117,1,3840,1070,575000,1,0
3,98117,2.5,837,1870,890000,1,0
2,98122,1,1188,1120,700000,1,0
2,98199,2,1101,1332,845000,1,0
2,98125,2,900,1372,649950,1,0
3,98117,2,1395,1684,870000,1,0
3,98117,2.5,2498,1763,1125000,1,0
4,98117,2,5100,1810,945000,1,0
4,98118,2.5,5001,2320,820000,1,0
2,98125,1,8795,680,625000,1,0
2,98106,2,0.68,950,395000,0,0
4,98199,2,5272,3040,1665500,1,0
4,98105,2.5,2336,1600,699000,1,0
2,98122,2,1247,1200,705000,1,0
2,98125,1,5413,1110,820000,1,0
2,98117,1,4800,910,825000,1,0
4,98144,3.5,4080,2560,1325000,1,0
3,98118,2.5,0.28,2570,1175000,0,0
3,98106,2.5,2250,1380,590000,1,0
2,98103,2,3090,1620,835000,1,0
3,98103,2.5,1342,1570,700000,1,0
4,98103,2,3760,1840,825000,1,0
2,98103,1.5,1,950,1270000,0,0
4,98122,2,2168,2440,1060000,1,0
3,98103,2.5,1500,1815,1295000,1,0
3,98199,2,3800,2900,1305000,1,0
3,98116,2,5000,1516,1150000,1,0
3,98117,2,3172,1800,1130000,1,0
3,98118,3.5,1274,1500,598800,1,0
3,98144,2,979,1170,740000,1,0
3,98118,2,3090,2060,700000,1,0
4,98117,2,5100,1810,945000,1,0
3,98116,2,5000,1480,780000,1,0
3,98117,2.5,2498,1763,1125000,1,0
