beds,zip_code,baths,lot_size,size,price,lot_size_units,size_units
4,98115,3.5,1532,2000,870000,1,0
2,98116,2,5480,1371,1295000,1,0
2,98107,1,4100,980,863000,1,0
4,98115,3,6048,2311,1211000,1,0
3,98117,1,3710,2130,850000,1,0
3,98105,3,8612,2650,1600000,1,0
4,98118,2,9660,1710,685000,1,0
3,98117,2,4000,1520,760000,1,0
2,98117,2,4590,1350,960000,1,0
3,98144,2.5,1304,1670,875000,1,0
2,98125,2,7200,1030,826500,1,0
2,98125,1,6946,800,550000,1,0
4,98116,2.5,6582,2560,1712000,1,0
4,98117,2,7455,1800,1100000,1,0
4,98117,2,3250,1710,1170000,1,0
3,98107,2,4648,1611,915000,1,0
4,98107,2,3750,2260,1330000,1,0
3,98103,2.5,1102,1430,855000,1,0
2,98144,2,1615,1042,630000,1,0
2,98144,1.5,1,1131,699950,0,0
4,98118,2,6122,1641,538800,1,0
3,98106,2,4760,1237,747250,1,0
4,98146,3,7320,1700,649000,1,0
3,98136,2,6000,1680,910000,1,0
4,98144,3.5,5016,3070,1900000,1,0
4,98178,2,9216,1170,390000,1,0
2,98115,2,1608,1101,780000,1,0
3,98117,2,3740,2180,1012000,1,0
2,98118,1,6000,1080,650000,1,0
3,98125,2,7514,1731,575000,1,0
4,98146,2.5,5724,2730,1175000,1,0
2,98144,1.5,1,1131,699950,0,0
3,98117,2,4000,2164,800000,1,0
4,98105,3,4480,2980,1090000,1,0
2,98103,2.5,1412,1966,1495000,1,0
2,98116,2,5000,1720,985000,1,0
3,98199,2,5000,1680,1087500,1,0
3,98118,1.5,6150,2560,720000,1,0
2,98125,2,0.53,839,385000,0,0
4,98103,2,4560,2340,1800000,1,0
3,98118,1.5,6150,2560,720000,1,0
3,98118,2.5,2880,1940,1140000,1,0
2,98106,2,0.68,950,395000,0,0
3,98136,2,870,1286,738000,1,0
3,98168,2,7242,1770,500000,1,0
4,98126,2,5750,2840,1175000,1,0
3,98125,2,8100,1360,850000,1,0
3,98117,2,1170,1560,920000,1,0
3,98103,2.5,4250,3590,1725000,1,0
3,98122,2.5,3000,2529,1650000,1,0
3,98103,3.5,1239,1510,660000,1,0
3,98136,3,6882,1700,1275000,1,0
4,98115,3,3880,2370,1830000,1,0
2,98103,2.5,3753,1475,945000,1,0
3,98103,3.5,1239,1510,660000,1,0
2,98116,1,5130,970,600000,1,0
4,98117,2,4224,2600,1098500,1,0
2,98125,1,6946,800,550000,1,0
3,98168,1,9050,1964,625000,1,0
3,98122,3.5,2061,1740,840000,1,0
3,98117,1,4080,1380,890000,1,0
2,98199,2,8000,1200,519000,1,0
3,98103,2.5,1102,1430,855000,1,0
2,98115,2,3060,1400,530000,1,0
3,98117,2,729,1425,759999,1,0
3,98117,2,1139,1548,850000,1,0
2,98107,1.5,745,1115,745000,1,0
4,98199,3,7700,3300,1995000,1,0
2,98107,2,698,1100,749000,1,0
4,98115,3,8297,2481,999000,1,0
4,98144,3,9750,3120,1670000,1,0
4,98103,3.5,3062,2640,1750000,1,0
3,98106,2,5000,2190,840000,1,0
2,98115,2,2.02,1015,468000,0,0
3,98103,2.5,1500,1815,1295000,1,0
3,98126,2,5075,1650,750000,1,0
4,98118,1,4500,1850,600000,1,0
3,98126,2.5,3.97,1681,650000,0,0
