beds,zip_code,baths,lot_size,size,price,lot_size_units,size_units
4,98118,2.5,7000,3680,1880000,1,0
3,98107,2.5,1690,1610,895000,1,0
4,98103,2,5000,2880,1485000,1,0
3,98136,3.5,8500,2650,1095000,1,0
4,98115,3,0.29,2470,1180000,0,0
4,98115,3,6700,2230,1150000,1,0
4,98117,2,5100,1810,945000,1,0
2,98115,2.5,1753,867,679000,1,0
3,98122,2,1539,1330,680000,1,0
3,98106,2,4000,1760,689000,1,0
3,98115,2,2734,2209,715000,1,0
4,98115,3,6960,3030,1119000,1,0
4,98115,3,6030,2466,1299000,1,0
4,98178,2,7200,2080,675000,1,0
3,98117,1,4000,1060,1125000,1,0
3,98168,1,6250,1320,529000,1,0
4,98115,3,6960,3030,1119000,1,0
3,98125,2,8100,1360,850000,1,0
4,98115,2,4275,2010,1100000,1,0
2,98125,1,8908,1060,700000,1,0
2,98122,2.5,1131,1550,1051500,1,0
2,98103,2,3060,1570,849000,1,0
3,98125,1,0.25,2180,720000,0,0
3,98118,2.5,0.28,2570,1175000,0,0
4,98117,2,5000,1780,1181500,1,0
3,98117,2,4000,1520,760000,1,0
2,98125,1,6946,800,550000,1,0
2,98126,2,1094,1470,718000,1,0
3,98117,2,729,1425,759999,1,0
4,98103,3,4000,2480,1605000,1,0
4,98103,3.5,3062,2640,1750000,1,0
3,98125,2.5,2757,1730,800000,1,0
3,98118,3,6710,2160,1300000,1,0
3,98117,2.5,9880,2080,977000,1,0
3,98122,2.5,1037,1540,852500,1,0
4,98115,3,6960,3030,1119000,1,0
4,98103,3,2256,1900,1150000,1,0
3,98106,2,5005,1460,583000,1,0
4,98116,3,5589,2668,1213000,1,0
4,98122,3.5,3375,3180,2485000,1,0
2,98117,1,4000,700,800000,1,0
3,98106,1,6096,1120,615000,1,0
3,98125,2.5,6925,1810,922000,1,0
2,98115,2,9.2,1554,660000,0,0
2,98126,1,6150,900,480000,1,0
2,98117,2,4590,1350,960000,1,0
2,98144,1.5,1,1131,699950,0,0
2,98107,1.5,745,1115,745000,1,0
3,98117,2,2909,1380,800000,1,0
3,98115,2,2734,2209,715000,1,0
4,98105,3,3060,1540,1108000,1,0
3,98117,2.5,837,1870,890000,1,0
3,98125,1.5,1362,1307,650000,1,0
3,98126,2.5,3.97,1681,650000,0,0
3,98122,2,1238,1498,935000,1,0
2,98144,1.5,1,1022,729000,0,0
2,98117,2,4590,1350,960000,1,0
4,98103,2,4800,2570,1495000,1,0
3,98199,3,6172,2380,1385000,1,0
2,98125,1,8795,680,625000,1,0
3,98136,2,1232,1470,875000,1,0
3,98106,2.5,1850,1460,575000,1,0
2,98115,2,9.2,1761,665000,0,0
3,98107,2.5,1436,1810,1000000,1,0
2,98103,2,0.24,993,709600,0,0
3,98115,3.5,1680,1352,886000,1,0
2,98118,1,8184,780,675000,1,0
3,98103,2,1055,1350,785000,1,0
3,98168,1,9050,1964,625000,1,0
2,98125,1,6946,800,550000,1,0
3,98117,2,4000,1520,760000,1,0
3,98115,3,1,1687,1035000,0,0
2,98106,1,4240,720,525000,1,0
4,98199,2,6250,2140,1150000,1,0
4,98115,3,4635,2380,1399999,1,0
3,98144,2,4000,2040,695000,1,0
3,98103,2.5,1873,1420,890000,1,0
3,98107,2.5,1436,1810,1000000,1,0
3,98136,2,1232,1470,875000,1,0
3,98144,2.5,1040,1604,760000,1,0
3,98105,1,5000,2200,1250000,1,0
4,98122,3,3360,1500,1155000,1,0
2,98103,1.5,1,912,819980,0,0
4,98118,2.5,7000,3680,1880000,1,0
3,98103,2,6375,2817,912000,1,0
3,98103,3.5,1239,1510,660000,1,0
2,98125,2,0.53,839,385000,0,0
3,98103,2,1333,1270,727000,1,0
4,98118,2,6122,1641,538800,1,0
3,98115,2,6120,1440,935000,1,0
4,98115,2,6380,1750,855000,1,0
2,98103,1,3780,650,708888,1,0
3,98103,2.5,1500,1815,1295000,1,0
2,98115,2.5,2891,840,720000,1,0
4,98118,2,5500,1595,525000,1,0
2,98117,2,583,1240,710000,1,0
2,98107,2,794,1319,838000,1,0
4,98106,3,3254,3020,1499000,1,0
4,98126,3,6550,2288,1105000,1,0
3,98115,2.5,1550,1380,613000,1,0
3,98106,2.5,2250,1380,590000,1,0
2,98125,1,8795,680,625000,1,0
3,98122,3,513,1524,850000,1,0
3,98105,1,4480,1030,710000,1,0
3,98117,2.5,837,1870,890000,1,0
2,98126,2,1094,1470,718000,1,0
4,98117,2,5000,1780,1181500,1,0
3,98168,1.5,9975,1870,500000,1,0
2,98125,2,900,1372,649950,1,0
