age,sex,relation,has_high_education,top1_interes,top2_interes,top3_interes,top4_interes,top5_interes,is_parent,has_pets,mean_tr,median_tr,tr_per_month
40.81818629688013,2,0,0,5,19,14,22,4,0,0,1199.5735879363149,524.9568918961237,3.8789867388891515
51.829069164014115,2,0,0,6,6,19,16,17,1,1,1195.2026153085424,569.6118249469807,42.931457076315255
22.116115110944968,2,0,0,3,6,22,18,23,0,0,1956.9837396651576,961.8408163335392,16.301662812149804
36.06773797975712,2,4,1,1,4,15,18,23,1,0,2299.9334910408347,698.9581852559143,44.29701816792026
52.611461601522045,1,4,0,5,13,9,24,3,0,0,16799.73454669705,9178.881686978542,4.223375167517673
64.81133250973905,2,0,0,21,2,4,14,21,0,0,73602.63555956956,9370.367167701826,2.8377646296665744
46.59542420694161,1,0,0,22,20,10,18,10,0,1,1270.8957647169457,518.0908381967947,17.246687702500708
22.236571520050376,1,0,0,17,8,18,4,20,1,0,1526.4424113799741,1080.5246165613166,5.625725219017795
35.565004923077936,2,0,0,3,7,16,18,21,1,0,2119.841519067416,799.3072607339113,18.208352217037238
30.326393972662174,1,4,0,18,15,7,22,13,1,0,2145.150976580671,699.5314921476119,7.683948816684577
36.38040776579025,2,0,0,9,6,25,3,4,0,0,843.5731933195636,286.35493355589375,4.352588911519669
41.83711870905753,2,0,0,0,22,7,22,20,1,0,2367.4788815901143,1033.3944347090878,14.004459874802325
31.729879114384538,2,0,0,14,24,6,23,2,0,0,15555.531985137055,11379.799430064624,1.4168089288279635
52.936467376193555,2,0,0,22,15,8,13,4,0,0,864.3841920028785,338.98367662237115,14.341711554805311
39.37330953274787,2,0,0,9,15,18,5,1,1,0,3387.528770724094,554.2489779452716,31.875095621417508
25.97985624879746,1,0,0,19,23,8,17,22,0,0,1164.902675348237,298.22105294219415,6.060913187436194
34.49575253071248,2,0,1,19,5,15,1,15,1,0,615.6327786857801,234.2608917542468,35.15540740432502
40.07187375132609,2,7,0,14,15,20,8,24,1,0,3050.4209681744014,1046.732012155816,20.155225726933537
46.27409518212133,2,0,0,5,11,14,24,13,0,0,2281.029271177246,7421.007972988239,6.688277926852343
39.873810057265736,2,0,0,14,19,10,3,6,0,0,1033.757073750888,417.16793733249506,100.28348482130302
33.862669665135805,2,1,1,4,18,25,4,20,1,0,1864.0866659188302,747.3522495570339,58.29335831629656
32.08064574156913,2,0,0,22,23,9,5,17,0,0,6499.712323356179,632.8042363593291,3.9479951822539863
36.76998967491146,2,0,0,3,24,3,17,4,0,0,23233.46251817054,350536.3465491644,2.326497135031955
34.76745560836116,1,0,0,14,7,20,22,15,1,0,8115.335220114875,563.6939497386882,5.154441182127009
49.391262779017595,1,4,1,12,12,3,3,15,0,0,1592.9617837438964,645.1258088136348,23.880632889930723
30.13167296735228,1,1,0,24,8,14,12,1,0,0,1338.4913825522694,855.7254438414576,2.8009134742704687
26.88214959067364,1,0,0,0,5,14,24,20,0,0,1358.3005027154472,596.0421615021369,4.646493480162368
52.04140466798142,1,4,1,22,20,8,22,11,0,0,2525.1489255639713,807.6366395354368,8.058334849070329
33.340903505881364,1,4,1,17,23,12,13,9,1,0,980.0062656722565,1199.6827652819147,6.0684041676783504
61.10795334718416,1,0,0,13,16,10,13,11,0,0,11853.090055187578,7233.259037243863,4.386291038812682
34.31143324461346,1,0,0,6,16,18,7,16,1,0,1746.4373248834606,2147.083929206658,5.6532428633789635
31.78967456728014,2,4,1,11,18,8,22,8,1,0,1040.2525766664046,487.2650895487635,29.423033407895257
25.443183733190022,2,0,1,23,6,17,22,21,0,0,1759.9624751254798,472.1221879584507,16.15521547371518
33.212996962330884,2,0,0,12,4,6,19,16,1,0,1115.6178401937746,606.7849438092688,27.863984621394767
35.0147727834314,2,0,0,20,16,15,16,4,1,0,13098.970092370959,13710.83946428313,0.5157361052591458
40.76600478118959,2,0,0,4,18,14,23,7,0,0,1671.4485562215891,396.75067159509007,24.133071651761533
36.23563512974289,1,4,1,23,22,3,17,9,1,0,10696.542629092226,12561.959778465334,2.3543232616715346
26.11164100720073,2,0,0,8,19,15,7,2,0,0,422.5906180433758,215.68077091503562,3.3681383323345595
35.19199124660628,2,0,0,1,15,16,22,9,1,0,2497.049276380145,562.8413520245311,25.485075526166742
23.002510388247252,2,0,0,15,23,15,4,23,0,0,3067.5623781216996,1219.1033806897915,0.6107025162972342
44.4081584929276,1,0,0,20,6,15,10,7,1,0,2044.9275519007513,671.7874087767054,30.58664930984781
24.27878646837901,2,0,0,7,8,25,19,1,0,0,2184.3823828925506,742.7880748773315,6.281655390437743
69.34629098480077,2,4,1,16,8,22,16,22,0,0,2900.55976875306,1132.0270412046475,12.244773711828296
61.4961877862086,1,0,1,20,7,20,23,6,0,0,1265.2885295570113,437.53378321922617,30.887465847509336
49.32485650691087,2,0,0,22,22,7,25,17,0,0,17075.91643784973,18293.841338035774,2.531742116375807
21.83709903460393,2,0,0,3,17,5,24,18,0,0,323.3552863516243,48.04592466742929,14.924001393783026
25.12434856934258,2,0,0,3,3,5,17,17,0,0,7603.3207893131785,2611.360303534235,4.9644944668830675
45.8155122670777,2,4,0,2,9,23,7,6,0,0,8307.549374045711,15082.165675033451,5.053645036032992
56.06699587043122,2,0,0,23,17,16,18,7,0,0,21201.10567203451,196899.60037872166,5.088322787427336
34.80657512526669,1,0,0,13,22,14,3,3,0,0,1910.818780175165,445.95037281329485,24.413913459324206
36.455684316018655,1,0,0,11,1,15,8,11,1,0,1822.8687944187332,742.6090905397219,30.45199783378566
51.0922698856306,1,0,0,0,6,21,3,15,1,0,915.8765103852822,954.2574031271413,5.147972091583688
38.21632130045195,2,0,0,8,5,25,19,23,0,0,361.9230092048292,693.7778612160183,32.82142916839977
18.095297491612037,1,0,0,8,16,20,8,15,0,0,1640.9395706563896,34.62550659697081,6.620628720881275
23.71718075765348,2,0,0,5,5,24,17,18,0,0,2801.0525623960366,551.3066099472846,19.45002862091174
49.41682786148211,2,0,0,4,6,24,5,6,0,0,1221.112462707605,302.6442563458915,67.66057506820859
46.895312103125,2,4,0,1,2,23,19,2,1,0,782.3897658369858,373.0622826519318,28.77458853526643
31.35094897090966,2,0,0,22,7,12,18,25,1,0,1942.1935421008538,367.96216232034726,93.09414086902518
32.834327136320674,2,0,0,9,13,9,23,12,0,0,12017.505443503835,5706.706976752199,3.59194559744956
29.574512841411213,1,0,0,11,9,1,19,6,1,0,1117.4386092814316,1542.4391050761205,0.119360294117647
34.41244102516121,2,0,0,12,2,11,6,13,0,0,2018.594308858947,354.59113456453787,15.654539441180333
24.359761390657535,1,6,0,11,3,19,6,23,0,0,1577.497024138081,927.8993299057759,4.847635525806748
66.51246882499382,2,1,0,3,23,7,18,18,0,0,781.0460360925595,359.271748318368,2.890437270558287
42.031146629043405,1,0,0,21,5,13,7,16,0,0,21866.843761288146,11498.298987126866,0.7307367880758124
57.395627960559466,2,0,0,21,24,9,18,23,0,0,3614.185452646065,1467.5107090162342,0.6058228914891899
23.656368903027293,1,0,0,5,3,15,18,23,0,0,5640.510179954327,3483.6401723807962,4.101339133057524
40.37616822137845,1,0,0,21,8,15,18,13,1,0,2604.150033242581,1063.2064523338925,6.5405881581159475
23.431288353949036,1,1,1,7,10,3,8,23,0,0,12145.945544898692,1.0,3.256275199035517
46.91436313995694,2,0,0,16,23,6,24,18,0,0,16743.956472464495,8139.872167169569,3.478121099563561
64.11013597561795,1,4,0,10,23,9,7,14,1,1,4611.726205306503,1766.2441310546865,11.989773069602908
34.66571433465785,1,4,1,11,4,23,16,2,1,0,1.0,1468.3841363187912,4.34680692579761
36.64305746244304,1,1,1,15,16,9,23,5,0,0,18377.052682847687,6901.182265517555,2.051221550854184
25.214367548483438,2,0,0,2,8,6,23,13,0,0,1.0,83.09349341461677,28.660806904139793
35.19450463829071,2,0,0,12,4,9,18,5,1,0,1700.5042545238919,577.603348960424,67.37630810716699
36.01882397397158,2,0,1,9,12,7,20,13,1,0,6416.032985996908,866.4243874297457,35.619862688131704
49.43514385662168,1,0,0,6,6,24,10,6,0,0,12600.17733819544,7772.144033255801,15.441389107913373
44.83348906017856,2,0,0,11,7,7,16,4,1,0,588.944228541743,337.4457327394646,5.543871665301827
32.789000376033016,1,0,0,14,23,5,14,16,1,0,17666.93384075949,1203.195018107207,2.0304603023502903
50.480108560327096,1,0,0,9,8,14,4,7,1,0,6936.873256495183,6658.670571055176,0.805117031500858
29.439354049746797,1,0,0,18,9,21,21,6,0,0,2586.122273526757,694.1704727379102,32.89263016784895
43.81990973240952,1,0,0,1,12,19,11,4,1,0,1387.4048174943523,499.1501413952083,18.070835869562615
43.16895578388901,1,0,0,13,17,5,17,6,0,0,4339.389678038295,429.16845052038417,2.974852866039319
33.88026429236036,1,0,0,15,5,17,10,7,1,0,2332.9505593522745,562.9847231898502,21.513292886250966
33.70103270745866,1,0,0,8,14,23,6,23,1,0,1011.5243671618773,861.682146888591,0.5811046735549334
32.43034028580737,1,4,1,10,6,22,17,19,1,0,740.7793962668866,957.5261116294489,28.624141841379345
40.63452427364452,2,0,0,19,23,3,9,16,1,0,8274.906679845144,1278.3067538593841,16.360971571626223
17.28627860201323,2,0,0,1,3,5,4,10,0,0,1603.8869227194243,219.45846334977085,25.240276421435862
38.58506205168204,1,0,0,14,15,8,18,3,1,0,1230.6799215797246,470.5587637692464,14.790291016641333
30.484683991507804,1,0,0,14,15,15,17,22,0,0,1980.6211020561889,708.2455791318375,12.947589409236446
