proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
550,3.05,2.14,19.0,0.6,11.61,2.03,0.38,1.61,85,1.36,0.39,2,1.53
910,5.8,2.2,16.5,1.02,13.52,2.87,0.48,1.56,98,2.6,2.65,0,1.82
1190,6.5,2.35,24.0,0.97,13.52,2.88,0.27,1.68,120,2.7,1.74,2,1.83
890,5.15,2.58,18.0,0.99,13.68,1.98,0.43,1.64,110,1.94,1.47,0,1.76
660,4.8,2.36,17.0,1.04,12.87,1.88,0.21,1.67,97,2.1,1.56,1,1.72
530,2.05,2.64,20.0,1.02,12.5,2.28,0.32,1.69,99,1.72,1.25,2,1.77
625,2.05,2.45,18.0,1.08,12.64,2.38,0.26,1.66,103,2.65,2.15,2,1.72
780,4.5,2.2,17.0,1.13,12.58,2.96,0.32,1.58,98,2.55,2.58,2,1.75
650,5.6,2.38,22.5,1.09,12.72,3.1,0.28,1.75,96,2.5,1.75,2,1.72
830,2.7,2.3,19.0,1.05,13.16,3.06,0.28,1.85,94,2.4,2.1,1,1.53
880,4.4,2.6,16.5,1.12,13.42,3.38,0.3,1.87,114,2.8,2.52,2,1.53
580,2.8,2.42,20.0,0.96,12.48,2.88,0.2,1.88,95,2.1,2.29,2,1.75
1190,6.8,2.45,16.6,0.99,14.5,2.98,0.46,1.93,103,2.65,2.28,0,1.75
510,3.8,2.27,24.0,1.05,13.58,1.74,0.26,1.16,94,2.4,1.51,1,1.67
460,5.5,2.24,21.0,1.04,12.1,2.96,0.42,1.55,92,2.35,2.6,2,1.76
720,4.7,2.5,17.5,1.05,13.42,3.04,0.25,1.85,104,2.6,3.1,2,1.88
720,2.9,2.3,17.5,1.05,12.59,2.68,0.29,1.7,98,2.5,2.52,1,1.66
740,5.5,2.54,20.5,1.1,13.36,2.96,0.24,1.61,92,2.3,2.06,1,1.59
630,3.75,2.28,18.0,0.85,12.3,2.88,0.28,1.5,102,2.55,2.24,2,1.73
620,3.3,2.46,17.0,0.87,12.64,2.21,0.32,2.06,86,2.25,2.2,0,1.73
760,3.05,2.5,21.0,1.12,12.36,2.63,0.25,2.48,125,2.7,3.06,1,1.61
530,3.05,2.2,17.0,1.05,12.36,2.48,0.38,1.74,98,2.5,1.85,1,1.62
580,5.6,2.24,19.0,1.08,12.64,2.76,0.35,1.45,85,2.65,2.6,2,1.81
670,5.1,2.16,21.0,1.06,12.39,2.87,0.25,1.7,97,2.7,2.6,2,1.69
720,6.5,2.64,24.0,0.86,12.97,2.88,0.43,1.52,94,1.87,1.23,0,1.53
710,2.9,2.64,19.0,0.93,12.71,2.96,0.35,1.72,96,2.5,1.65,1,1.77
750,3.05,2.14,16.0,1.04,13.08,3.06,0.3,1.68,88,2.8,2.92,2,1.62
680,3.5,2.53,21.0,1.04,13.38,2.48,0.3,1.3,96,2.5,1.48,2,1.95
560,5.8,2.35,20.0,1.06,12.42,3.3,0.28,1.4,95,2.75,2.8,2,1.94
650,2.5,2.4,17.0,0.93,12.48,3.2,0.4,1.4,94,2.6,1.55,1,1.68
