proline,color_intensity,ash,alcalinity_of_ash,hue,alcohol,od280/od315_of_diluted_wines,nonflavanoid_phenols,proanthocyanins,magnesium,total_phenols,flavanoids,target,malic_acid
670,3.75,2.64,21.0,1.04,13.05,2.96,0.38,1.38,97,1.74,1.3,2,1.77
890,3.65,2.38,16.5,0.96,13.61,1.88,0.33,1.96,112,2.4,1.55,2,1.77
480,3.5,2.08,17.0,0.64,12.5,3.08,0.34,1.4,86,2.1,2.3,1,1.74
540,2.25,2.29,15.5,1.04,12.5,2.04,0.38,1.72,92,2.5,2.35,2,1.76
880,5.8,2.3,18.5,1.1,14.1,3.06,0.28,1.65,103,2.6,2.7,1,1.77
830,4.7,2.42,17.0,1.06,13.58,2.96,0.22,2.3,110,1.88,1.67,0,1.62
670,2.3,2.5,19.0,1.02,12.56,2.64,0.42,1.6,86,2.5,2.35,1,1.67
690,3.25,2.38,20.0,0.72,12.48,1.88,0.36,1.36,103,2.07,1.66,2,1.76
480,4.2,2.24,16.5,0.98,12.68,2.88,0.35,1.7,98,2.5,2.15,1,1.53
680,4.8,2.22,18.5,0.83,12.88,1.66,0.36,0.63,101,1.48,0.56,0,1.76
880,3.3,2.25,16.0,0.92,13.62,3.08,0.37,1.65,120,3.2,2.71,2,1.81
580,5.8,2.45,17.0,0.64,12.76,2.29,0.22,1.2,90,1.85,1.45,1,1.68
520,3.6,2.2,21.0,1.02,12.28,2.8,0.28,1.5,82,2.3,1.75,2,1.67
650,4.5,2.48,21.0,0.86,12.58,2.05,0.29,1.48,91,2.2,1.56,1,1.83
600,3.8,2.18,20.0,1.04,12.72,2.34,0.34,1.32,90,1.85,1.28,1,2.43
570,2.7,2.14,19.0,1.04,12.5,3.06,0.32,1.5,88,2.45,1.6,2,1.74
610,3.6,2.2,20.0,1.01,12.65,1.45,0.32,2.3,112,1.75,2.45,1,1.81
540,4.4,2.14,15.7,0.87,12.6,2.5,0.23,1.36,83,1.64,1.16,1,1.72
610,4.1,2.14,18.5,0.92,13.05,2.64,0.27,1.69,92,2.4,2.75,0,1.61
750,4.8,2.28,24.0,1.05,13.48,3.05,0.28,1.65,117,2.45,2.75,0,1.77
680,5.6,2.48,18.6,1.04,13.04,2.88,0.31,1.35,95,2.3,2.26,2,2.28
560,2.3,2.27,24.0,1.1,12.48,3.05,0.27,1.5,98,2.7,2.65,1,1.53
650,6.6,2.28,22.0,0.82,12.89,2.48,0.29,1.66,94,1.75,1.48,1,1.73
580,4.05,2.43,17.0,0.71,12.62,1.47,0.28,1.58,92,1.65,1.29,1,1.72
1030,5.6,2.65,20.5,0.92,14.2,3.26,0.34,1.72,100,2.1,2.36,0,1.76
680,3.5,2.27,18.0,1.12,13.23,3.05,0.26,1.59,89,2.5,2.52,1,1.63
650,5.3,2.2,18.0,1.05,13.58,2.18,0.28,2.1,94,2.5,2.35,1,1.74
590,3.65,2.14,17.0,1.04,12.68,2.48,0.28,1.48,92,2.2,2.34,2,1.67
830,5.7,2.7,18.0,1.12,13.52,3.2,0.39,1.5,119,2.7,2.45,2,1.81
1010,5.7,2.57,18.0,1.02,13.48,3.23,0.26,1.69,120,2.85,3.2,2,1.78
