beds,zip_code,baths,lot_size,size,price,lot_size_units,size_units
3,98106,2.5,1850,1460,575000,1,0
4,98107,2.5,3367,2213,1075000,1,0
4,98115,3.5,7598,2720,1395000,1,0
3,98103,2,1056,1719,1160000,1,0
4,98118,1.5,8778,1940,520000,1,0
3,98117,2,3840,1620,675000,1,0
3,98199,2,5350,2950,1500000,1,0
3,98117,1.5,904,998,610000,1,0
3,98136,3,6882,1700,1275000,1,0
4,98117,2,4224,2600,1098500,1,0
2,98125,2,1948,1200,620000,1,0
3,98122,2,993,1540,900000,1,0
4,98115,3,5616,2740,1220000,1,0
3,98103,2,1374,1210,875000,1,0
2,98117,2.5,1092,1169,615000,1,0
3,98117,1.5,904,998,610000,1,0
3,98106,2,5005,1460,583000,1,0
3,98144,2,4200,2600,1525000,1,0
4,98116,3,5850,1810,1118000,1,0
3,98116,2,5000,1480,780000,1,0
3,98106,2,4760,1237,747250,1,0
4,98105,3.5,5000,2950,1800000,1,0
4,98103,3,4000,2480,1605000,1,0
2,98117,2,4590,1350,960000,1,0
2,98126,1,5896,770,560000,1,0
4,98117,2,3250,1710,1170000,1,0
3,98115,2.5,4814,1710,1190000,1,0
4,98122,3.5,3900,2600,2225000,1,0
3,98126,2,6396,1580,820000,1,0
2,98117,2,583,1163,648800,1,0
3,98107,3,2200,1880,999950,1,0
2,98103,2.5,887,1459,665000,1,0
3,98105,3.5,4094,2570,2000000,1,0
3,98106,2,5000,2190,840000,1,0
2,98103,1,6180,830,942000,1,0
4,98144,2.5,3770,2220,1235000,1,0
2,98115,1,5569,770,640000,1,0
3,98118,2,5400,1670,485000,1,0
3,98103,2,1374,1210,875000,1,0
4,98199,2,5280,1870,1040000,1,0
3,98136,2,1232,1470,875000,1,0
4,98117,2,4864,2100,950000,1,0
2,98106,1,5150,730,545000,1,0
3,98105,2.5,8240,1500,860000,1,0
4,98136,3.5,2421,2011,1130000,1,0
2,98115,2,1608,1101,780000,1,0
4,98115,2,5243,2660,1357000,1,0
2,98106,1,5772,770,490000,1,0
3,98144,2.5,1040,1604,760000,1,0
3,98117,2,6397,2020,840000,1,0
2,98117,1,6693,720,545000,1,0
3,98107,2.5,1690,1610,895000,1,0
2,98122,2.5,2450,996,799000,1,0
3,98103,2.5,1056,1500,1070000,1,0
2,98133,2,6800,1040,625000,1,0
2,98115,2,585,940,579000,1,0
3,98115,1.5,6270,2220,930000,1,0
3,98122,2,993,1540,900000,1,0
4,98117,2,5600,1820,760000,1,0
3,98115,2,7770,2770,700000,1,0
3,98117,2,1,1096,875000,0,0
2,98117,2,2550,1140,590000,1,0
3,98117,2,9702,2630,1290000,1,0
3,98144,2.5,1097,1890,699000,1,0
2,98117,1,2000,910,800000,1,0
3,98122,2,993,1540,900000,1,0
3,98103,2,3300,1960,865000,1,0
2,98117,2,583,1240,710000,1,0
2,98103,2,0.43,1131,470000,0,0
3,98144,3.5,1228,1660,765000,1,0
3,98117,1,9399,1920,725000,1,0
2,98115,2.5,1753,867,679000,1,0
3,98199,2,5000,1720,855000,1,0
2,98115,1.5,1332,1290,795000,1,0
3,98122,2,2700,1100,645000,1,0
3,98122,2.5,3000,2730,1199000,1,0
3,98117,2,4000,1520,760000,1,0
3,98107,2.5,1553,1569,950000,1,0
3,98144,3,5300,1440,1050000,1,0
2,98103,2,3060,1570,849000,1,0
3,98118,2.5,1136,1220,618000,1,0
3,98117,2,1170,1560,920000,1,0
3,98103,2,2250,1300,735000,1,0
3,98107,2.5,1553,1569,950000,1,0
3,98117,2.5,837,1870,890000,1,0
2,98122,1.5,1154,860,734950,1,0
4,98118,2.5,5000,1806,745000,1,0
3,98126,2.5,1570,1390,575000,1,0
2,98133,1,5250,770,530000,1,0
2,98115,1,8686,760,775000,1,0
3,98103,2,1055,1350,785000,1,0
3,98117,2.5,9880,2080,977000,1,0
2,98125,1,8795,680,625000,1,0
2,98116,1,5130,970,600000,1,0
4,98122,3.5,3900,2600,2225000,1,0
2,98118,1,3300,940,550000,1,0
2,98103,1.5,1,950,1270000,0,0
3,98115,2.5,4814,1710,1190000,1,0
3,98117,2.5,3060,2220,1167500,1,0
3,98125,2,8421,1730,910000,1,0
