beds,zip_code,baths,lot_size,size,price,lot_size_units,size_units
3,98103,2,1568,1608,732000,1,0
3,98117,2.5,5000,2304,1100000,1,0
3,98117,2,2400,1560,1180000,1,0
4,98118,1,4500,1850,600000,1,0
2,98117,2,583,1163,648800,1,0
3,98117,2.5,2498,1763,1125000,1,0
3,98144,3.5,1659,1980,1055000,1,0
3,98115,3,1044,1540,800000,1,0
2,98103,2,1650,1110,689000,1,0
2,98103,2.5,1332,1160,850000,1,0
2,98116,2,898,875,625000,1,0
3,98118,2.5,2880,1940,1140000,1,0
3,98115,2,2734,2209,715000,1,0
3,98107,2.5,1690,1610,895000,1,0
4,98115,3,8297,2481,999000,1,0
2,98126,1,6300,740,500000,1,0
4,98115,3,6380,2650,1511000,1,0
2,98115,2,564,1147,749950,1,0
3,98106,1,6096,1120,615000,1,0
2,98117,2,1.06,1199,375000,0,0
4,98103,2,4560,2340,1800000,1,0
3,98117,2,4000,2164,800000,1,0
3,98126,2.5,3.97,1681,610000,0,0
4,98107,3,4000,1830,1352000,1,0
4,98199,2.5,1500,1822,1033000,1,0
3,98144,2,2700,1290,925000,1,0
2,98103,1.5,0.23,889,680000,0,0
4,98105,2,5535,2390,1195000,1,0
4,98136,2.5,1632,1812,825000,1,0
3,98106,2.5,1062,1520,540700,1,0
3,98136,3.5,8500,2650,1095000,1,0
3,98103,3.5,1500,2206,1116000,1,0
3,98115,2,6093,1900,965000,1,0
4,98136,3.5,6000,3360,1575000,1,0
3,98107,2,4648,1611,915000,1,0
3,98117,2,4000,1520,760000,1,0
2,98117,1.5,1000,1000,640000,1,0
4,98115,2,8750,2630,1350000,1,0
2,98144,1.5,4000,2280,650000,1,0
4,98125,2,6900,2591,800000,1,0
3,98117,2,4000,2164,800000,1,0
3,98117,2.5,2498,1763,1135000,1,0
3,98136,2.5,4800,1396,780000,1,0
3,98122,2,1751,1880,955000,1,0
3,98117,2,729,1425,759999,1,0
3,98122,2,2700,1100,645000,1,0
3,98115,2,4000,2520,1050000,1,0
3,98144,2,1102,1540,630000,1,0
3,98117,2.5,1124,1060,765000,1,0
3,98105,3,8612,2650,1600000,1,0
3,98136,2,1232,1470,875000,1,0
2,98118,1,6000,1080,650000,1,0
3,98103,2.5,1342,1570,700000,1,0
2,98126,1,7500,740,553500,1,0
3,98115,2,7770,2770,700000,1,0
3,98168,2,7800,2100,510000,1,0
3,98116,2,5000,1516,1150000,1,0
3,98125,1,0.25,2180,720000,0,0
2,98105,2,0.28,1057,599900,0,0
4,98103,3.5,4120,2191,1394600,1,0
4,98125,1.5,0.24,1920,850000,0,0
3,98115,1,5856,1460,880000,1,0
2,98103,2,928,1192,719950,1,0
3,98115,3.5,1785,2106,1266000,1,0
3,98116,2,5000,1516,1150000,1,0
2,98118,1,7425,1150,575000,1,0
3,98105,2,3400,1860,1165000,1,0
2,98103,2,1045,1140,850000,1,0
3,98144,2.5,1304,1670,875000,1,0
3,98168,1,6250,1320,529000,1,0
3,98117,2,4000,2164,800000,1,0
3,98103,2.5,1056,1500,1070000,1,0
3,98126,2.5,3.97,1681,610000,0,0
3,98117,1,3710,2130,850000,1,0
4,98122,2.5,4500,2630,1340000,1,0
2,98122,2,1247,1200,699950,1,0
2,98103,2.5,887,1459,665000,1,0
3,98126,3.5,1486,1680,675000,1,0
2,98103,1,1875,1290,640000,1,0
3,98117,2,3740,2180,1012000,1,0
2,98122,2,770,1365,799000,1,0
3,98168,1,0.32,1260,440000,0,0
3,98199,2,3914,1300,1100000,1,0
2,98125,2,900,1372,649950,1,0
2,98115,2,1608,1101,780000,1,0
4,98117,2,5100,1810,945000,1,0
2,98103,2,0.43,1131,470000,0,0
2,98115,2,9.2,1893,727000,0,0
3,98136,2,5750,1500,770000,1,0
3,98103,2,1055,1350,785000,1,0
4,98115,3,6380,2650,1511000,1,0
3,98115,2,6093,1900,965000,1,0
4,98106,3.5,3932,2010,1140000,1,0
3,98117,1,7140,1270,1050000,1,0
3,98117,2,8640,1600,877500,1,0
2,98115,2,3060,1400,530000,1,0
3,98103,2.5,1063,1860,1025000,1,0
3,98105,2,4000,2495,1250000,1,0
4,98178,2,7200,2080,675000,1,0
3,98103,3.5,1563,1800,1050000,1,0
