beds,zip_code,baths,lot_size,size,price,lot_size_units,size_units
3,98199,2,5000,1680,1087500,1,0
2,98115,2,9.2,1554,660000,0,0
2,98117,2.5,1092,1169,615000,1,0
3,98144,2.5,1040,1604,760000,1,0
4,98117,3,3080,1680,905000,1,0
2,98125,1,8795,680,625000,1,0
3,98115,2,4000,2520,1050000,1,0
3,98199,2,5000,1680,1087500,1,0
3,98103,2,1333,1270,727000,1,0
3,98117,1,7140,1270,1050000,1,0
2,98144,2,5000,995,850000,1,0
3,98122,2.5,1037,1540,852500,1,0
3,98122,2,993,1540,900000,1,0
4,98115,3,4635,2380,1399999,1,0
3,98118,2,3220,1700,999999,1,0
2,98103,2,5400,724,430000,1,0
2,98107,2.5,5500,1103,780000,1,0
2,98105,1.5,900,900,568000,1,0
3,98144,2.5,1040,1604,760000,1,0
2,98144,1,3072,760,250000,1,0
3,98144,2.5,1040,1604,760000,1,0
3,98144,2,1,1496,824500,0,0
3,98117,2,6397,2020,840000,1,0
2,98144,2.5,846,840,629000,1,0
4,98122,3.5,6400,2795,1740000,1,0
3,98103,2.5,4250,3590,1725000,1,0
2,98115,1.5,6827,1810,925000,1,0
2,98199,2,0.34,1400,699950,0,0
2,98107,2,780,1196,734999,1,0
2,98106,2,792,1180,527000,1,0
2,98144,2,1177,840,725000,1,0
3,98106,2.5,2250,1380,590000,1,0
4,98125,3,6298,2160,980000,1,0
4,98125,2,6900,2591,800000,1,0
3,98122,2.5,1037,1540,852500,1,0
3,98125,2,7514,1731,575000,1,0
4,98106,2,7740,2080,750000,1,0
4,98117,2,4224,2600,1098500,1,0
2,98125,1,6750,1010,549950,1,0
2,98115,2,1608,1101,780000,1,0
3,98115,2,7770,2770,700000,1,0
3,98199,3.5,5346,2899,1800000,1,0
4,98103,2,4560,2340,1800000,1,0
4,98115,2,4275,2010,1100000,1,0
3,98118,3.5,1081,1450,580000,1,0
4,98115,2,5243,2660,1357000,1,0
2,98125,2,900,1372,649950,1,0
2,98116,1,4625,1760,715000,1,0
2,98115,2,9.2,1893,727000,0,0
3,98106,2,8910,1060,575000,1,0
3,98103,2,3300,1960,865000,1,0
4,98103,2.5,5000,3198,1712000,1,0
2,98103,2.5,0.54,1448,1325000,0,0
3,98107,2,1050,1490,900000,1,0
2,98116,2,1452,840,645000,1,0
3,98144,3,850,1190,765000,1,0
2,98126,1,4600,1480,720000,1,0
3,98106,1,6096,1120,615000,1,0
4,98105,3,3060,1540,1108000,1,0
4,98118,2,9660,1710,685000,1,0
3,98118,2.5,1950,1563,839950,1,0
3,98116,1,6900,2280,1005000,1,0
4,98117,2,5100,1810,945000,1,0
3,98117,2,1,1096,875000,0,0
3,98115,3.5,1680,1352,886000,1,0
3,98103,2.5,1873,1420,890000,1,0
3,98105,2,8030,2250,2080000,1,0
2,98144,2,1177,840,725000,1,0
4,98115,3,6960,3030,1119000,1,0
4,98118,2.5,5001,2320,820000,1,0
4,98199,3,8556,2440,1850000,1,0
2,98106,2,792,1180,527000,1,0
2,98103,2,3250,1570,715000,1,0
4,98146,2,8100,1730,852000,1,0
3,98117,1.5,904,998,610000,1,0
3,98103,2,1374,1210,875000,1,0
4,98105,2.5,2336,1600,699000,1,0
3,98103,2,1055,1350,785000,1,0
3,98117,2,3172,1800,1130000,1,0
2,98118,1,8184,780,675000,1,0
2,98115,2.5,2068,1086,884950,1,0
4,98115,3,6402,2680,2100000,1,0
3,98199,2,5000,1680,1087500,1,0
4,98199,2,5272,3040,1665500,1,0
3,98117,2,910,1590,910000,1,0
2,98115,2,1762,1469,900000,1,0
3,98122,3.5,2061,1740,840000,1,0
3,98117,2.5,837,1870,890000,1,0
3,98107,2.5,1514,1712,970000,1,0
2,98103,2.5,1332,1160,850000,1,0
2,98116,2,5480,1371,1295000,1,0
2,98115,2,1093,1187,750000,1,0
3,98126,2,5280,2060,756110,1,0
3,98144,2.5,695,1600,699900,1,0
3,98103,2,1191,1678,1160000,1,0
4,98146,2.5,5724,2730,1175000,1,0
2,98118,1,8184,780,675000,1,0
2,98118,1,6180,1410,799000,1,0
3,98122,2.5,1131,1550,1065000,1,0
3,98115,2.5,4814,1710,1190000,1,0
