sex,race,capital-loss,income,marital-status,native-country,workclass,fnlwgt,capital-gain,hours-per-week,age,occupation,relationship,education,education-num
1,4,0,0,4,38,2,112403,0,40,21,2,3,15,10
1,4,0,0,4,38,2,204752,0,40,19,0,3,11,9
1,4,0,0,2,38,2,189623,0,40,52,2,0,1,7
0,4,0,0,0,38,2,177121,0,40,56,3,4,15,10
1,4,0,0,2,38,2,174789,0,40,43,2,0,11,9
0,4,0,0,4,38,2,205934,0,40,25,0,3,11,9
1,4,0,1,2,38,2,176992,0,50,38,11,0,15,10
1,4,0,1,2,38,2,206951,0,40,48,3,0,15,10
1,4,0,0,2,38,2,112271,0,40,52,2,0,11,9
1,4,0,1,2,38,2,192900,0,45,34,11,0,9,13
1,4,0,0,2,38,2,168211,0,40,37,6,0,15,10
1,4,0,1,2,38,2,153486,0,40,41,2,0,11,9
0,4,0,0,4,38,2,193586,0,40,24,0,3,9,13
1,4,0,0,2,38,2,199753,0,40,28,3,0,9,13
1,4,0,0,2,38,2,188291,0,40,49,6,0,11,9
1,4,0,1,2,38,2,124963,0,40,44,3,0,9,13
1,4,0,0,4,38,2,204209,0,20,20,0,3,11,9
1,4,0,1,2,38,2,125892,0,40,44,3,0,9,13
1,4,0,0,2,38,2,189843,0,40,48,2,0,11,9
1,4,0,0,2,38,2,182308,0,40,28,2,0,11,9
1,4,0,0,4,38,2,112907,0,40,27,5,2,11,9
1,4,0,0,2,38,2,117381,0,40,52,5,0,11,9
1,4,0,0,2,38,2,112115,0,40,42,6,0,11,9
1,4,0,0,2,38,2,113838,0,40,51,6,0,11,9
1,4,0,0,4,38,2,205839,0,40,19,6,3,11,9
1,4,0,0,2,38,4,208302,0,30,50,3,0,9,13
1,4,0,0,2,38,2,193524,0,40,61,2,0,11,9
1,4,0,0,2,38,2,180342,0,40,34,6,0,11,9
0,4,0,0,0,38,2,170230,0,40,34,0,4,11,9
1,4,0,0,2,38,2,114459,0,40,30,2,0,15,10
1,4,0,1,2,38,2,186110,0,40,51,9,0,9,13
1,4,0,0,4,38,2,174789,0,40,24,5,1,15,10
1,4,0,0,2,38,2,201127,0,40,47,0,0,11,9
1,4,0,0,2,38,2,197286,0,40,37,2,0,11,9
1,4,0,0,2,38,2,176683,0,40,36,2,0,11,9
1,4,0,0,4,38,2,118657,0,40,24,2,3,11,9
1,4,0,0,4,38,2,204752,0,40,29,2,3,11,9
1,4,0,0,2,38,2,109133,0,40,39,2,0,11,9
1,4,0,0,2,38,2,112264,0,40,33,2,0,11,9
1,4,0,0,2,38,2,187322,0,40,40,13,0,11,9
0,4,0,0,4,38,2,182752,0,40,27,3,1,9,13
1,4,0,0,2,38,2,186172,0,40,61,0,0,11,9
