sex,race,capital-loss,income,marital-status,native-country,workclass,fnlwgt,capital-gain,hours-per-week,age,occupation,relationship,education,education-num
1,4,0,0,2,38,2,168071,0,40,24,2,0,11,9
1,4,0,0,4,38,2,191256,0,40,33,2,1,11,9
0,4,0,0,4,38,2,113306,0,35,22,11,1,15,10
1,4,0,0,2,38,2,109869,0,40,38,2,0,11,9
1,4,0,0,2,38,2,197558,0,40,43,2,0,11,9
1,4,0,0,2,38,2,195576,0,40,30,6,0,11,9
1,4,0,1,2,38,2,193285,0,45,37,3,0,9,13
1,4,0,0,2,38,2,192207,0,40,44,2,0,11,9
1,4,0,0,2,38,2,168262,0,40,25,2,0,11,9
0,4,0,0,4,38,2,199444,0,40,21,7,3,15,10
1,4,0,0,2,38,2,183611,0,40,28,6,0,15,10
1,4,0,0,2,38,2,199224,0,40,37,2,0,15,10
0,4,0,0,4,38,2,190457,0,40,28,0,3,15,10
1,4,0,0,2,38,2,114758,0,40,42,2,0,15,10
1,4,0,0,2,38,2,197286,0,40,56,2,0,11,9
0,4,0,0,4,38,2,192712,0,40,23,0,1,9,13
1,4,0,0,2,38,2,183800,0,40,29,2,0,15,10
1,4,0,0,2,38,2,182227,0,40,46,6,0,11,9
1,4,0,0,4,38,2,194901,0,40,23,5,3,15,10
1,4,0,0,2,38,4,104501,0,50,37,4,0,11,9
1,4,0,0,4,38,2,224424,0,40,20,5,3,15,10
1,4,0,1,2,38,2,154410,0,40,51,3,0,15,10
1,4,0,1,2,38,2,192894,0,40,48,2,0,15,10
1,4,0,0,4,38,2,200246,0,40,24,7,3,11,9
0,4,0,0,4,38,2,174921,0,40,26,0,1,9,13
1,4,0,1,2,38,2,153372,0,40,60,3,0,9,13
1,4,0,0,4,38,2,115677,0,40,21,5,3,11,9
1,4,0,0,4,38,2,194901,0,40,25,5,3,11,9
1,4,0,0,4,38,2,176683,0,50,35,2,1,11,9
0,4,0,0,4,38,2,191914,0,40,26,0,3,11,9
0,4,0,0,0,38,2,128016,0,40,60,0,1,11,9
0,4,0,0,4,38,2,193219,0,40,22,0,3,11,9
1,4,0,0,2,38,2,114691,0,40,46,2,0,11,9
1,4,0,1,2,38,2,206951,0,40,47,9,0,9,13
0,4,0,0,4,38,2,176486,0,40,25,0,3,15,10
1,4,0,0,2,38,2,189933,0,40,31,9,0,9,13
1,4,0,0,4,38,2,160786,0,40,23,5,3,11,9
0,4,0,0,4,38,2,191524,0,40,26,0,1,15,10
1,4,0,0,4,38,2,241825,0,40,26,9,1,9,13
1,4,0,0,2,38,2,236861,0,40,35,2,0,11,9
1,4,0,0,4,38,2,115677,0,40,23,7,1,9,13
1,4,0,0,4,38,2,117767,0,40,22,2,3,11,9
0,4,0,0,0,38,2,182541,0,40,47,7,1,11,9
0,4,0,0,4,38,2,190115,0,35,19,0,3,15,10
1,4,0,0,4,38,2,118657,0,40,23,6,3,11,9
1,4,0,0,2,38,2,112271,0,40,60,2,0,11,9
1,4,0,0,2,38,2,112271,0,40,60,2,0,11,9
1,4,0,1,2,38,2,112271,0,40,60,13,0,15,10
0,4,0,0,0,38,2,175083,0,40,60,0,1,11,9
1,4,0,0,4,38,2,162228,0,40,19,0,3,15,10
1,4,0,1,2,38,2,205424,0,40,32,2,0,11,9
