fWidth,fConc,fAsym,fConc1,fLength,fDist,fSize,fM3Long,fAlpha,class,fM3Trans
9.056,0.478,44.659,0.243,34.967,206.231,2.806,20.685,53.667,1,-7.181
0,0.736,24.802,0.437,24.562,186.17,2.141,16.951,77.655,0,0
14.324,0.451,25.208,0.23,26.67,208.083,2.754,-6.095,14.502,0,8.114
40.317,0.083,62.768,0.042,66.958,181.433,4.129,44.285,3.996,0,-22.514
11.38,0.62,-18.78,0.316,20.687,128.39,2.308,-12.051,50.176,1,-11.228
12.452,0.458,-8.691,0.242,23.96,83.278,2.494,3.142,14.77,0,-8.975
35.247,0.362,29.303,0.206,62.593,360.081,3.344,39.825,3.192,0,21.991
17.591,0.242,51.126,0.134,53.988,237.018,2.842,19.199,5.298,0,-13.836
10.404,0.562,-0.868,0.291,18.542,92.116,2.288,6.543,74.41,0,-5.226
12.603,0.525,-24.484,0.275,20.075,105.021,2.456,-13.951,18.131,0,-9.294
9.37,0.554,-20.828,0.344,29.55,155.627,2.482,17.378,65.136,1,-7.883
14.934,0.258,-96.261,0.133,86.771,240.184,2.548,74.803,2.623,0,13.274
62.075,0.121,66.031,0.065,60.784,342.937,3.589,57.962,73.838,1,-44.824
12.174,0.56,5.394,0.288,20.445,241.37,2.524,15.136,26.79,0,6.315
10.201,0.473,4.908,0.272,32.446,194.081,2.464,22.658,13.498,0,7.998
10.969,0.474,-19.22,0.254,29.884,88.01,2.532,13.954,13.653,1,-11.867
9.867,0.82,11.759,0.43,30.11,120.606,2.125,16.535,42.5,1,6.397
11.24,0.487,9.25,0.28,29.992,94.865,2.258,12.868,4.127,1,-7.226
7.223,0.76,3.997,0.386,20.088,179.562,2.216,-11.433,75.306,0,5.278
22.217,0.3,-18.174,0.153,30.371,160.596,3.018,-15.737,6.733,0,9.968
21.669,0.294,-0.918,0.151,144.279,294.125,2.865,-60.412,45.929,1,11.162
24.876,0.331,-98.642,0.182,158.416,203.328,2.677,-113.3,54.938,1,22.527
15.006,0.464,16.038,0.254,21.881,161.886,2.373,13.348,13.962,0,-11.347
23.613,0.292,23.549,0.151,29.763,232.126,2.961,26.422,6.853,0,-14.231
13.596,0.355,12.751,0.193,28.116,88.17,2.749,19.8,45.273,0,10.428
11.451,0.736,15.204,0.379,12.972,181.936,2.259,-6.125,24.160,0,-10.691
7.679,0.593,32.684,0.333,32.679,81.5,2.429,18.614,88.802,1,-3.746
43.262,0.152,-18.043,0.079,78.952,333.467,3.619,51.838,0.52,0,-12.173
14.098,0.506,-23.006,0.292,21.64,65.564,2.55,-14.161,10.388,0,-7.656
18.692,0.264,23.732,0.141,35.365,282.845,2.991,31.943,2.137,0,11.735
23.613,0.292,23.309,0.149,29.763,150.309,2.897,26.248,6.527,0,10.89
13.602,0.38,44.251,0.226,60.401,86.018,2.799,54.928,25.170,0,-8.515
9.768,0.145,-121.275,0.079,102.579,173.488,3.068,90.139,2.108,1,-7.145
14.154,0.306,28.612,0.159,47.741,295.743,2.798,32.183,62.363,1,-7.204
17.212,0.341,-34.024,0.216,48.652,270.951,2.802,-22.63,26.723,1,8.98
47.29,0.126,25.293,0.063,62.438,156.438,3.415,53.784,14.259,0,-30.189
15.47,0.243,-71.118,0.124,55.914,206.783,2.872,41.258,2.00,0,11.007
12.919,0.434,-0.678297,0.248,16.6007,135.676,2.469,7.922,53.736,0,-8.746
13.753,0.495,10.639,0.327,36.132,220.93,2.566,35.368,4.167,0,-8.578
11.019,0.394,26.872,0.234,34.943,217.411,2.733,31.122,26.472,1,7.301
