fWidth,fConc,fAsym,fConc1,fLength,fDist,fSize,fM3Long,fAlpha,class,fM3Trans
14.677,0.3,56.122,0.178,70.912,211.786,3.014,69.789,0.595,0,-5.147
21.796,0.356,12.25,0.212,36.841,209.926,2.631,-14.822,70.674,0,13.16
36.207,0.197,-64.532,0.102,49.4,297.626,3.085,-34.781,49.26,1,-31.949
22.586,0.228,68.498,0.205,109.863,187.743,2.78,120.793,62.484,1,-19.324
6.93,0.758,-22.931,0.458,21.51,199.885,2.231,-13.421,4.536,0,5.801
14.164,0.441,19.819,0.23,36.046,191.67,2.501,24.655,24.902,0,7.326
23.46,0.397,114.48,0.25,117.182,141.786,2.615,77.632,7.553,0,14.766
19.316,0.352,-26.271,0.179,24.864,130.003,2.642,-9.484,25.788,0,-16.053
22.368,0.208,42.477,0.121,76.271,230.045,3.412,72.731,7.539,0,6.976
32.157,0.204,-19.226,0.118,90.257,342.374,3.623,66.513,1.858,0,28.694
100.691,0.163,-190.105,0.072,190.546,326.437,3.931,-190.108,54.722,1,88.754
33.554,0.165,8.73,0.083,57.455,137.65,3.839,59.398,3.379,0,6.068
19.639,0.274,-1.841,0.141,34.784,111.393,2.73,-20.4,6.996,0,10.659
20.15,0.322,0.698,0.164,24.431,159.249,2.744,10.485,27.031,0,-7.856
12.566,0.444,56.256,0.233,87.910,94.796,2.749,74.433,11.655,0,4.004
20.604,0.243,-34.681,0.124,33.419,201.134,3.024,-20.941,6.986,0,12.684
19.559,0.24,0.262,0.132,63.35,281.477,3.037,53.463,50.283,1,18.712
27.958,0.096,-51.835,0.065,113.193,122.941,3.385,24.709,78.884,1,31.623
48.476,0.168,-153.113,0.119,129.632,378.52,3.668,-124.575,5.317,1,45.589
21.854,0.225,5.844,0.115,36.78,198.622,3.13,-23.665,7.243,0,-15.238
23.792,0.175,-57.691,0.094,64.219,122.949,3.035,-49.596,6.665,1,-8.308
11.213,0.452,-56.984,0.233,57.804,253.281,2.424,33.248,66.549,1,-12.087
23.398,0.418,77.636,0.247,72.929,57.929,2.795,26.905,15.573,1,-14.932
12.868,0.468,15.537,0.245,22.036,189.093,2.355,10.21,40.594,0,-7.785
19.275,0.322,-8.456,0.174,28.311,249.986,2.761,-25.165,4.714,0,-14.317
16.291,0.337,27.658,0.202,34.786,134.687,2.947,28.902,14.819,0,-7.698
9.77,0.418,20.426,0.212,20.94,106.438,2.328,14.265,56.547,0,6.152
10.46,0.429,-9.169,0.216,25.646,139.232,2.426,-14.094,85.799,1,5.004
67.949,0.113,-175.255,0.058,149.375,354.828,3.59,101.009,82.503,1,60.324
11.817,0.705,15.076,0.392,12.684,140.664,2.265,-9.32,60.96,0,-11.12
55.291,0.069,69.803,0.035,109.885,86.38,3.800,81.062,3.101,0,38.737
24.39,0.194,49.79,0.099,93.397,174,3.074,22.68,5.252,0,-11.002
10.509,0.599,-5.637,0.344,20.458,142.186,2.223,16.724,46.285,0,-8.521
19.088,0.381,-13.398,0.222,26.098,190.556,2.872,-22.078,9.518,0,8.457
25.064,0.302,-48.386,0.202,58.943,178.229,2.893,-54.903,4.507,1,13.7
24.763,0.206,-48.912,0.119,74.644,265.302,3.238,65.525,2.752,0,-13.753
21.729,0.209,54.61,0.119,59.262,226.92,3.472,43.597,1.58,0,-16.701
33.927,0.154,31.147,0.081,57.988,216.764,3.59,59.503,3.972,0,9.966
17.84,0.262,13.434,0.152,45.112,178.429,2.927,36.895,0.954,0,10.487
10.44,0.477,-20.524,0.283,28.56,190.024,2.509,16.654,7.338,0,10.917
18.077,0.394,-32.153,0.26,30.555,213.422,2.649,-27.183,8.413,1,-10.897
21.882,0.345,34.732,0.185,23.519,203.101,2.509,16.728,75.49,0,9.42
9.422,0.449,33.681,0.242,32.74,158.988,2.666,22.487,6.129,0,-6.306
22.362,0.216,25.727,0.112,57.332,218.269,3.283,59.079,3.439,0,17.182
12.902,0.574,11.28,0.322,22.534,236.619,2.534,15.123,30.63,1,8.08
28.352,0.191,-59.568,0.1,156.852,80.832,3.558,-175.252,46.754,1,-18.512
20.77,0.21,-11.5,0.107,41.237,187.289,3.278,23.793,4.992,0,9.254
23.89,0.29,7.392,0.156,36.268,1.897,2.917,4.538,81.049,1,14.643
23.236,0.222,61.805,0.115,66.628,134.938,3.236,65.281,4.536,0,14.683
20.83,0.26,-3.716,0.143,50.792,247.452,2.841,20.217,4.626,0,12.237
12.339,0.458,-31.526,0.247,29.407,192.273,2.288,-22.624,4.84,0,-9.411
17.634,0.362,19.708,0.206,37.64,112.781,2.449,28.575,4.874,0,-17.962
29.693,0.297,-30.694,0.153,58.788,257.408,2.87,28.379,57.454,1,26.249
18.03,0.337,12.635,0.194,28.823,140.793,2.898,19.678,22.053,0,10.024
12.989,0.515,-14.277,0.267,18.288,157.526,2.402,-7.229,48.039,0,-3.933
6.035,0.727,21.531,0.41,21.255,56.558,2.86,15.313,42.168,1,6.513
23.482,0.173,-21.74,0.09,76.244,286.676,3.223,54.995,4.536,0,-8.795
15.974,0.334,15.378,0.177,26.071,205.396,2.678,19.486,2.129,0,10.419
10.608,0.564,25.628,0.295,22.225,166.015,2.407,20.068,0.12,0,7.741
33.546,0.37,-22.549,0.204,64.343,302.841,2.691,-40.096,4.432,1,26.483
15.95,0.224,-40.294,0.117,54.034,151.375,2.962,26.232,24.474,0,-9.886
28.352,0.191,-59.568,0.1,156.852,80.832,3.558,-175.252,46.754,1,-18.512
20.76,0.21,-11.5,0.107,41.257,187.371,3.223,-24.392,7.317,0,-8.754
23.89,0.218,25.126,0.116,38.711,112.345,3.472,15.536,1.705,0,12.762
12.359,0.525,-3.614,0.252,19.673,191.835,2.378,11.343,21.64,0,10.192
12.222,0.416,33.816,0.211,36.388,20.282,2.508,22.728,15.032,0,-10.418
73.164,0.131,-106.542,0.068,201.2,307.831,3.653,-206.948,40.498,1,-47.902
16.529,0.577,2.474,0.311,19.507,209.84,2.394,18.468,85.032,0,11.068
19.526,0.258,70.665,0.131,61.908,249.495,2.79,54.978,1.746,0,-16.215
24.22,0.291,-24.57,0.162,29.584,224.796,2.76,-26.379,26.512,1,-14.591
40.482,0.209,-91.043,0.105,90.584,391.28,3.412,-46.4,4.512,0,25.897
