sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
5.6,2.8,5.1,1.3,2
5.1,3.6,1.5,0.2,0
4.6,3.3,1.4,0.2,0
6.1,3.1,4.6,1.5,1
6.4,3.1,5.0,2.7,2
5.6,2.0,4.8,1.2,1
5.4,2.0,4.5,1.5,1
6.0,2.9,4.6,2.3,2
6.3,3.8,4.9,2.3,2
6.0,3.0,5.2,2.0,2
6.1,2.5,4.0,1.5,1
6.7,3.0,4.8,1.8,2
5.0,3.0,1.3,0.4,0
6.5,3.4,5.0,1.8,1
6.8,3.8,4.6,1.3,1
6.7,3.1,4.7,1.2,1
4.6,3.0,1.5,0.2,0
5.8,3.4,1.4,0.2,0
6.4,2.8,5.4,1.3,1
6.4,2.9,5.4,2.8,2
5.0,3.0,4.5,1.0,1
6.3,2.8,4.5,1.2,1
4.8,3.9,1.8,0.2,0
5.6,3.0,1.4,0.2,0
6.5,2.6,4.1,1.2,1
6.5,3.4,4.7,1.5,1
6.3,2.3,5.5,1.3,2
6.4,2.1,5.8,1.0,1
6.4,3.0,3.6,0.3,0
5.1,3.0,1.4,0.2,0
