sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
5.1,3.0,1.3,0.2,0
5.7,3.1,4.8,0.2,0
6.3,3.4,1.9,0.2,0
6.5,3.0,4.3,1.5,1
4.5,3.2,1.5,0.2,0
6.6,3.0,6.3,2.0,2
6.7,3.5,5.6,2.1,2
5.0,3.0,1.6,0.3,0
6.4,3.5,5.1,2.3,2
6.8,3.0,5.3,2.1,2
6.5,3.0,1.4,0.2,0
4.4,3.0,1.4,0.2,0
6.6,3.1,4.3,1.8,1
5.6,3.2,5.0,2.0,2
4.7,3.2,1.5,0.2,0
4.6,3.0,1.4,0.2,0
5.8,3.4,1.4,0.2,0
5.3,3.0,1.5,0.2,0
6.4,2.8,4.7,1.2,1
6.7,3.4,1.5,0.2,0
5.7,3.0,1.9,0.2,0
6.9,3.5,4.8,1.3,1
6.4,2.6,5.1,1.1,1
5.4,3.0,1.4,0.2,0
5.6,3.0,1.6,0.2,0
5.8,3.4,1.4,0.2,0
6.5,3.0,3.1,0.3,0
6.5,3.4,5.0,2.3,2
6.7,2.9,4.8,1.5,1
6.6,3.4,4.5,1.8,1
