fork,freemem,lread,freeswap,swrite,runqsz,sread,lwrite,target,scall,wchar,exec,rchar
0.2,1723,0,1771888,62,1.2,81,0,91,765,36627,0.2,34390
2.2,7956,3,1837142,32,1.6,43,2,89,417,281963,2.2,167556
0.8,264,2,1744642,39,1.2,41,0,94,298,6774,3.2,11474
0.2,428,0,1730579,34,2,41,0,98,322,14495,0.2,4445
0.2,695,5,1042476,84,1.8,93,4,93,1495,55357,0.2,80862
0.6,528,4,1061819,47,1,70,2,94,1267,24264,0.8,8286
0.2,691,1,1722472,41,2,56,0,96,408,8395,0.2,64010
1.2,526,45,1543200,133,4.8,198,63,83,2575,68387,1,211009
2.4,2216,6,1704267,212,3.2,273,0,84,3233,37788,2.4,762669
0.2,289,0,1014405,51,2,58,0,95,1326,23891,0.2,4384
0.8,240,38,1009112,185,1.7,212,48,90,3470,31658,0.8,23631
0.2,695,0,1762821,68,1.2,63,0,94,1326,23346,0.2,4576
0.4,181,2,1379768,223,2.8,346,1,86,3879,213856,0.4,193933
0.2,460,1,1744659,76,1.8,77,0,88,2104,5287,0.2,7863
0.4,630,2,1069805,85,2,114,0,95,1774,26116,1.8,10084
0.2,180,0,1746000,59,2,130,0,93,1519,13567,0.2,61364
0.6,3125,1,1707618,62,2.2,90,1,96,963,14319,0.6,91754
0.2,979,0,1761416,44,2.2,43,0,92,393,36583,0.2,36366
0.2,5735,1,1832952,48,2.2,125,1,96,359,225790,0.2,257330
0.2,2594,18,1822248,31,2.2,35,28,96,206,17850,0.2,25668
2.8,1771,13,1552147,106,4.2,151,6,86,2811,97321,3.8,565622
0.2,83,7,16,180,131,407,5,0,2182,687925,0.2,686096
0.4,1863,9,1004496,81,1.5,144,1,93,1899,173340,0.4,194118
0.2,2046,22,1642926,59,2,60,29,97,1873,52693,0.2,4773
0.2,162,1,1015463,48,1.3,49,0,97,883,13534,0.2,3049
2.4,1181,7,1074147,143,1.5,167,0,90,1333,70608,3,68491
1.8,6019,4,1843578,53,1.2,45,1,92,706,272177,1.8,27578
0.2,589,11,1749958,43,1,37,15,96,738,49586,0.2,2336
2.8,1793,10,15383,76,3.6,113,1,87,2302,156106,4.4,165079
0.6,961,1,1717440,33,2.2,92,0,96,378,10697,0.8,296250
6.96,134,8,1100662,90,1,158,1,72,2327,32413,20.56,24712
0.2,6719,1,1858523,35,1.2,50,1,96,359,34065,0.2,280638
0.2,6234,0,1857173,34,1,31,0,97,226,19301,0.2,21032
2.4,725,16,1317494,123,3.8,157,3,80,2926,28189,7.6,212406
4.6,554,16,1040491,147,2.5,215,1,78,2142,58279,9.8,256517
1.6,607,3,1447291,448,2.6,575,2,80,4660,50704,2.4,149517
0.2,7199,1,1871012,44,1.4,74,1,97,863,15818,0.2,107635
1,215,3,1053565,196,2.2,203,0,91,2392,22944,0.8,7410
2,193,7,1053986,78,1,112,2,88,2020,25745,3.81,168094
0.2,7395,1,1865552,22,1.4,32,1,97,245,12114,0.2,20549
1.2,7426,1,1865390,43,1.2,57,0,93,1274,128106,1.8,166048
0.2,1285,5,1074205,99,1,131,4,93,1345,39258,0.2,7167
0.2,5274,1,1857780,24,1,23,1,98,242,796,0.2,5562
0.6,83,37,17,127,166,148,46,0,1834,30999,1,113768
0.2,619,0,1769304,74,1.8,74,0,88,2104,8864,0.2,4377
0.6,305,0,1101590,115,1.5,180,0,91,2632,26134,0.4,967273
0.2,4592,0,1731704,24,2,40,0,98,615,9089,0.2,17074
