fork,freemem,lread,freeswap,swrite,runqsz,sread,lwrite,target,scall,wchar,exec,rchar
0.4,155,1,1095359,112,2,218,1,88,1996,60009,0.4,195971
0.2,139,0,1751014,34,1.2,21,0,98,266,11163,0.2,471
0.8,1649,5,1752995,99,2.6,238,1,90,1863,50787,0.8,118417
0.8,369,2,1021509,155,1.8,307,0,84,4162,52088,1,161800
0.4,84,3,16,146,205,346,0,0,2995,71479,0.4,51741
2.8,179,33,1536427,73,2.8,118,23,89,1799,25567,3.6,102468
0.4,289,1,1015270,219,1,333,0,87,3846,117867,0.6,20051
0.4,411,1,1447018,203,2.6,278,0,91,5490,18264,2,24054
0.6,2041,28,1860174,132,2.7,139,38,93,2089,74809,0.6,39676
0.4,205,3,987967,226,2.8,331,3,80,6179,106528,0.4,239803
0.6,835,2,1753448,44,1.6,63,1,91,1321,12558,2,32206
1.2,606,3,1058821,131,1.8,154,2,89,1835,76336,1.6,100264
1.8,1112,4,1060131,128,2,159,1,89,1797,73810,2,108243
0.2,758,3,1048318,68,1.5,68,0,96,1080,19467,0.2,1149
0.8,521,1,1760613,17,2.4,31,0,97,295,13475,4.2,71244
1.6,239,6,1014667,130,1.5,168,4,90,2191,119378,3,61063
2.8,132,43,1059954,188,1,353,53,83,3577,69761,4.2,439127
0.8,124,42,1008237,159,2.2,192,54,88,2648,498551,0.8,90111
2.59,256,18,1095616,194,1.7,273,0,80,3989,151393,3.59,237632
0.2,2083,2,1770294,45,1,41,0,96,824,15945,0.2,18245
6.4,7846,7,1864923,54,2.4,104,1,82,1838,71619,9.8,315704
0.2,130,1,1117094,111,1.6,143,0,90,2414,60717,0.2,60767
1.6,849,2,1131040,473,1,500,0,89,2745,350382,2.61,475622
2.8,5247,11,1842926,53,1.8,44,7,88,683,144685,2.8,80340
6.6,276,12,1093726,101,2.3,170,3,74,2264,28450,17.2,232313
0.4,478,1,1752854,88,1.4,112,0,93,2233,50732,0.4,106451
0.2,698,26,1065485,125,1,144,33,94,1082,81436,0.2,51726
0.2,8337,0,1861726,13,1,13,0,98,156,20625,0.2,2069
0.4,407,1,1710872,48,3,82,0,95,373,34828,0.4,105152
3.2,1168,15,1537021,171,3.4,221,6,81,1173,47499,1.6,243611
2.2,1115,20,1018756,226,2.2,660,9,77,5998,88620,4.79,194430
0.2,559,0,1725256,62,2,62,0,96,1298,21244,0.2,1204
0.2,691,13,1062738,75,1,94,11,94,1238,51555,0.2,54259
0.2,886,1,1058070,71,1,76,0,96,2010,18200,0.2,3795
0.2,404,1,1065942,71,1,73,0,96,2813,23259,0.2,15244
0.6,95,16,5,49,177,75,15,0,1159,24975,0.6,125796
0.4,204,3,1026187,89,1,118,2,94,1214,26948,0.4,7776
0.2,2034,0,1068949,80,2,88,0,96,681,19817,0.2,88116
2.4,6152,3,1848914,27,1.4,105,1,87,751,62416,2,209142
0.2,132,2,1055606,157,1,164,2,86,1531,29858,0.2,237236
0.2,8459,1,1860872,30,1.6,57,1,95,1240,10222,0.2,102714
0.4,91,37,10,113,490,219,51,0,1045,28990,0.4,361521
3.4,689,4,1728967,170,2.4,174,1,87,1359,23364,1,9128
1.6,273,79,1044602,472,2.2,495,37,81,3831,189738,2.4,319539
3,734,8,972608,162,1.7,293,4,86,3285,19711,5,129420
0.4,1379,2,1746152,489,2.4,298,0,88,2340,80442,0.4,112326
0.6,3125,1,1707618,62,2.2,90,1,96,963,14319,0.6,91754
0.2,990,12,1761456,43,2,41,28,93,768,17933,0.2,2015
0.8,506,98,1130643,166,1.8,278,93,89,2887,74598,0.8,11427
1,220,7,1045789,198,2.6,293,4,88,2642,97062,1.2,153344
0.2,1722,0,1761456,44,2.2,71,0,96,254,20749,0.2,654
0.8,137,7,1021917,85,1.3,244,2,84,2401,62254,3.21,469088
0.8,145,2,1047342,196,2.2,404,1,85,3440,44953,2.2,99463
0.2,2090,9,1770872,64,2,71,9,96,374,29699,0.2,3389
0.2,1143,2,1744085,36,1.6,88,1,94,569,4202,0.2,286993
0.2,157,36,1096487,119,1,309,53,88,2180,35393,0.2,597126
0.6,6913,2,1835978,64,1.6,66,1,96,1278,12851,1.2,38612
0.6,151,4,1751110,47,1.8,75,0,91,976,7923,0.6,17727
0.8,210,2,1101079,179,2.2,36241,1,84,1949,98742,2.2,460537
8.2,714,17,1100977,167,1,241,3,68,2887,37030,21.6,152477
0.2,284,0,1751137,50,1.2,27,0,96,321,23147,0.2,12344
0.6,88,20,12,128,453,123,18,0,1398,27115,0.8,10733
2.8,741,5,1773115,124,1.6,167,0,87,1136,15359,1.6,189887
0.4,243,3,10125,93,3,156,1,92,309,45741,0.4,32602
0.2,149,0,1020133,41,1.7,130,0,96,876,23981,0.2,4237
0.2,463,1,1071651,208,2.3,208,0,92,2369,84724,0.2,110651
0.8,467,3,995230,209,1,212,1,90,3562,237030,0.6,41719
2,529,8,1066517,106,1.7,116,0,87,1958,37929,2.2,38836
0.4,180,6,1066536,177,1.3,177,0,91,2424,32365,0.6,17359
0.2,240,0,1751416,125,1.8,106,0,93,1983,122712,0.2,14850
0.2,374,170,1116261,99,2,80,188,93,1557,41252,0.2,24826
1.6,205,16,1113264,144,1.3,202,5,87,3028,63519,2.4,165137
0.2,6476,1,1853136,36,1,13,1,98,198,13558,0.2,7241
1,638,3,1651581,98,2.4,117,1,93,2488,26852,1.4,113748
0.2,7391,2,1861056,21,1.4,17,1,97,210,4819,0.2,7018
0.8,511,3,1629358,119,3.6,179,1,89,2118,69792,1.2,445123
0.2,7398,0,1869235,18,1.4,12,0,98,160,1792,0.2,444
0.2,125,1,1126099,71,1.5,56,1,92,1607,83697,0.2,91642
0.4,205,4,1018200,158,1,192,1,84,765,390795,0.4,402374
0.8,527,2,1014146,91,2,102,0,92,2326,72926,2.2,98056
1.4,150,12,1022439,120,1,323,6,78,1889,45317,2.2,210873
0.6,392,1,1016318,95,3.5,108,0,91,3765,84407,1,76969
1.8,4980,5,1671573,237,2.4,251,0,90,2155,192375,0.6,230371
0.2,269,0,1015510,68,1.3,76,0,95,1391,30929,0.2,3963
1.4,362,11,1332980,186,5.58,302,1,89,4728,133721,1.6,359530
0.2,1491,1,1075208,99,2,113,0,96,1460,30143,0.2,5192
1.8,348,47,1063905,128,1.5,146,56,85,2366,61985,2,37305
2.2,640,13,1645258,219,3.8,239,4,81,5068,102362,2.4,141231
2.4,858,30,1641466,134,3.4,168,14,83,3493,50438,4.8,104568
0.2,619,11,1016069,42,1,56,15,96,806,16446,0.2,1698
0.6,3125,1,1707618,62,2.2,90,1,96,963,14319,0.6,91754
0.2,547,1,1015219,42,1.4,74,0,96,806,17879,0.2,180036
0.2,535,1,978120,85,1,89,1,96,818,24465,0.2,2214
2.6,309,11,1131239,181,2.5,444,7,83,3642,65100,2.6,158458
3.01,87,23,13,95,557,117,9,0,2034,21922,4.57,35127
0.2,979,0,1761416,34,1.6,51,0,92,322,20704,0.2,36962
1.2,722,5,1126066,179,1,268,2,85,3488,44769,3.4,147310
0.2,583,0,1750781,21,1,23,0,98,186,12186,0.2,2535
0.6,149,4,983853,216,1,326,2,84,3931,20818,2,122746
0.4,7283,1,1874112,22,1,16,1,98,195,14018,0.4,1198
