fork,freemem,lread,freeswap,swrite,runqsz,sread,lwrite,target,scall,wchar,exec,rchar
0.2,172,0,1760056,31,2,30,0,96,1092,11363,0.2,15426
0.2,134,19,1752813,45,2,62,28,95,1375,13501,0.2,13560
0.2,462,1,1055304,86,1.5,72,0,96,761,31854,0.2,22867
5.99,253,6,1746325,88,2.4,195,0,80,1426,21145,3.19,389517
6.99,861,7,1752133,319,3.2,375,0,71,3456,24675,2.99,487037
0.2,73,55,27,229,390,332,72,0,1648,609464,0.2,609442
0.2,94,34,7,19,550,52,45,0,1883,4134,0.2,3112
0.2,6455,1,1871531,25,1.4,11,1,97,221,7257,0.2,1108
0.2,361,1,1745200,59,2,51,0,94,306,12360,0.2,10830
0.2,722,0,1720187,41,3,58,0,97,385,6858,0.2,19380
0.6,958,3,1058602,157,2,130,0,88,1764,70858,0.6,133229
6.21,1328,17,1709754,346,3.6,377,0,83,2753,12968,2,225574
1.4,129,1,1105200,126,1.5,164,1,89,3119,55913,2.8,97438
0.2,1157,0,1762008,30,1.8,39,0,90,220,20095,0.2,15621
2.2,180,41,1587542,807,4.4,772,59,72,5365,613039,2.99,163536
0.2,1135,0,1404723,99,2.4,138,0,92,3465,18223,0.2,93805
0.8,2879,3,1532101,110,3.6,162,1,91,2183,84219,1,76676
2.6,155,4,1105867,151,2.2,222,0,88,1714,58782,3.4,160540
0.4,1028,0,1376936,154,2.2,169,0,90,2813,24128,0.6,5098
9.4,864,25,1541552,350,6.8,507,8,63,5096,41941,8.8,379582
0.2,7955,2,1864334,11,1,13,1,98,218,3830,0.2,6997
0.2,5996,1,1721729,58,2,136,0,95,1360,13679,0.2,16966
0.2,550,2,1042942,127,3.4,132,2,94,1490,46083,0.2,42945
0.6,552,42,1042754,151,2.5,288,59,88,2400,59759,1.8,162860
2.2,268,14,1066098,196,2.8,253,0,80,7368,50896,2,175340
0.2,323,0,1711816,34,3,41,0,97,368,13058,0.2,1460
0.2,459,2,1062829,130,2.8,86,0,95,1168,100863,0.2,79111
0.2,527,1,1724000,71,1.6,88,0,93,1441,10755,0.2,2418
7.19,3646,8,1816136,294,3.2,332,1,80,2204,129270,3.79,186334
0.4,426,2,1759584,58,1.6,84,0,79,1383,13539,0.4,230131
7,7,34,1710814,87,2.6,104,11,82,2527,14305,3.8,160350
3.2,304,6,1037930,304,2.7,312,0,86,2041,61148,1,14978
0.2,130,6,1054803,134,1,103,2,87,2003,16856,0.2,53400
0.8,127,12,1075939,131,1,266,2,82,4312,37658,0.8,367000
0.2,381,2,1036560,33,1,47,1,97,681,26377,0.2,289766
0.2,134,1,1034976,90,2,119,0,92,1317,44748,0.2,159050
0.2,6230,18,1856600,20,1.2,29,26,98,186,42674,0.2,188156
0.2,7250,2,1877888,20,1.6,16,1,98,219,10692,0.2,170907
0.2,385,1,1008237,217,2,547,0,87,3846,156895,0.2,398966
2.2,306,18,1064595,136,1.5,216,7,88,2795,54503,3.99,138269
0.2,1712,1,1763360,248,2,296,0,93,1138,207539,0.2,239090
2.6,1307,4,1791512,59,2.8,89,0,82,678,37557,2.6,28568
9.2,165,26,1090642,127,2.6,279,0,60,4034,37938,28.8,224529
0.2,827,1,1702493,69,3,69,1,95,362,53801,0.2,48386
0.2,1107,2,1743725,45,1.2,62,1,96,1473,10277,0.2,7412
0.2,317,1,1015479,49,1.3,70,1,97,642,18879,0.2,10556
1.6,176,29,1109021,212,2.6,226,19,78,4862,76539,2.4,313298
0.8,1080,53,1508127,103,2.2,115,65,89,2157,42268,1.2,31393
