fork,freemem,lread,freeswap,swrite,runqsz,sread,lwrite,target,scall,wchar,exec,rchar
0.2,446,3,1060850,129,1.6,118,2,93,1452,25934,0.2,54165
0.2,2094,1,1642685,62,2,62,0,98,1965,52915,0.2,7315
0.2,237,13,1016176,40,1,61,18,96,717,13883,0.2,5186
0.8,6359,16,1702592,67,2.4,131,22,91,403,138286,0.8,183916
0.8,227,3,1032638,189,2.8,358,2,81,4038,257547,1,270429
8.78,1069,7,1757706,417,4.8,507,0,73,2961,21569,2.4,249732
0.2,284,0,1751504,52,1.4,42,0,97,371,23977,0.2,5205
0.6,126,1,1014133,178,3.6,254,0,86,6307,31629,0.6,22754
0.2,172,0,1760056,31,2,30,0,96,1092,11363,0.2,15426
0.2,134,19,1752813,45,2,62,28,95,1375,14436,0.2,10060
0.8,206,1,1013374,120,2,192,0,87,3214,21592,1,19679
0.2,2831,0,1413309,155,2.8,142,0,92,2823,42353,0.2,71736
0.2,4755,0,1730946,975,2.2,1106,0,88,9055,97338,0.2,4058
0.6,131,1,1015099,117,1.3,162,1,89,2794,28982,1.8,310797
2.2,119,7,1133346,169,2,251,4,77,4741,28718,8,35951
0.6,131,11,27941,74,2.8,155,10,88,2510,40695,0.8,376337
1.4,644,4,1006441,196,1.3,278,2,76,3720,263781,1.6,279725
0.2,588,2,1065888,40,1,62,2,96,1148,39776,0.2,3507
0.8,190,3,993039,59,2.6,120,2,89,1040,24953,3.19,154551
0.4,269,3,1046590,422,2.7,439,2,89,3064,394629,1.8,394455
0.2,7218,0,1847208,13,1,10,0,98,174,15550,0.2,1335
0.2,2593,1,1575800,68,4.,168,0,97,1386,121687,0.2,138853
0.4,7904,0,1865933,33,1.2,22,0,97,302,14241,0.4,6004
0.4,137,3,1011647,116,2.2,108,0,94,1257,32313,0.4,25714
0.2,1044,1,1015238,102,2.5,171,0,89,4093,37170,0.2,156218
0.8,709,1,1120963,135,1.8,204,0,91,2263,33393,0.8,131609
0.2,629,0,1720187,62,2,60,0,95,297,20054,0.2,13316
0.2,572,18,978803,67,2.4,95,16,94,1148,23574,0.2,84456
0.6,234,1,1068285,169,2.2,200,0,91,3443,145420,0.6,107724
0.2,6460,0,1871616,20,1.2,10,0,98,139,2724,0.2,3693
0.2,963,17,1716637,34,3,38,23,95,305,4040,0.2,1002
0.2,532,11,1760776,45,1.6,62,12,93,681,16659,0.2,19061
0.6,212,3,1026159,86,3.6,112,0,92,1891,31827,1.8,269626
0.6,1314,2,1745822,32,1.2,48,1,96,328,1408,0.6,30264
0.6,131,1,1117597,110,1.6,177,0,8,1792,31860,1.8,110993
0.8,2273,5,1093725,113,1,166,3,86,2392,76625,0.8,84103
1.2,753,14,1513749,89,2.6,91,6,92,1158,111655,1.40,130443
0.2,1302,9,1760490,81,1.2,129,8,96,470,51259,0.2,291365
0.4,163,72,1000467,130,3.6,203,90,89,3643,93652,1.8,75650
0.4,420,2,1016550,79,1.2,86,1,95,1130,67964,0.4,32664
0.6,133,0,1008526,95,1.2,104,0,94,1309,19760,0.6,5304
2.4,286,36,1526813,134,4.8,224,20,85,2879,195088,3.2,241329
0.6,286,2,1025799,80,1.2,122,0,94,1731,27769,2.4,154821
2.4,597,11,1537189,79,3.8,112,5,94,1061,87042,3.2,405616
0.4,7036,22,1830402,26,1.2,44,29,96,480,65314,0.4,171095
0.4,155,1,1095359,112,2,218,1,88,1996,60009,0.4,195971
0.2,988,1,1761756,42,2,41,0,88,298,11856,0.2,18984
2.6,7373,3,1832643,154,2.4,213,1,90,1262,79992,0.8,208140
0.4,327,4,1063538,127,1,167,3,91,1408,88117,0.6,131530
0.2,420,0,1783970,20,1.2,29,0,98,484,7078,0.2,3596
1.2,1297,5,1541408,124,2.6,191,0,90,2542,127506,1.2,126239
0.4,818,1,1008258,70,2.5,65,0,96,1330,24173,0.4,3379
0.6,1563,1,1023474,56,2,105,0,94,1671,19034,1.2,175364
0.8,6412,12,1846159,23,1,27,3,96,563,13118,0.8,20028
0.2,197,0,1016394,102,1.5,143,0,93,1892,61995,0.2,268383
0.2,1088,14,1080695,97,1,168,13,95,1510,26958,0.2,25438
0.2,203,1,1015787,109,1.6,137,1,92,2898,35134,0.2,110126
0.8,137,1,1014141,88,1.2,127,0,95,1076,23706,1.2,19706
1.6,6019,2,1836762,24,2.2,78,0,93,586,12731,1.8,129312
2.6,249,9,1313901,199,5.2,161,5,74,4853,55533,8,103523
2.4,768,18,1016776,119,1.8,228,15,82,2071,37961,2.99,639252
2.8,1407,2,1802781,37,2.4,85,0,78,667,58226,4.4,323466
2.59,6621,6,1848714,83,1.4,84,2,83,772,221075,2.99,287951
0.6,238,37,1064165,126,2,126,7,88,1889,96695,0.6,27811
0.2,7278,0,1869002,21,1,18,0,97,170,8385,0.2,448
0.4,252,4,1750914,198,1.4,352,1,93,2123,32892,0.6,22142
7.2,231,51,960576,262,1.5,338,43,77,2855,133492,5.2,224173
0.4,155,3,1102946,111,1,140,0,90,1828,95873,0.6,14806
0.2,9125,12,1373510,139,3.2,246,10,87,2545,34393,0.2,102216
0.2,1418,0,1748232,47,1.6,129,0,94,1269,63232,0.2,153161
0.8,981,34,1087853,110,2,156,48,90,2055,50618,1.2,21381
2.2,1295,12,971048,556,1.2,597,0,81,4001,31791,1.8,201635
0.6,3054,5,1657285,85,3.2,125,1,93,2843,69143,0.6,226865
0.6,3083,0,1731709,61,2,114,0,86,2233,2969,1,249676
7.1,119,41,1043266,436,1.8,465,17,69,5083,190570,2.6,276596
0.2,997,1,1137725,90,1.3,104,0,93,1136,17459,0.2,4487
0.2,2619,1,1652589,37,2,41,0,97,130,25058,0.2,22874
0.2,179,1,1063581,161,2,223,0,92,2168,64013,0.2,14244
2.4,326,3,1090394,293,1.8,435,0,76,3483,35469,3,824870
0.2,7378,0,1879430,22,1,14,0,98,166,12079,0.2,0
0.8,190,4,1006830,209,2.5,262,2,76,3491,301396,2.2,364934
0.6,162,5,1021126,81,1,92,3,90,1884,44080,0.6,108529
0.2,7233,1,1847728,14,1.2,13,1,98,160,4048,0.2,8578
2.2,341,16,1094532,263,1.8,306,3,82,3798,39574,2.61,141345
0.4,371,1,1069946,133,1,104,0,93,1564,44752,0.6,21270
0.8,5813,3,1842368,45,2,72,2,95,1274,17091,0.8,17401
0.2,439,1,1744379,90,3,122,0,83,1866,55008,0.2,927224
5.8,243,24,1098606,194,1.8,283,13,74,3797,51740,16.6,37689
0.2,471,1,1753584,50,1.6,62,0,92,966,23626,0.2,1782
0.2,383,1,1053536,138,2,163,0,87,2473,92309,0.2,18499
0.2,1336,4,1396776,99,2.4,105,2,95,2229,66791,0.2,115209
0.2,1063,0,1763992,30,1.8,15,0,91,209,3875,0.2,1313
2.2,11599,30,1881075,24,1.2,43,38,87,434,45439,2.2,138914
0.2,410,1,1102626,135,1.7,176,0,91,2667,22255,0.2,22231
0.2,172,0,1760056,31,2,30,0,96,1092,11363,0.2,15426
1.2,402,2,1005952,74,2.6,144,0,88,2422,16746,1.8,66781
0.2,155,0,1370882,162,3.2,182,0,92,3752,45331,0.2,50520
2.6,2281,10,1734002,78,2.8,114,2,92,2078,13379,2.6,70140
2.8,166,8,1026409,59,1,83,0,81,1862,31691,5.4,210316
6,400,19,1111096,297,1.5,447,13,72,3874,163757,12.6,362197
