input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
0,0,0,50,0,56,38,100,34,1,14,69,2,100,78,8,34
13,100,0,46,91,83,51,0,53,7,46,85,3,100,75,45,69
0,36,4,49,0,67,47,100,58,7,51,81,1,100,83,15,81
14,39,0,35,0,100,60,100,78,1,12,87,2,100,88,37,54
64,100,32,80,94,0,34,75,39,0,21,100,4,77,47,35,19
0,0,17,74,35,27,44,63,7,34,100,100,6,90,69,18,58
13,82,0,48,93,100,60,0,69,2,27,87,3,100,84,40,66
0,62,34,52,54,89,54,100,73,38,0,91,7,100,94,12,45
0,40,2,49,0,60,49,100,53,5,24,66,1,100,89,9,54
24,100,0,51,91,31,68,0,69,9,83,71,9,100,84,66,73
0,59,26,0,43,100,38,76,73,31,3,93,7,100,70,4,79
19,79,0,54,100,72,56,0,32,6,6,82,3,100,81,49,46
50,83,25,54,67,83,100,52,100,0,0,60,1,76,97,75,35
25,63,8,53,100,70,55,0,39,0,7,90,3,100,78,42,50
4,40,1,47,0,94,50,100,75,0,31,89,2,100,77,25,67
0,0,27,100,50,49,40,49,18,29,25,75,6,100,72,7,85
9,0,4,63,27,53,39,100,30,0,15,80,2,100,71,14,44
0,0,2,54,9,62,35,100,34,7,25,88,2,100,65,8,61
31,34,65,62,0,22,31,100,72,88,86,89,8,100,65,0,17
0,0,18,97,50,42,43,30,13,29,100,100,6,92,69,13,76
32,42,2,60,94,100,83,0,37,0,30,93,5,100,98,43,91
0,0,24,60,36,27,45,30,3,47,100,100,6,97,73,12,60
0,0,15,80,33,46,40,18,17,10,100,100,6,80,60,17,92
68,100,34,70,85,49,87,68,76,0,0,27,1,45,65,100,23
53,100,27,57,75,37,100,44,91,0,10,62,7,74,90,79,0
16,48,40,68,100,7,18,12,0,47,60,100,6,77,49,0,34
0,0,5,51,2,60,37,100,37,6,23,65,2,100,77,5,38
0,0,25,57,38,26,46,11,2,35,100,100,6,97,73,15,62
0,0,27,57,36,39,39,17,11,32,100,100,6,97,69,5,72
0,28,28,91,97,15,34,31,0,25,100,94,6,100,70,1,59
0,0,1,66,34,26,27,100,22,4,0,61,2,100,66,1,16
51,75,26,48,57,65,100,62,100,0,0,37,1,59,80,76,30
23,47,0,39,67,28,55,0,12,3,100,98,5,100,89,52,66
32,42,42,47,15,71,39,100,53,48,0,89,7,100,78,0,42
5,100,0,41,84,83,57,0,70,11,39,84,3,100,78,34,64
0,0,2,54,9,52,33,100,32,8,16,67,2,100,70,3,36
53,97,26,76,86,66,100,69,100,0,0,45,1,66,84,79,29
8,41,30,77,100,0,20,27,0,25,55,100,6,75,48,0,19
14,67,0,39,77,45,47,0,28,5,100,97,5,100,79,44,75
25,42,0,50,76,22,51,0,12,1,100,97,5,100,85,45,56
13,100,0,48,97,99,54,0,69,10,52,79,3,100,79,42,78
14,100,0,46,90,93,54,0,65,6,39,83,3,100,79,43,69
0,14,8,53,7,56,47,100,44,3,0,63,2,100,88,13,20
54,100,27,53,86,0,100,8,48,0,90,76,9,68,84,84,39
50,91,25,81,83,65,100,81,100,0,0,40,1,60,80,75,29
16,51,2,35,0,95,55,100,83,0,12,91,2,100,82,33,62
0,0,27,54,43,29,39,12,4,32,100,100,6,94,70,4,63
24,0,14,53,6,58,44,100,36,0,1,78,2,100,74,18,33
0,0,2,53,7,56,35,100,30,3,25,100,2,100,65,7,58
0,0,20,70,44,22,40,24,0,22,100,100,6,90,66,11,53
25,0,0,59,8,69,43,100,43,17,8,68,2,100,79,13,39
0,24,8,78,0,100,100,24,66,40,50,85,8,57,87,58,41
17,58,0,58,100,79,51,8,45,9,0,80,3,100,79,38,39
10,28,23,52,75,44,31,0,29,15,100,100,6,90,61,0,69
8,100,0,41,82,69,55,0,72,1,15,89,3,100,79,33,51
15,100,0,49,92,81,56,0,57,9,46,85,3,100,74,45,76
0,0,2,63,26,53,35,100,29,3,8,77,2,100,70,6,39
0,0,24,48,31,27,44,19,3,29,100,100,6,94,70,15,56
0,0,1,66,33,25,27,100,16,3,4,61,2,100,66,1,14
9,28,46,100,77,6,35,93,0,85,75,69,0,100,75,0,52
10,100,0,41,83,76,60,0,67,7,32,78,3,100,84,38,60
0,37,7,50,0,94,46,100,72,5,54,75,2,100,80,19,69
18,93,0,54,100,91,57,0,54,1,34,94,3,100,78,45,85
5,22,5,50,0,68,43,100,56,0,20,78,2,100,77,15,44
100,100,97,25,75,35,12,0,82,56,20,80,0,34,0,57,5
50,95,25,91,91,87,100,89,100,0,0,56,1,73,95,75,55
0,0,1,64,27,45,39,100,28,3,19,88,2,100,67,16,47
49,86,23,47,66,68,100,29,100,0,0,57,1,69,85,74,32
0,0,20,70,44,26,39,24,2,22,100,100,6,90,66,9,60
12,100,0,43,87,76,56,0,65,8,35,85,3,100,80,38,64
15,91,0,54,100,82,60,0,50,0,32,82,3,100,79,41,60
32,100,0,65,99,0,65,3,62,1,75,90,9,100,67,70,29
0,0,21,70,31,44,73,77,7,61,100,47,0,86,100,28,85
0,33,7,49,0,92,47,100,68,2,19,75,2,100,85,16,53
32,100,1,56,92,17,78,0,75,0,99,89,9,100,78,71,52
0,39,25,0,5,100,41,89,72,27,5,100,7,97,74,10,86
2,9,0,50,0,52,40,100,40,1,13,61,1,100,88,0,50
0,0,25,57,43,37,39,7,11,19,100,100,6,95,69,7,70
0,0,18,70,61,26,35,19,0,21,100,100,6,83,60,9,57
0,0,21,60,31,37,53,24,11,42,100,88,6,100,79,22,72
23,90,0,53,100,96,57,0,51,14,17,78,3,100,83,57,43
19,43,0,26,54,81,81,0,50,9,66,91,5,100,96,50,100
0,0,2,54,9,51,35,100,32,8,5,67,2,100,78,1,25
13,100,0,49,95,83,53,0,56,7,41,80,3,100,79,42,63
0,0,1,66,34,24,27,100,16,4,4,61,2,100,67,1,13
17,60,0,54,100,83,60,0,50,1,10,81,3,100,87,37,42
17,48,43,69,97,23,19,11,0,30,100,100,6,81,52,0,59
0,44,4,45,0,63,59,100,56,5,23,66,1,100,99,19,50
12,100,0,43,86,89,57,0,70,5,33,87,3,100,81,38,72
46,0,84,100,51,46,0,35,61,100,88,94,8,90,46,6,25
11,100,0,46,90,94,54,0,68,4,38,87,3,100,78,37,79
15,64,0,45,86,100,59,0,69,12,37,81,3,100,87,44,69
17,100,0,48,91,77,54,0,51,7,52,82,3,100,73,48,80
0,14,30,53,63,15,35,1,0,26,100,100,6,91,66,3,49
23,55,0,51,86,100,71,0,71,9,32,74,3,100,99,50,50
8,36,28,77,100,0,23,27,0,10,55,100,6,76,49,0,19
0,41,6,42,0,100,47,90,78,4,51,75,2,100,83,18,71
23,71,0,46,87,100,71,0,88,9,27,73,3,100,99,49,41
5,100,0,42,83,71,48,0,71,4,41,85,3,100,73,30,69
46,93,22,86,88,85,94,85,100,0,0,65,1,79,100,70,46
0,0,25,50,31,43,47,8,15,27,100,100,6,97,73,15,76
0,0,25,93,76,50,40,24,9,25,100,99,6,100,71,5,92
0,0,21,54,30,42,45,11,17,29,100,100,6,97,73,15,70
0,45,3,42,0,42,58,100,44,8,12,63,1,91,100,16,29
31,100,0,65,99,0,66,3,68,2,75,90,9,100,70,70,26
0,0,25,60,36,49,48,25,17,27,100,98,6,100,76,17,87
19,100,0,44,87,69,86,0,96,8,77,96,9,90,100,54,39
23,63,0,45,81,100,71,0,76,9,44,75,3,100,99,50,50
2,0,0,62,24,50,39,100,31,16,38,79,2,100,67,17,47
0,0,14,74,35,27,43,64,7,34,100,100,6,87,67,17,58
14,100,0,42,86,83,60,0,70,4,47,87,3,100,73,39,79
0,0,26,60,37,49,48,19,17,26,100,98,6,100,76,17,87
0,24,18,81,7,100,55,0,48,27,8,97,8,100,82,28,35
11,11,45,85,87,100,36,0,57,69,19,69,8,100,73,0,78
11,100,0,38,82,85,60,0,67,7,46,98,3,100,76,38,82
100,100,78,76,82,0,9,38,52,25,73,85,0,65,0,57,31
0,32,4,49,0,37,57,100,32,5,3,66,1,100,99,16,26
0,38,2,50,0,67,49,100,57,6,45,70,1,100,88,13,71
50,87,25,65,75,82,100,65,100,0,0,57,1,76,98,75,42
0,0,23,74,38,49,74,96,11,57,100,47,0,86,100,28,95
0,43,2,50,0,43,55,100,43,7,26,64,1,100,92,19,39
0,48,1,46,0,58,58,100,58,1,23,64,1,98,100,17,54
0,0,2,54,9,64,35,100,34,1,54,100,2,94,64,11,79
21,100,0,49,92,71,66,0,53,14,53,89,9,100,79,63,92
0,0,27,60,44,43,40,15,14,23,100,100,6,94,69,6,77
64,100,32,83,96,0,35,71,47,0,52,100,4,80,50,40,28
0,36,6,50,0,91,47,100,69,12,38,75,2,100,80,19,64
18,100,0,43,86,71,62,0,56,7,14,82,3,100,84,49,43
19,59,0,56,100,90,64,0,62,1,10,86,3,100,89,38,43
8,0,6,63,27,53,43,100,30,0,8,83,2,100,72,20,42
0,40,3,50,0,33,62,100,33,7,4,63,1,100,100,23,32
15,76,0,54,100,90,67,0,60,1,24,72,3,100,95,41,46
100,100,88,20,67,45,20,0,87,45,26,91,0,39,0,66,20
51,73,26,26,50,77,100,16,100,0,0,36,1,58,79,76,39
31,100,0,65,99,0,63,3,62,2,63,89,9,100,70,70,25
0,0,24,60,38,34,40,25,9,47,100,100,6,91,68,7,67
0,0,25,60,39,49,48,25,17,25,100,99,6,100,76,15,87
0,0,1,64,27,49,33,100,28,0,21,82,2,100,65,11,46
