input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
0,0,23,57,34,33,36,18,11,22,100,100,6,83,60,9,62
9,100,0,43,93,85,45,0,59,15,33,88,3,100,71,39,77
16,45,43,67,100,14,22,18,0,38,98,100,6,85,55,0,50
0,0,20,70,44,26,40,24,2,22,100,100,6,88,66,10,60
24,66,1,55,89,100,66,0,67,0,26,87,3,100,91,50,71
5,21,23,81,90,13,25,21,0,16,100,100,6,80,54,0,46
0,58,30,0,23,100,52,74,88,38,0,94,7,100,79,26,64
24,100,0,51,96,51,100,0,99,0,99,96,9,97,72,66,37
0,0,25,100,76,37,37,7,2,25,85,100,6,95,67,5,80
20,70,0,49,90,100,52,0,69,7,26,84,3,100,79,45,68
49,100,24,100,100,63,100,99,99,0,0,43,1,59,80,74,29
16,100,0,49,92,77,54,0,53,7,24,81,3,100,78,48,63
0,0,27,57,36,39,36,20,13,30,100,100,6,88,64,4,69
0,0,20,44,22,33,40,5,11,18,100,100,6,80,60,18,63
31,46,48,35,9,67,32,100,57,49,0,95,7,100,67,0,56
0,0,20,70,44,26,37,24,2,22,100,100,6,85,62,8,57
0,44,3,42,0,43,58,100,43,8,12,64,1,100,97,19,39
5,28,0,48,0,74,66,100,57,2,0,74,2,100,98,36,26
14,0,0,65,31,52,26,100,30,0,28,80,2,100,63,1,54
0,34,5,49,0,91,46,100,70,8,35,76,2,100,80,19,59
0,0,15,74,28,36,38,12,12,8,100,100,6,80,60,15,64
5,25,0,47,0,74,62,100,54,2,0,82,2,100,92,34,32
0,0,3,63,27,49,38,100,26,6,16,88,2,100,67,12,47
0,36,1,54,0,66,50,100,56,0,23,65,1,100,97,6,54
0,0,24,70,38,49,44,29,17,25,100,100,6,97,73,12,81
22,61,36,49,100,0,12,5,10,15,63,100,6,78,46,0,21
0,0,18,70,39,22,44,30,1,29,100,100,6,94,71,13,58
4,100,0,36,76,83,55,0,81,10,47,91,3,100,76,28,77
53,100,27,38,73,0,38,16,45,0,56,100,4,79,53,53,10
0,0,25,70,38,49,62,29,14,47,100,65,0,100,96,27,95
0,43,4,45,0,62,59,100,56,5,23,66,1,100,99,19,56
29,81,4,57,100,90,85,0,44,0,42,77,9,67,100,59,70
0,0,2,63,26,30,36,100,22,7,1,67,2,100,76,2,8
0,0,3,53,4,56,35,100,33,2,4,77,2,100,71,5,38
0,0,2,54,8,53,39,100,30,1,1,89,2,100,71,11,38
0,0,22,79,20,100,89,24,49,47,23,100,8,57,79,48,46
51,80,26,41,59,69,100,27,100,0,0,48,1,63,80,76,31
11,100,0,43,89,82,51,0,57,8,33,85,3,100,75,43,67
20,73,0,60,100,90,64,5,73,4,0,83,3,100,92,46,39
0,0,27,60,37,49,48,30,17,29,100,84,6,100,78,14,87
0,42,3,50,0,45,54,100,42,8,26,64,1,100,90,17,39
51,82,25,41,61,69,100,24,100,0,0,44,1,62,82,76,32
0,0,19,70,39,22,44,29,1,31,100,100,6,94,70,15,53
0,0,24,66,34,49,48,29,17,27,100,88,6,100,76,16,87
15,70,0,54,100,69,64,0,34,1,38,92,5,100,91,40,91
0,0,2,54,7,58,35,100,32,1,10,90,2,100,69,5,52
32,51,0,57,97,53,73,0,15,5,31,94,5,100,95,58,100
7,42,32,67,100,2,21,8,0,26,67,100,6,79,51,0,23
0,40,25,0,0,100,43,79,75,26,34,77,7,100,74,15,70
0,0,22,74,38,49,69,88,11,57,100,47,0,86,100,26,95
17,100,0,42,87,73,59,0,57,13,13,82,3,100,84,49,43
31,33,65,55,5,0,32,100,55,94,77,88,8,100,66,0,14
8,0,0,68,33,52,37,100,30,16,31,81,2,100,68,16,52
0,0,21,70,31,46,74,77,11,61,100,47,0,86,100,28,92
15,31,0,35,0,100,58,100,70,1,39,81,2,100,83,38,74
0,0,2,66,31,49,36,100,26,19,21,79,2,100,66,12,46
0,37,2,50,0,47,45,100,43,5,23,70,1,100,82,12,45
0,0,5,51,2,56,37,100,34,7,5,69,2,100,77,5,28
5,35,0,47,0,94,57,100,69,0,35,72,2,100,89,32,58
20,58,0,56,100,92,53,0,49,3,17,84,3,100,78,42,62
46,100,21,72,92,0,41,62,44,0,34,100,4,80,56,52,12
0,0,20,66,34,34,44,27,9,29,100,100,6,90,67,16,64
0,0,10,44,16,34,51,8,13,6,100,100,6,94,75,22,62
0,0,1,60,21,53,39,100,30,0,13,88,2,100,69,14,49
25,63,8,53,100,81,58,0,43,0,7,89,3,100,79,43,53
11,100,0,41,84,76,64,0,67,5,31,98,3,100,72,41,75
0,14,17,100,73,13,31,42,0,21,77,100,6,82,58,6,41
50,100,25,83,94,68,100,78,100,0,0,37,1,55,78,76,36
23,71,0,43,78,100,75,0,73,2,47,74,1,95,100,49,88
0,0,25,97,57,44,44,50,11,42,100,97,6,100,74,9,92
11,100,0,41,83,92,56,0,67,5,38,87,3,100,77,38,76
15,76,0,54,100,88,64,0,51,1,25,81,3,100,89,41,45
68,100,34,84,97,0,34,84,39,0,42,100,4,81,47,35,28
5,30,23,94,100,7,23,33,0,13,48,100,6,78,51,0,28
15,100,0,43,86,96,62,0,72,10,26,85,3,100,90,43,58
0,0,20,50,30,33,38,5,11,16,100,100,6,80,60,14,63
31,100,0,61,100,44,97,0,98,16,96,98,9,100,67,67,26
2,0,0,58,11,65,51,100,34,13,15,88,2,100,78,26,49
0,0,5,51,2,46,32,100,33,6,13,65,1,100,78,2,39
29,0,15,0,0,0,60,100,0,0,0,100,1,90,76,45,100
12,100,0,42,86,83,60,0,65,4,26,96,3,100,77,39,70
0,0,2,66,31,49,36,100,28,6,0,83,2,100,70,5,31
0,0,27,70,44,49,64,64,11,62,100,56,0,96,100,15,95
4,0,0,66,33,36,41,100,16,3,3,85,2,100,72,16,27
0,42,2,50,0,42,47,100,41,5,26,64,1,100,86,8,42
9,100,0,38,86,85,54,0,66,12,47,91,3,100,74,35,80
18,100,0,48,92,78,60,0,53,9,37,80,3,100,79,49,61
0,0,3,52,4,56,37,100,33,7,1,77,2,100,75,4,34
18,91,0,54,100,93,54,0,53,5,34,84,3,100,78,49,73
0,0,1,59,18,59,34,100,31,2,21,69,2,100,70,4,45
0,0,2,54,7,52,35,100,30,3,13,85,2,100,66,5,49
0,32,33,7,19,100,58,68,60,36,0,100,7,93,85,22,61
32,100,0,61,99,15,60,0,60,4,88,77,9,100,71,75,64
0,8,25,97,76,24,33,43,0,36,100,100,6,92,65,2,58
0,0,20,78,46,42,38,20,11,22,100,100,6,83,60,11,77
0,25,25,100,92,9,28,41,0,18,51,100,6,81,54,0,26
9,100,0,41,84,82,56,0,72,8,33,85,3,100,83,34,67
0,0,17,66,30,27,47,30,5,34,100,100,6,96,74,19,60
0,0,2,54,9,61,35,100,34,1,16,94,2,100,65,9,54
12,100,0,49,97,91,62,0,65,15,33,75,3,100,90,43,58
14,100,0,46,92,83,56,0,53,7,34,80,3,100,78,44,65
0,0,27,40,30,27,44,2,6,27,100,100,6,92,70,14,56
0,0,18,78,35,49,74,100,11,57,92,47,0,90,100,27,92
0,0,25,58,37,34,44,11,7,31,100,100,6,97,73,13,68
17,50,43,67,100,31,26,0,15,44,91,100,6,87,58,0,66
0,0,25,55,44,40,38,9,13,25,100,100,6,91,66,7,71
53,0,88,100,49,71,0,49,50,100,77,97,8,85,39,19,42
1,0,0,65,30,38,49,100,17,3,16,89,2,100,72,23,40
10,100,0,41,89,69,47,0,57,10,17,84,3,100,76,36,49
12,100,0,44,87,96,60,0,73,3,44,80,3,100,87,40,69
50,0,79,48,6,62,0,100,41,100,2,74,5,43,32,5,9
0,35,5,50,0,92,40,100,69,1,54,90,2,100,70,16,93
14,32,34,30,6,70,36,100,51,39,0,100,7,100,72,0,55
0,0,22,60,34,33,43,20,10,32,100,100,6,88,67,15,64
0,0,24,51,30,34,41,13,11,22,100,100,6,91,69,11,64
0,24,2,50,0,79,46,100,55,3,47,88,2,100,71,23,76
0,0,18,70,39,22,44,29,1,29,100,100,6,96,72,15,52
1,100,0,31,76,77,41,0,73,18,55,87,3,100,71,23,80
0,48,2,42,0,42,58,100,44,5,24,64,1,100,95,20,42
0,0,1,72,35,46,33,100,22,23,28,85,2,100,64,16,54
0,58,30,49,54,66,47,100,66,36,0,76,7,100,89,6,28
8,100,0,41,82,82,47,0,70,7,52,85,3,100,75,30,75
0,0,2,54,9,52,39,100,29,8,16,88,2,100,69,13,49
0,0,25,51,39,39,41,2,13,25,100,100,6,94,70,8,71
31,100,1,61,95,31,100,0,78,0,75,76,9,59,90,66,43
0,0,23,51,30,34,40,12,11,25,100,100,6,87,65,12,64
0,59,26,0,23,100,65,49,87,33,4,92,7,100,97,33,35
0,45,1,50,0,45,45,100,44,2,34,65,1,100,89,5,52
50,0,94,29,13,76,11,100,65,100,44,94,5,66,58,0,9
50,95,24,89,90,80,100,94,100,0,0,56,1,69,90,75,45
0,0,27,70,40,100,74,13,39,58,59,100,8,64,87,35,42
53,100,27,68,85,53,100,56,99,0,0,62,1,62,81,80,9
68,95,100,71,100,4,0,25,54,86,31,96,0,58,17,25,0
29,66,0,49,83,61,66,0,22,1,53,92,5,100,93,62,100
8,100,0,43,84,86,54,0,72,1,33,85,3,100,80,32,65
0,0,25,60,38,49,48,19,17,25,100,85,6,100,76,17,87
0,46,5,42,13,59,62,100,54,7,0,57,1,87,100,25,33
0,0,2,63,25,34,32,100,20,7,7,68,2,100,70,1,22
15,100,0,46,92,83,60,0,56,10,38,85,3,100,80,44,63
68,100,34,60,88,0,38,43,55,0,58,100,4,75,44,48,28
0,0,25,58,38,49,38,15,18,31,100,100,6,91,66,5,81
0,47,3,29,0,47,58,100,47,1,7,64,1,100,97,19,39
18,94,0,49,100,96,53,0,64,17,11,77,3,100,81,49,49
0,0,2,52,4,56,35,100,33,7,1,89,2,100,70,5,38
0,0,24,51,30,34,44,12,8,27,100,100,6,97,73,13,66
19,56,50,45,0,14,36,100,42,73,57,73,8,100,75,0,47
14,32,34,30,6,70,34,100,51,38,0,100,7,100,68,0,55
0,0,25,54,44,45,36,5,15,19,100,100,6,91,64,4,77
17,100,0,53,95,90,62,0,68,1,34,80,3,100,89,45,62
2,0,0,68,34,46,27,100,26,4,35,85,2,100,61,4,60
0,0,25,57,39,34,42,25,6,47,100,100,6,97,71,12,67
0,0,2,52,4,58,38,100,34,7,5,77,2,100,78,7,37
0,0,15,74,61,25,35,16,0,9,100,100,6,80,58,12,57
17,42,45,47,0,32,35,100,55,70,86,71,8,100,74,0,72
13,100,0,46,90,91,54,0,67,7,41,82,3,100,80,42,69
0,0,23,57,34,40,40,11,13,25,100,100,6,90,66,11,70
12,95,0,48,97,100,63,0,67,10,15,86,3,100,89,43,58
0,0,25,51,40,39,41,2,11,25,100,100,6,94,70,9,78
51,100,23,74,82,0,42,70,65,0,17,100,4,75,48,69,4
20,50,0,53,90,100,72,0,53,5,48,84,5,100,93,47,94
50,95,25,81,87,67,100,81,100,0,0,43,1,61,80,75,35
0,39,2,49,0,59,49,100,58,5,25,67,1,100,88,14,52
0,0,22,60,37,26,40,20,2,32,100,100,6,87,66,10,57
0,0,26,60,37,49,48,24,17,23,100,95,6,100,78,15,87
5,100,0,41,84,64,49,0,68,9,26,86,3,100,73,33,57
51,76,26,24,49,67,100,9,100,0,0,36,1,55,77,76,32
0,0,15,84,36,45,41,25,19,10,100,100,6,85,64,16,90
0,0,2,66,30,49,36,100,28,19,24,78,2,100,68,12,46
9,42,24,46,80,44,27,0,28,19,100,100,6,81,56,0,64
0,0,15,74,24,33,45,16,11,20,100,100,6,91,70,19,61
18,73,0,49,100,89,55,0,56,17,15,71,3,100,84,49,34
0,0,18,70,50,22,35,19,0,23,100,100,6,80,59,11,53
0,44,3,37,0,44,60,100,44,4,12,61,1,94,100,22,29
0,0,25,57,42,34,34,7,10,25,100,100,6,83,59,4,65
29,86,3,56,100,40,91,0,56,0,39,85,9,100,74,71,84
0,0,27,50,40,43,45,5,14,31,100,99,6,100,76,8,81
0,44,4,49,0,81,53,100,76,7,32,65,2,99,100,16,34
0,39,7,50,0,91,42,100,75,5,65,75,2,100,80,16,69
0,37,1,50,0,33,57,100,33,0,16,64,1,100,95,17,37
16,100,0,33,84,56,86,0,83,7,78,90,9,100,73,54,51
10,100,0,47,92,83,51,0,57,5,33,89,3,100,75,36,67
0,0,24,57,32,33,41,24,10,40,100,100,6,89,66,12,63
0,0,19,54,26,34,41,11,11,20,100,100,6,84,63,19,63
51,100,26,68,90,0,100,55,68,0,80,82,9,83,96,79,18
0,0,1,64,25,50,38,100,29,4,0,79,2,100,75,8,26
0,45,31,0,25,100,45,81,68,33,20,100,7,97,76,14,85
21,100,0,50,91,71,86,0,89,9,75,100,9,87,76,52,37
2,0,0,62,25,50,39,100,30,16,15,80,2,100,72,14,38
0,48,1,18,17,45,62,100,48,3,0,61,1,91,100,22,34
17,59,0,55,100,82,55,6,45,7,0,88,3,100,81,38,50
64,100,32,83,89,0,43,80,63,0,18,100,4,84,51,64,0
0,0,21,53,31,34,38,5,13,24,100,100,6,81,60,16,63
0,0,25,100,76,37,37,7,2,25,85,100,6,96,68,4,80
15,100,0,38,84,83,61,0,61,16,30,79,3,100,80,48,59
17,100,0,45,87,76,68,0,60,9,13,75,3,100,93,49,42
32,40,25,100,88,22,40,86,0,0,66,100,4,90,66,27,46
0,14,3,63,25,33,42,100,28,5,0,66,2,100,83,6,8
0,38,4,36,0,46,61,100,44,5,0,66,1,98,100,23,39
24,54,0,65,100,79,51,0,42,9,2,82,3,100,78,45,43
0,0,21,78,44,38,49,20,9,30,100,77,6,100,76,17,77
0,0,2,54,9,62,35,100,34,1,23,88,2,100,65,12,58
51,73,25,30,50,77,100,24,100,0,0,59,1,76,96,75,35
100,100,99,30,74,52,25,0,88,67,19,64,0,25,0,69,22
14,100,0,44,86,85,58,0,66,1,42,80,3,100,79,42,69
0,0,1,63,25,53,39,100,30,3,13,88,2,100,69,16,46
4,100,0,36,75,93,55,0,89,15,49,80,3,100,83,28,68
0,0,2,52,4,57,34,100,33,1,2,82,2,100,68,5,43
20,60,0,35,64,73,73,0,41,1,66,96,5,100,96,49,100
25,61,64,100,97,0,17,92,12,100,79,97,0,90,54,0,20
68,100,97,56,94,21,0,12,62,100,31,84,0,64,23,24,0
14,91,0,49,100,97,53,0,65,14,36,78,3,100,80,43,67
0,0,3,58,17,49,32,100,28,10,1,68,2,100,73,3,28
17,67,0,54,100,90,67,0,79,2,27,73,3,100,98,41,31
21,69,0,59,100,81,65,0,45,1,25,81,3,100,87,46,41
15,28,14,51,0,94,29,100,69,0,48,81,2,100,67,3,70
0,0,19,70,39,26,43,29,3,28,100,100,6,92,70,13,57
0,0,1,64,26,50,38,100,28,4,0,85,2,100,72,11,32
4,60,31,53,45,80,44,100,66,29,0,92,7,100,86,0,38
12,100,0,44,87,79,60,0,65,7,32,78,3,100,83,40,60
0,0,15,97,53,27,38,54,6,29,100,100,6,83,60,13,58
0,0,20,70,44,26,38,24,2,22,100,100,6,85,64,10,57
50,100,24,93,93,63,100,92,99,0,0,44,1,60,80,75,24
13,49,38,100,93,75,37,37,61,42,0,94,7,100,74,0,51
16,100,0,40,93,82,57,0,57,25,25,78,3,100,83,42,62
50,100,24,91,93,69,100,89,100,0,0,43,1,61,82,75,37
0,0,1,63,26,34,38,100,22,4,2,82,2,100,70,12,26
0,0,25,100,73,37,37,7,2,25,85,100,6,95,68,5,80
51,100,25,84,89,0,100,76,67,0,77,81,9,83,99,79,26
0,0,25,57,39,44,44,22,16,27,100,100,6,96,71,12,76
0,0,19,57,24,34,51,15,11,28,100,99,6,100,77,21,67
