input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
31,100,0,67,100,34,66,0,86,1,97,89,9,100,69,69,56
0,0,18,78,35,49,57,24,16,30,100,77,6,100,82,27,92
0,25,6,72,45,33,50,100,37,12,0,68,2,100,91,11,8
0,0,5,51,2,56,42,100,34,6,5,70,2,100,83,11,20
23,0,0,68,36,50,36,100,29,19,28,88,2,100,65,26,54
0,0,1,57,16,56,45,100,30,4,15,87,2,100,74,19,48
30,46,24,92,100,14,40,93,0,0,70,100,4,88,66,28,44
20,60,0,54,100,92,64,0,56,7,35,75,3,100,93,43,42
0,0,20,60,36,33,38,20,10,27,100,100,6,83,61,12,63
31,100,0,61,100,43,78,0,99,9,92,94,9,100,74,67,40
16,71,55,58,13,0,38,100,49,91,85,69,8,100,75,0,64
24,42,0,51,100,67,93,0,19,26,14,100,9,67,79,58,6
0,0,25,66,40,49,47,19,17,25,100,89,6,100,76,13,87
8,100,0,37,76,73,55,0,68,10,27,91,3,100,77,34,67
20,0,1,61,22,65,21,100,38,2,36,63,2,100,57,0,64
50,91,25,68,79,70,100,60,100,0,0,50,1,69,88,75,33
0,0,26,43,30,27,51,0,4,23,100,100,6,97,76,19,57
0,0,25,70,44,49,38,14,18,25,100,100,6,88,64,9,86
0,0,20,70,44,26,40,24,2,22,100,100,6,90,66,10,60
100,100,73,10,73,2,0,0,63,20,25,74,0,74,19,48,3
14,66,0,42,100,90,52,0,53,17,10,66,3,100,83,48,39
20,59,0,60,100,84,64,8,64,1,0,80,3,100,92,43,37
0,0,1,64,25,50,39,100,29,4,13,88,2,100,70,14,43
31,42,0,72,100,88,100,0,46,17,5,15,8,59,91,63,44
0,62,31,100,75,91,52,42,71,38,0,100,7,98,86,18,51
12,38,42,7,16,100,36,94,68,43,0,100,7,97,68,0,79
0,0,25,100,52,49,45,42,9,29,98,97,6,100,73,13,92
19,100,0,50,95,78,66,0,53,9,30,75,3,100,89,51,43
24,59,36,41,100,1,9,1,0,18,57,100,6,81,46,0,24
11,28,43,53,81,100,38,0,61,71,5,71,8,100,78,0,55
68,100,97,51,90,22,0,5,63,100,29,89,0,64,23,25,0
0,0,2,54,7,52,39,100,30,7,4,85,2,100,71,12,38
0,0,15,97,48,27,43,45,7,22,100,100,6,92,69,14,57
51,100,25,74,94,0,42,64,47,0,45,100,4,79,53,63,19
68,100,97,55,95,11,0,15,56,68,19,100,0,62,17,24,0
3,32,0,47,0,66,66,100,58,6,22,57,2,90,100,32,23
5,12,32,60,62,23,30,6,0,37,100,100,6,85,58,0,56
0,0,25,60,37,34,51,27,5,48,100,95,6,100,79,18,68
5,0,0,61,15,52,41,100,32,17,13,68,2,100,78,11,26
0,0,22,78,46,40,49,15,11,25,100,87,6,100,76,17,86
0,40,0,50,0,38,62,100,39,0,26,64,1,100,99,24,37
5,25,29,97,100,18,25,26,0,30,92,100,6,77,52,0,52
0,48,1,50,0,46,58,100,46,1,13,58,1,89,100,16,38
0,44,2,49,0,47,53,100,46,6,13,68,1,100,92,15,43
0,0,20,78,53,26,37,20,2,22,100,100,6,85,62,10,60
0,35,0,62,24,55,50,100,52,3,0,91,2,100,79,22,33
0,0,24,70,37,49,66,64,11,62,100,65,0,100,99,27,92
0,0,27,70,50,49,46,16,13,27,100,87,6,100,73,13,96
46,100,24,46,86,0,56,25,35,0,76,100,4,90,70,48,37
53,100,26,61,80,61,100,43,100,0,0,43,1,61,80,80,23
0,0,20,70,44,26,38,24,2,22,100,100,6,87,64,10,57
0,0,21,54,31,34,38,11,13,24,100,100,6,81,60,15,62
