Unnamed: 0,min,max,mean,stddev,direction
sanity.data_mismatch.score,0.0,0.0,0.0,0.0,minimize
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0,minimize
sanity.nearest_syn_neighbor_distance.mean,0.0309606031965435,0.115911952695011,0.0647409114504537,0.0418101797719574,minimize
sanity.close_values_probability.score,0.83,0.98,0.922,0.0752994023880668,maximize
sanity.distant_values_probability.score,0.01,0.02,0.012,0.0044721359549995,minimize
stats.jensenshannon_dist.marginal,0.0157996149772266,0.0192876037362534,0.0173174464843917,0.0013886359233661,minimize
stats.chi_squared_test.marginal,0.7221441021865493,0.8327122705033599,0.7770404735206201,0.0395793784336521,maximize
stats.inv_kl_divergence.marginal,0.8556672680474929,0.8892422620688992,0.8696019323386842,0.0137576355442711,maximize
stats.ks_test.marginal,0.9038095238095236,0.9238095238095236,0.9127619047619046,0.0084273606878587,maximize
stats.max_mean_discrepancy.joint,0.0199999999388195,0.0200001823775136,0.0200000365555939,8.15171901917569e-08,minimize
stats.wasserstein_dist.joint,0.7231948828216481,0.7546514919969525,0.7390327850218983,0.0145530398767711,minimize
stats.alpha_precision.delta_precision_alpha_OC,0.7929195402298851,0.9336091954022988,0.8878758620689655,0.056027180426042,maximize
stats.alpha_precision.delta_coverage_beta_OC,0.5026666666666667,0.5633333333333332,0.5306666666666666,0.0291852321864632,maximize
stats.alpha_precision.authenticity_OC,0.3,0.58,0.4239999999999999,0.100647901120689,maximize
stats.alpha_precision.delta_precision_alpha_naive,0.5673333333333334,0.6593333333333333,0.6091724137931035,0.0452707391183281,maximize
stats.alpha_precision.delta_coverage_beta_naive,0.508,0.6273333333333333,0.575664367816092,0.0476910018288214,maximize
stats.alpha_precision.authenticity_naive,0.33,0.46,0.424,0.0536656314599949,maximize
stats.prdc.precision,1.0,1.0,1.0,0.0,maximize
stats.prdc.recall,0.95,1.0,0.974,0.0181659021245849,maximize
stats.prdc.density,0.934,1.016,0.9868,0.0323295530436162,maximize
stats.prdc.coverage,0.9,0.99,0.954,0.037815340802378,maximize
performance.linear_model.gt,0.8071428571428573,0.8071428571428573,0.8071428571428573,0.0,maximize
performance.linear_model.syn_id,0.6924107142857142,0.7379464285714287,0.7189285714285715,0.0198490374180438,maximize
performance.linear_model.syn_ood,0.7000000000000001,0.7357142857142858,0.7171428571428573,0.0172844680122681,maximize
performance.mlp.gt,0.4890909090909091,0.4890909090909091,0.4890909090909091,0.0,maximize
performance.mlp.syn_id,0.4545454545454546,0.4818181818181818,0.4716363636363637,0.0125704625581407,maximize
performance.mlp.syn_ood,0.4642857142857143,0.5416666666666667,0.4869047619047619,0.034297286406876,maximize
performance.xgb.gt,0.7523809523809525,0.7523809523809525,0.7523809523809525,0.0,maximize
performance.xgb.syn_id,0.6273809523809523,0.8212797619047618,0.72,0.0804148960231206,maximize
performance.xgb.syn_ood,0.6238095238095237,0.8261904761904761,0.72,0.0783293529166727,maximize
performance.feat_rank_distance.corr,-0.1263157894736842,0.1157894736842105,-0.0126315789473684,0.0866105365504177,minimize
performance.feat_rank_distance.pvalue,0.4605237944389165,1.0,0.751495442560188,0.2518302668191863,minimize
detection.detection_xgb.mean,0.5885,0.723,0.67675,0.0565530724187466,minimize
detection.detection_mlp.mean,0.495,0.5,0.499,0.0022360679774997,minimize
detection.detection_gmm.mean,0.438,0.502,0.488,0.0279642629082191,minimize
detection.detection_linear.mean,0.3914999999999999,0.538,0.4745,0.0540821134942043,minimize
privacy.delta-presence.score,1.6666666611111112,4.4999999775,3.1333333202222224,1.0233387557628688,maximize
privacy.k-anonymization.gt,1.0,1.0,1.0,0.0,maximize
privacy.k-anonymization.syn,1.00000001,2.00000001,1.20000001,0.4472135954999579,maximize
privacy.k-map.score,1.0,3.0,1.4,0.8944271909999159,maximize
privacy.distinct l-diversity.gt,1.0,1.0,1.0,0.0,maximize
privacy.distinct l-diversity.syn,1.00000001,2.00000001,1.20000001,0.4472135954999579,maximize
privacy.identifiability_score.score,0.41,0.49,0.4599999999999999,0.0316227766016837,minimize
privacy.identifiability_score.score_OC,0.42,0.56,0.482,0.0511859355682789,minimize
