sex,race,capital-loss,income,marital-status,native-country,workclass,fnlwgt,capital-gain,hours-per-week,age,occupation,relationship,education,education-num
1,4,0,0,2,38,2,102058,0,40,40,6,0,11,9
1,4,0,1,2,38,2,183279,0,40,50,2,0,11,9
1,4,0,1,2,38,2,168322,0,45,37,3,0,9,13
1,4,0,0,2,38,2,170800,0,40,58,2,0,11,9
1,4,0,1,2,38,2,185385,0,40,47,9,0,9,13
1,4,0,0,4,38,2,192337,0,40,22,5,3,15,10
1,4,0,0,4,38,2,210673,0,40,24,5,3,11,9
1,4,0,0,4,38,2,115562,0,40,28,0,1,11,9
1,4,0,0,4,38,2,34180,0,40,24,3,3,9,13
1,4,0,0,2,38,2,110028,0,40,55,2,0,11,9
1,4,0,0,2,38,2,203488,0,40,33,2,0,11,9
1,4,0,0,2,38,2,110028,0,40,46,6,0,11,9
0,4,0,0,4,38,2,167864,0,40,25,0,1,9,13
0,4,0,0,4,38,2,198825,0,40,22,0,3,15,10
1,4,0,0,2,38,2,102359,0,40,30,2,0,11,9
1,4,0,1,2,38,2,167482,0,40,38,9,0,9,13
1,4,0,1,2,38,2,193524,0,50,39,9,0,9,13
1,4,0,1,2,38,2,175622,0,50,42,11,0,15,10
1,4,0,0,4,38,2,181820,0,40,25,5,3,11,9
1,4,0,0,2,38,2,199303,0,50,31,2,0,11,9
1,4,0,0,2,38,2,188543,0,40,35,13,0,11,9
1,4,0,0,4,38,2,19302,0,40,21,4,3,11,9
0,4,0,0,4,38,2,199994,0,40,27,3,3,9,13
1,4,0,1,2,38,2,124963,0,40,41,9,0,9,13
1,4,0,0,2,38,2,175759,0,40,37,2,0,15,10
1,4,0,0,2,38,2,198097,0,50,30,11,0,11,9
1,4,0,0,4,38,2,206520,0,40,23,9,1,9,13
1,4,0,0,2,38,2,195603,0,40,61,2,0,5,4
1,4,0,1,2,38,2,194995,0,45,32,2,0,9,13
1,4,0,1,2,38,2,183073,0,50,48,3,0,12,14
0,4,0,0,4,38,2,103277,0,40,22,11,3,11,9
1,4,0,0,4,38,2,202878,0,40,22,6,3,11,9
1,4,0,0,4,38,2,113838,0,40,34,5,1,15,10
1,4,0,0,2,38,2,116789,0,40,56,2,0,11,9
0,4,0,0,4,38,2,198146,0,40,27,0,1,11,9
1,4,0,0,2,38,2,193459,0,40,51,13,0,11,9
1,4,0,0,2,38,2,188291,0,40,35,6,0,15,10
1,4,0,1,2,38,2,155659,0,45,50,2,0,11,9
1,4,0,1,2,38,2,185041,0,40,35,3,0,9,13
1,4,0,0,2,38,2,102938,0,40,56,6,0,11,9
1,4,0,0,2,38,2,183811,0,40,41,6,0,11,9
1,4,0,0,4,38,2,223212,0,50,26,9,1,9,13
1,4,0,1,2,38,2,125461,0,40,35,3,0,9,13
1,4,0,1,2,38,2,165474,0,40,40,11,0,9,13
1,4,0,0,2,38,4,108468,0,60,45,3,0,11,9
0,4,0,0,0,38,2,202872,0,40,56,0,4,11,9
1,4,0,0,4,38,2,112158,0,40,23,0,3,9,13
1,4,0,0,2,38,2,115932,0,40,56,13,0,5,4
1,4,0,0,2,38,2,168262,0,40,37,6,0,15,10
1,4,0,0,2,38,2,200118,0,40,49,11,0,11,9
1,4,0,0,2,38,2,192565,0,40,51,2,0,11,9
1,4,0,1,2,38,2,187715,0,40,35,12,0,9,13
1,4,0,0,2,38,2,177211,0,40,44,13,0,11,9
1,4,0,0,4,38,2,118308,0,50,20,2,3,11,9
1,4,0,0,4,38,2,206609,0,40,25,5,3,9,13
1,4,0,1,2,38,2,193882,0,50,37,11,0,9,13
1,4,0,0,4,38,2,182342,0,40,26,2,2,15,10
1,4,0,0,4,38,2,195891,0,40,27,7,1,11,9
0,4,0,0,4,38,2,187251,0,40,25,0,3,9,13
0,4,0,0,0,38,2,200153,0,40,45,0,4,11,9
1,4,0,1,2,38,2,125461,0,40,47,2,0,11,9
0,4,0,0,4,38,2,199172,0,40,27,0,3,9,13
1,4,0,0,2,38,2,177858,0,40,32,2,0,11,9
0,4,0,0,4,38,2,189265,0,40,23,9,1,9,13
0,4,0,0,0,38,2,190767,0,40,56,6,4,11,9
1,4,0,0,2,38,2,174789,0,40,49,2,0,11,9
1,4,0,0,2,38,2,185127,0,40,31,2,0,11,9
1,4,0,1,2,38,2,181091,0,40,31,3,0,9,13
1,4,0,0,2,38,2,180284,0,40,61,2,0,11,9
0,4,0,0,4,38,2,169092,0,40,25,0,1,15,10
0,4,0,0,0,38,2,192021,0,40,58,9,1,15,10
0,4,0,0,4,38,2,209934,0,40,19,7,3,15,10
1,4,0,0,4,38,2,188540,0,40,21,2,3,11,9
1,4,0,0,4,38,2,188540,0,40,21,13,3,11,9
1,4,0,0,4,38,2,188069,0,40,22,6,2,0,6
0,4,0,0,4,38,2,197552,0,40,24,3,1,9,13
1,4,0,0,2,38,2,177907,0,40,37,2,0,11,9
1,4,0,0,2,38,2,174714,0,40,30,6,0,11,9
1,4,0,0,4,38,2,192053,0,40,25,7,1,11,9
0,4,0,0,4,38,2,192053,0,40,25,3,1,9,13
1,4,0,0,4,38,2,223214,0,40,20,5,3,11,9
0,4,0,0,4,38,2,193525,0,40,19,7,3,15,10
1,4,0,0,2,38,2,204052,0,40,40,2,0,11,9
0,4,0,0,4,38,2,197612,0,40,25,0,3,15,10
0,4,0,0,0,38,2,197612,0,40,33,11,1,11,9
0,4,0,0,0,38,2,204516,0,40,31,3,4,11,9
1,4,0,0,4,38,2,205435,0,40,23,0,3,15,10
1,4,0,0,4,38,2,206322,0,40,21,5,3,11,9
1,4,0,0,2,38,2,206951,0,40,38,2,0,11,9
1,4,0,0,2,38,2,209397,0,40,36,2,0,11,9
1,4,0,1,2,38,2,188246,0,50,53,9,0,9,13
1,4,0,0,4,38,2,205337,0,40,24,5,1,11,9
1,4,0,0,4,38,2,160968,0,40,21,5,3,15,10
0,4,0,0,4,38,2,163665,0,40,27,0,3,9,13
1,4,0,0,4,38,2,208513,0,40,21,2,3,11,9
0,4,0,0,4,38,2,194905,0,40,25,7,3,11,9
1,4,0,1,2,38,2,192002,0,40,38,3,0,9,13
1,4,0,0,2,38,2,216851,0,40,29,2,0,11,9
1,4,0,0,2,38,2,170456,0,40,39,2,0,11,9
1,4,0,0,4,38,2,173736,0,40,35,7,3,11,9
0,4,0,0,4,38,2,176321,0,40,24,11,1,11,9
1,4,0,1,2,38,2,199058,0,40,54,3,0,9,13
1,4,0,0,2,38,2,173495,0,40,61,2,0,0,6
0,4,0,0,4,38,2,201513,0,30,20,0,1,11,9
1,4,0,0,2,38,2,174201,0,40,41,6,0,11,9
1,4,0,0,2,38,2,195507,0,40,47,6,0,11,9
1,4,0,0,4,38,2,206609,0,40,24,3,3,9,13
1,4,0,0,4,38,2,193689,0,40,27,11,3,9,13
1,4,0,0,2,38,2,173590,0,40,33,2,0,11,9
1,4,0,0,2,38,2,101283,0,40,49,2,0,11,9
0,4,0,0,4,38,2,178948,0,40,24,0,3,11,9
1,4,0,0,2,38,2,163862,0,40,26,11,0,15,10
0,4,0,0,4,38,2,118376,0,40,22,0,1,15,10
1,4,0,0,2,38,2,189888,0,40,36,2,0,11,9
1,4,0,1,2,38,2,173050,0,40,42,11,0,15,10
1,4,0,0,2,38,2,160035,0,40,26,13,0,11,9
