sex,race,capital-loss,income,marital-status,native-country,workclass,fnlwgt,capital-gain,hours-per-week,age,occupation,relationship,education,education-num
1,4,0,0,2,38,2,117779,0,40,35,2,0,11,9
0,4,0,0,4,38,2,218215,0,40,26,0,3,9,13
0,4,0,0,4,38,2,196001,0,40,27,0,3,9,13
1,4,0,0,2,38,2,208881,0,40,39,0,0,11,9
1,4,0,0,4,38,2,118023,0,40,21,6,3,11,9
1,4,0,1,2,38,4,163862,0,50,36,2,0,9,13
1,4,0,0,4,38,2,198663,0,40,21,7,3,15,10
0,4,0,0,4,38,2,117963,0,40,23,9,1,9,13
1,4,0,0,2,38,2,102058,0,40,50,2,0,5,4
1,4,0,1,2,38,2,150533,0,40,53,9,0,9,13
1,4,0,0,4,38,2,167770,0,40,24,11,3,15,10
1,4,0,0,2,38,2,204641,0,40,35,2,0,11,9
1,4,0,0,4,38,2,191002,0,40,28,3,3,9,13
1,4,0,0,2,38,2,110607,0,40,38,6,0,0,6
0,4,0,0,4,38,2,106347,0,35,19,11,3,11,9
1,4,0,1,2,38,2,185027,0,40,49,12,0,9,13
1,4,0,0,2,38,2,117409,0,40,34,2,0,11,9
0,4,0,0,4,38,2,109383,0,40,25,0,3,9,13
1,4,0,0,4,38,2,115932,0,40,24,0,1,11,9
1,4,0,0,4,38,2,199058,0,40,26,5,3,11,9
1,4,0,0,4,38,2,114838,0,40,30,9,1,9,13
0,4,0,0,0,38,2,174995,0,40,37,3,1,15,10
0,4,0,0,4,38,2,109482,0,35,21,11,1,15,10
1,4,0,0,2,38,2,112847,0,40,39,2,0,11,9
0,4,0,0,0,38,2,169240,0,40,41,0,1,11,9
1,4,0,0,4,38,2,236543,0,40,29,7,1,11,9
1,4,0,1,2,38,2,206964,0,40,39,2,0,11,9
1,4,0,0,2,38,2,112291,0,40,53,2,0,11,9
1,4,0,0,2,38,2,183612,0,40,29,2,0,11,9
1,4,0,0,4,38,2,170720,0,40,33,5,3,11,9
1,4,0,0,4,38,2,203488,0,40,28,0,3,11,9
1,4,0,0,2,38,2,175127,0,40,61,11,0,11,9
0,4,0,0,4,38,2,197714,0,40,34,3,3,9,13
1,4,0,0,2,38,2,175935,0,40,31,9,0,9,13
0,4,0,0,4,38,2,201763,0,40,25,9,3,9,13
1,4,0,1,2,38,2,189183,0,40,45,3,0,9,13
0,4,0,0,4,38,2,197613,0,40,20,0,1,11,9
1,4,0,0,2,38,2,111377,0,40,37,6,0,11,9
0,4,0,0,4,38,2,192684,0,40,26,0,1,11,9
1,4,0,0,4,38,2,108542,0,40,24,2,1,15,10
1,4,0,0,2,38,2,168262,0,40,30,2,0,8,11
1,4,0,0,2,38,4,103642,0,50,57,4,0,11,9
1,4,0,1,2,38,2,173243,0,40,37,9,0,9,13
