sex,race,capital-loss,income,marital-status,native-country,workclass,fnlwgt,capital-gain,hours-per-week,age,occupation,relationship,education,education-num
1,4,0,0,2,38,2,167864,0,40,33,2,0,11,9
1,4,0,0,4,38,2,224361,0,40,22,5,3,11,9
1,4,0,0,2,38,2,187715,0,40,36,13,0,15,10
1,4,0,0,4,38,2,176683,0,40,25,12,1,11,9
0,4,0,0,4,38,2,198183,0,20,19,7,3,11,9
1,4,0,1,2,38,2,124692,0,40,44,12,0,9,13
1,4,0,0,4,38,2,175695,0,40,20,5,3,15,10
0,4,0,0,0,38,2,193525,0,40,51,11,1,11,9
1,4,0,0,4,38,2,108083,0,40,29,0,3,11,9
1,4,0,1,2,38,2,165881,0,40,43,9,0,12,14
1,4,0,0,2,38,2,174789,0,40,33,2,0,11,9
1,4,0,0,4,38,2,216256,0,40,23,11,1,11,9
1,4,0,1,2,38,2,191411,0,40,50,3,0,15,10
1,4,0,1,2,38,2,123075,0,40,47,2,0,11,9
1,4,0,1,2,38,2,116830,0,40,37,11,0,11,9
1,4,0,0,2,38,2,109351,0,40,28,5,0,11,9
0,4,0,0,0,38,2,185336,0,40,34,0,4,11,9
1,4,0,0,4,38,2,117963,0,40,19,2,3,11,9
0,4,0,0,4,38,2,167749,0,40,23,0,1,11,9
1,4,0,0,4,38,2,204235,0,40,31,0,1,9,13
1,4,0,0,2,38,2,160574,0,40,60,2,0,11,9
1,4,0,1,2,38,2,123011,0,40,47,11,0,9,13
0,4,0,0,4,38,2,203839,0,40,22,11,3,7,12
1,4,0,0,2,38,2,119156,0,40,53,6,0,5,4
1,4,0,0,2,38,2,110748,0,40,30,2,0,15,10
1,4,0,0,2,38,2,208881,0,40,31,2,0,11,9
1,4,0,0,2,38,2,116830,0,40,32,2,0,11,9
1,4,0,1,2,38,2,175696,0,40,45,11,0,9,13
0,4,0,0,4,38,2,175696,0,40,23,9,1,9,13
1,4,0,0,2,38,2,188834,0,40,39,2,0,11,9
1,4,0,1,2,38,2,176751,0,40,32,11,0,9,13
1,4,0,1,2,38,2,113838,0,50,50,3,0,9,13
0,4,0,0,4,38,2,172581,0,20,18,11,3,1,7
1,4,0,0,4,38,2,187652,0,40,20,5,3,15,10
1,4,0,0,4,38,2,187452,0,40,24,0,3,9,13
1,4,0,0,2,38,2,199336,0,40,56,2,0,11,9
0,4,0,0,4,38,2,182752,0,40,25,3,3,9,13
1,4,0,1,2,38,2,177907,0,40,50,2,0,11,9
1,4,0,0,2,38,2,109045,0,40,47,2,0,15,10
1,4,0,0,2,38,2,170456,0,40,51,13,0,11,9
1,4,0,0,4,38,2,111128,0,40,28,9,1,9,13
0,4,0,0,4,38,2,184678,0,20,19,7,3,11,9
1,4,0,0,2,38,2,123429,0,40,60,6,0,1,7
1,4,0,1,2,38,2,183735,7298,50,39,9,0,12,14
1,4,0,0,2,38,2,145574,0,40,46,2,0,11,9
1,4,0,1,2,38,2,124963,0,45,55,3,0,9,13
1,4,0,0,2,38,2,118948,0,40,33,5,0,11,9
1,4,0,0,2,38,2,115963,0,40,38,5,0,11,9
1,4,0,0,4,38,2,214858,0,40,24,12,3,9,13
1,4,0,1,2,38,2,157640,0,40,48,9,0,15,10
1,4,0,0,4,38,2,115562,0,40,33,2,1,11,9
1,4,0,0,4,38,2,169124,0,40,24,0,3,11,9
0,4,0,0,4,38,2,197642,0,40,20,7,3,8,11
0,4,0,0,4,38,2,195638,0,40,20,0,3,8,11
1,4,0,0,4,38,2,188950,0,40,26,2,3,8,11
1,4,0,0,2,38,4,168496,0,50,31,2,0,11,9
1,4,0,0,2,38,2,177858,0,40,42,2,0,15,10
0,4,0,0,0,38,2,194259,0,40,40,3,1,15,10
1,4,0,0,4,38,2,204516,0,40,22,2,3,11,9
0,4,0,0,4,38,2,209034,0,40,26,3,3,9,13
0,4,0,0,4,38,2,188569,0,40,19,11,3,15,10
1,4,0,0,4,38,2,220585,0,30,21,2,3,11,9
1,4,0,0,2,38,2,123598,0,40,39,2,0,11,9
1,4,0,1,2,38,2,204447,0,40,41,11,0,9,13
1,4,0,0,4,38,2,109133,0,40,33,9,1,9,13
1,4,0,1,2,38,2,208451,0,50,46,11,0,15,10
1,4,0,1,2,38,2,115323,0,40,32,9,0,9,13
1,4,0,0,2,38,2,183639,0,40,47,11,0,9,13
0,4,0,0,0,38,2,175583,0,40,35,0,4,15,10
1,4,0,0,4,38,2,187322,0,40,20,6,3,11,9
1,4,0,0,2,38,2,190759,0,40,34,11,0,11,9
0,4,0,0,4,38,2,118762,0,40,23,0,1,15,10
1,4,0,0,2,38,2,208203,0,40,51,13,0,11,9
1,4,0,0,2,38,2,172256,0,40,37,6,0,11,9
1,4,0,0,2,38,4,172256,0,40,50,11,0,9,13
1,4,0,0,2,38,2,172256,0,40,51,11,0,11,9
1,4,0,1,2,38,2,102308,0,40,54,2,0,11,9
1,4,0,1,2,38,2,115023,0,45,44,3,0,9,13
1,4,0,0,4,38,2,205852,0,40,20,0,3,15,10
0,4,0,0,0,38,2,27049,0,40,39,0,1,15,10
1,4,0,0,2,38,2,203836,0,40,39,5,0,11,9
1,4,0,1,2,38,2,209205,0,40,32,3,0,9,13
1,4,0,0,2,38,2,204052,0,40,27,2,0,11,9
1,4,0,0,4,38,2,175232,0,40,21,13,3,11,9
1,4,0,0,2,38,4,173704,0,50,51,4,0,11,9
1,4,0,0,2,38,2,193285,0,45,39,6,0,11,9
1,4,0,0,2,38,2,188950,0,40,35,6,0,11,9
1,4,0,1,2,38,2,153132,0,40,40,11,0,11,9
1,4,0,0,2,38,2,174533,0,40,24,11,0,15,10
0,4,0,0,4,38,2,193949,0,40,23,7,3,11,9
1,4,0,0,4,38,2,204752,0,40,25,11,1,9,13
0,4,0,0,4,38,2,193858,0,40,20,7,4,11,9
1,4,0,0,4,38,2,224377,0,40,21,5,3,15,10
1,4,0,0,2,38,2,117674,0,40,56,2,0,11,9
1,4,0,0,4,38,2,194740,0,40,20,6,3,11,9
1,4,0,0,2,38,2,174201,0,40,40,11,0,15,10
1,4,0,0,4,38,2,125461,0,40,31,7,1,15,10
1,4,0,0,2,38,2,200450,0,50,32,2,0,15,10
1,4,0,0,4,38,2,206862,0,40,20,5,3,11,9
1,4,0,1,2,38,2,208451,0,45,46,11,0,9,13
1,4,0,0,4,38,2,189203,0,40,25,6,3,11,9
1,4,0,0,2,38,2,184659,0,40,27,5,0,11,9
1,4,0,0,4,38,2,112650,0,30,18,5,3,1,7
1,4,0,0,2,38,2,186367,0,40,33,2,0,11,9
1,4,0,0,2,38,2,183816,0,45,41,3,0,9,13
1,4,0,0,2,38,2,165510,0,40,51,2,0,5,4
0,4,0,0,4,38,2,101290,0,40,21,11,3,11,9
1,4,0,0,4,38,2,190290,0,40,19,0,3,11,9
1,4,0,0,2,38,2,187124,0,40,41,2,0,11,9
1,4,0,1,2,38,2,209691,0,40,37,3,0,9,13
1,4,0,0,2,38,4,102771,0,40,63,2,0,5,4
1,4,0,0,4,38,2,108887,0,40,21,6,3,11,9
1,4,0,1,2,38,2,175341,0,45,38,2,0,11,9
1,4,0,0,2,38,4,178615,0,40,34,2,0,11,9
1,4,0,1,2,38,2,191103,0,40,54,9,0,11,9
1,4,0,1,2,38,2,102938,0,40,40,11,0,11,9
1,4,0,0,2,38,2,175696,0,40,27,5,0,11,9
1,4,0,0,4,38,2,117963,0,40,19,5,1,15,10
1,4,0,0,2,38,2,115443,0,40,30,2,0,11,9
1,4,0,0,2,38,2,191814,0,40,39,2,0,11,9
0,4,0,0,4,38,2,169611,0,15,21,11,3,15,10
0,4,0,0,4,38,2,194710,0,40,20,11,1,15,10
1,4,0,0,2,38,2,190968,0,40,52,13,0,11,9
1,4,0,0,2,38,2,175878,0,40,42,13,0,11,9
1,4,0,0,4,38,2,187124,0,40,21,7,3,15,10
1,4,0,0,4,38,2,174201,0,30,17,11,3,1,7
1,4,0,0,2,38,4,175769,0,40,44,2,0,11,9
0,4,0,0,4,38,2,168030,0,40,25,3,3,9,13
1,4,0,0,4,38,2,213385,0,40,23,0,3,9,13
1,4,0,1,2,38,2,114459,0,40,38,3,0,9,13
0,4,0,0,2,38,2,170230,0,40,40,0,5,11,9
0,4,0,0,0,38,2,178344,0,40,42,12,1,15,10
1,4,0,0,4,38,2,226525,0,40,26,2,1,9,13
1,4,0,0,2,38,2,116608,0,40,46,2,0,11,9
1,4,0,0,4,38,2,163110,0,40,18,5,3,1,7
1,4,0,0,4,38,2,208598,0,20,19,5,3,15,10
0,4,0,0,4,38,2,103925,0,40,19,0,1,11,9
0,4,0,0,4,38,2,183473,0,40,24,3,3,11,9
1,4,0,0,2,38,2,189749,0,40,31,2,0,15,10
1,4,0,1,2,38,2,125461,0,40,56,2,0,11,9
1,4,0,1,2,38,1,191161,0,40,47,9,0,12,14
0,4,0,0,4,38,2,150861,0,40,27,0,3,9,13
1,4,0,0,4,38,2,186188,0,40,23,13,3,15,10
0,4,0,0,0,38,2,199884,0,40,29,7,4,11,9
1,4,0,0,4,38,2,187466,0,40,27,6,3,11,9
0,4,0,0,4,38,2,193166,0,40,27,3,3,11,9
1,4,0,1,2,38,2,174283,0,40,54,3,0,9,13
1,4,0,0,2,38,2,174200,0,45,48,3,0,15,10
1,4,0,0,2,38,2,204752,0,40,33,2,0,11,9
1,4,0,0,4,38,2,190227,0,40,28,11,1,9,13
1,4,0,0,4,38,2,206889,0,40,21,11,3,15,10
0,4,0,0,4,38,2,190227,0,40,25,7,3,11,9
1,4,0,0,4,38,2,176683,0,40,26,2,1,11,9
1,4,0,0,2,38,2,192932,0,40,33,2,0,11,9
1,4,0,0,2,38,4,193285,0,40,60,2,0,5,4
1,4,0,1,2,38,2,181070,0,40,60,9,0,12,14
1,4,0,1,2,38,2,126675,0,50,47,3,0,9,13
1,4,0,0,2,38,2,190511,0,40,40,2,0,11,9
1,4,0,1,2,38,2,187584,0,40,48,9,0,15,10
1,4,0,0,4,38,2,173495,0,40,21,0,3,15,10
0,4,0,0,4,38,2,117363,0,20,18,7,3,1,7
0,4,0,0,4,38,2,183710,0,40,24,0,3,11,9
0,4,0,0,4,38,2,187969,0,40,23,0,1,9,13
1,4,0,0,2,38,4,111128,0,40,36,2,0,11,9
1,4,0,1,2,38,2,168538,0,40,37,2,0,11,9
1,4,0,1,2,38,2,186934,0,40,48,11,0,9,13
1,4,0,1,2,38,2,102945,0,40,40,3,0,12,14
1,4,0,0,2,38,2,174938,0,40,29,2,0,11,9
1,4,0,0,2,38,2,102509,0,40,27,2,0,11,9
1,4,0,1,2,38,2,117849,0,40,43,3,0,9,13
1,4,0,1,2,38,2,187702,0,40,39,9,0,12,14
1,4,0,0,2,38,2,113324,0,40,49,2,0,11,9
1,4,0,0,4,38,2,204641,0,50,24,11,3,9,13
0,4,0,0,4,38,2,170230,0,40,24,3,1,9,13
1,4,0,0,2,38,2,205309,0,40,29,6,0,11,9
0,4,0,0,4,38,2,188503,0,40,25,0,3,9,13
0,4,0,0,2,38,2,168030,0,40,40,0,5,15,10
0,4,0,0,0,38,2,178487,0,40,48,0,4,15,10
1,4,0,1,2,38,2,177907,0,50,31,9,0,9,13
1,4,0,0,2,38,2,112271,0,50,39,2,0,8,11
1,4,0,0,2,38,2,177727,0,40,53,2,0,11,9
1,4,0,1,2,38,2,189749,0,40,55,3,0,9,13
1,4,0,0,2,38,2,201510,0,40,49,2,0,0,6
1,4,0,1,2,38,2,158294,0,40,35,11,0,9,13
1,4,0,0,2,38,2,192323,0,40,40,13,0,11,9
1,4,0,0,4,38,2,113364,0,30,26,11,3,15,10
1,4,0,0,2,38,2,208946,0,40,60,13,0,5,4
1,4,0,0,4,38,2,208922,0,20,21,11,3,15,10
1,4,0,0,2,38,2,204397,0,40,40,6,0,11,9
1,4,0,1,2,38,2,189843,0,40,32,2,0,15,10
0,4,0,0,4,38,2,198146,0,40,23,7,1,15,10
1,4,0,0,2,38,2,167848,0,40,50,2,0,11,9
1,4,0,0,2,38,2,187847,0,40,50,2,0,5,4
1,4,0,0,4,38,2,110028,0,40,31,11,3,9,13
1,4,0,1,2,38,2,172538,0,40,36,3,0,9,13
0,4,0,0,0,38,2,179262,0,40,45,0,4,11,9
1,4,0,1,2,38,2,113364,0,40,46,2,0,8,11
1,4,0,1,2,38,2,145166,0,40,36,6,0,8,11
0,4,0,0,4,38,2,103700,0,40,23,7,3,15,10
1,4,0,1,2,38,2,168071,0,40,44,9,0,9,13
1,4,0,1,2,38,2,176711,0,40,58,12,0,15,10
1,4,0,0,2,38,2,173630,0,40,39,2,0,11,9
1,4,0,0,2,38,2,173555,0,40,48,6,0,11,9
1,4,0,0,2,38,2,197286,0,40,56,6,0,11,9
1,4,0,0,2,38,2,177905,0,40,28,2,0,11,9
1,4,0,0,2,38,2,118941,0,40,51,2,0,0,6
1,4,0,0,2,38,4,111985,0,40,54,11,0,11,9
1,4,0,0,2,38,2,118308,0,40,25,2,0,11,9
1,4,0,0,2,38,4,120126,0,60,38,11,0,15,10
1,4,0,0,4,38,2,208503,0,40,30,6,1,11,9
1,4,0,0,2,38,2,185283,0,40,37,6,0,15,10
1,4,0,0,4,38,2,197387,0,40,20,6,3,11,9
1,4,0,0,2,38,2,175759,0,40,33,2,0,11,9
1,4,0,1,2,38,2,174924,0,40,48,2,0,15,10
1,4,0,0,2,38,2,117381,0,40,30,2,0,11,9
0,4,0,0,0,38,2,195638,0,40,47,0,1,11,9
1,4,0,0,4,38,2,117963,0,40,21,2,1,11,9
1,4,0,0,2,38,2,193285,0,40,30,6,0,11,9
0,4,0,0,4,38,2,162678,0,40,22,0,3,15,10
1,4,0,1,2,38,2,193259,0,40,34,2,0,11,9
0,4,0,0,4,38,2,159796,0,40,23,0,3,9,13
0,4,0,0,0,38,2,169479,0,40,44,0,4,15,10
1,4,0,0,2,38,2,176185,0,40,46,2,0,11,9
0,4,0,0,0,38,2,196899,0,40,49,11,4,7,12
1,4,0,0,4,38,2,208946,0,40,33,2,1,11,9
