lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap,target
4,2,3359,433,243,1.8,2.2,243991,95554,1.0,1366,1038861,76
41,61,2874,171,149,0.2,0.2,131424,175734,3.2,1355,1698792,93
1,0,1428,128,80,0.2,0.2,88626,75475,2.0,633,1069704,94
2,0,1052,54,50,1.2,2.0,24953,46870,1.0,792,1738142,90
2,1,904,63,55,1.2,1.6,10055,20583,1.0,1508,1725756,94
11,4,1770,289,216,1.8,3.2,382665,58306,1.0,471,1015192,86
13,4,2808,242,182,1.0,1.8,135553,45752,2.0,793,1064942,84
0,0,923,129,81,0.2,0.2,176350,101456,2.0,1469,1036381,95
10,2,4093,171,153,5.2,2.2,83626,50660,3.4,1099,1038767,73
2,1,527,49,52,1.0,1.4,276514,26776,1.6,518,1749050,90
2,1,1284,48,39,0.4,1.0,81510,19298,1.2,7550,1875328,97
0,0,139,10,14,0.2,0.2,109225,13844,1.0,5933,1847216,98
1,1,801,109,55,0.2,0.2,256695,87035,1.0,818,1064798,97
1,1,1614,71,40,0.2,0.2,977,10985,1.0,7290,1875112,97
2,1,524,31,24,0.2,0.2,456,30776,1.0,7240,1867503,97
1,1,182,13,18,0.2,0.2,8862,8671,1.0,7281,1868200,98
1,0,1453,77,43,0.2,0.2,131104,66315,2.0,836,1745672,97
0,0,755,55,45,0.2,0.2,1657,11958,2.2,1703,1757696,96
0,0,1287,95,83,0.2,0.0,175963,26359,2.6,1812,1724059,93
15,5,1627,84,64,2.6,2.6,204675,146840,2.2,3039,1724059,91
10,4,3169,288,264,5.0,1.2,305948,93560,3.0,574,1102157,82
8,6,794,91,52,2.2,2.2,794754,231958,353.0,687,9,0
8,3,4185,563,406,3.8,1.0,122707,63544,1.0,627,1016515,82
1,0,2135,109,79,0.8,0.8,182460,81514,1.0,562,1039313,94
4,0,1796,147,116,1.2,3.8,260103,102819,1.0,834,1022187,89
0,0,230,37,18,0.2,0.2,85439,58156,1.0,806,1718782,98
0,0,781,67,59,0.2,0.2,52354,10454,1.0,3688,1869141,97
4,0,581,44,26,1.8,1.8,267544,88840,1.8,6792,1869190,88
3,0,1404,51,39,2.2,2.2,62383,63844,1.2,704,1712429,95
1,0,159,12,26,0.2,0.2,106590,11884,1.0,7306,1865390,98
10,4,5028,547,528,3.8,5.8,523673,48920,1.0,1253,974723,74
1,0,883,44,43,0.2,0.2,113631,89893,2.2,7071,1726456,97
3,1,1380,167,81,0.0,0.8,485631,26325,3.8,151,1537819,92
4,2,537,83,69,1.8,1.8,121669,27609,1.0,557,1015930,93
0,0,173,50,15,0.2,0.2,1523,10862,1.2,7360,1879002,98
3,0,3353,232,187,1.0,1.2,55918,86627,2.4,3368,1714294,86
1,0,4052,316,216,0.4,0.4,126672,61211,2.4,150,1009304,86
25,1,703,78,44,10.0,21.0,91517,207553,3.2,1459,1713242,63
1,0,842,49,53,0.4,0.4,84962,17650,1.2,473,1712448,92
2,0,1258,99,88,2.4,1.6,81334,180947,2.0,1334,1083984,91
1,0,883,36,40,0.2,0.2,2765,23119,1.6,3776,1736120,96
1,0,756,61,50,0.4,0.4,86074,63692,1.0,7306,1847784,96
20,7,2220,276,144,1.0,1.2,106489,43817,2.0,434,1065315,84
0,0,956,47,37,0.2,0.2,131453,147963,1.2,1313,1750994,97
2,0,1997,161,132,0.6,0.0,4566,28808,1.0,8837,10,93
1,0,1165,78,66,0.2,0.2,121696,140601,2.2,515,1747224,89
1,1,161,8,9,0.2,0.2,854,11362,1.0,7306,1849576,98
1,0,1072,71,45,0.2,0.2,17031,62820,1.0,566,1012318,95
11,4,2920,638,553,3.0,3.0,1426802,145871,1.6,2627,998451,66
7,0,1282,153,81,2.0,1.8,91214,48553,2.6,150,1725293,84
2,1,1755,207,124,0.4,0.0,428843,68941,1.0,822,1046565,87
0,0,230,16,17,0.0,0.2,6789,10290,2.4,5245,1821643,98
1,1,163,12,26,0.2,0.2,6995,12778,1.0,7385,1761488,98
2,0,4861,174,123,0.0,0.8,205870,148817,2.2,168,1074010,86
1,0,798,59,62,0.2,0.2,83460,87980,1.0,1185,1069582,97
1,0,2319,204,122,0.4,1.0,234035,51734,1.4,147,1753290,89
5,1,1642,122,76,2.4,2.2,108359,175344,1.7,733,1095776,87
9,6,1267,104,70,0.0,0.4,23293,57456,2.4,729,1702307,93
12,11,1188,106,88,0.2,0.2,176325,84428,1.8,446,976970,93
18,0,2827,224,142,1.2,2.2,52856,55916,2.0,1334,1014856,86
3,0,1833,103,72,0.8,1.0,449630,125841,1.0,112,1055334,94
0,0,317,40,47,0.2,0.2,1346,9100,1.0,1201,1724046,98
7,4,2680,191,129,1.6,3.4,90793,56561,1.0,907,1089893,91
2,1,639,53,36,0.0,1.0,59726,50987,1.2,687,1739875,93
4,2,2052,198,100,0.8,1.0,82734,73496,1.0,578,1077643,87
11,7,2727,194,162,1.0,1.4,93382,85799,4.4,598,1544883,86
1,0,788,92,55,0.8,1.0,81610,24709,1.6,511,1756062,92
1,0,2489,107,87,0.4,0.4,170854,27340,2.7,596,1113856,92
20,9,2857,224,190,2.8,3.4,376784,162598,5.0,3168,1010940,82
1,0,769,72,49,0.0,0.6,20954,38601,2.0,6074,1068296,96
1,1,1145,88,81,0.2,0.2,20954,61363,2.0,619,1064507,96
35,57,1407,148,124,0.6,1.0,140101,16984,2.4,986,1705852,93
2,0,2727,247,153,0.8,1.2,94544,104838,2.2,233,998768,90
3,0,756,78,45,1.0,1.0,2161,24687,1.0,725,1755294,88
4,2,1368,156,69,0.2,0.2,337623,46469,1.0,687,1016085,95
3,0,2635,116,106,1.2,1.8,102650,26379,1.0,581,1074019,90
2,0,2045,141,73,0.0,0.6,362677,183532,2.0,1469,1052872,91
16,2,3388,198,108,2.6,2.6,158904,25113,2.8,825,1054331,86
10,0,4355,441,357,7.8,5.0,639275,83565,1.0,189,1020677,72
8,0,5435,507,476,4.2,2.4,405748,37751,2.2,534,1011723,85
1,0,596,62,51,0.2,0.2,1046,11574,2.0,990,1724072,98
0,0,467,95,56,0.2,0.2,22186,122879,1.0,691,1758651,95
1,1,1793,112,107,0.8,0.8,67939,53360,1.0,576,1069447,91
0,0,261,18,22,0.2,0.2,104426,47321,1.0,7202,1834547,98
1,1,219,31,29,0.0,0.2,663,30254,2.0,910,1716182,97
3,2,1322,74,46,0.2,0.2,273824,81338,4.0,11197,1523264,95
2,0,2526,167,113,1.0,1.0,78101,25952,2.0,150,1112208,90
2,1,2094,127,116,1.2,1.6,35765,53629,1.0,628,1044506,89
2,0,1275,122,84,0.6,1.0,289895,124576,2.4,2186,1713250,93
15,12,2434,463,255,2.8,3.6,618097,509671,5.2,857,1538904,81
0,0,1379,69,36,0.2,0.2,104479,50281,3.0,949,1739408,96
3,0,922,141,92,1.2,2.2,166969,74467,2.2,664,1747160,93
8,0,4636,386,276,7.2,2.2,76946,79734,1.0,739,1054050,74
2,1,674,39,35,0.2,0.2,34377,14453,1.4,5579,1856768,97
1,0,579,49,45,0.4,0.4,254814,6145,1.8,685,1730390,95
1,0,4040,214,118,0.2,0.2,158948,48516,2.0,986,1014651,92
4,0,2192,118,84,0.6,0.4,45128,61404,2.6,632,1639776,95
7,0,3849,469,166,3.4,4.8,156075,55198,3.6,202,974995,75
2,0,1409,157,76,0.8,0.6,61534,62820,1.0,613,1012149,88
1,0,3903,105,92,0.2,0.2,16862,96775,2.0,544,1075016,95
