age,sex,relation,has_high_education,top1_interes,top2_interes,top3_interes,top4_interes,top5_interes,is_parent,has_pets,mean_tr,median_tr,tr_per_month
36,1,0,0,11,4,0,10,23,1,0,1146.829,511.0,24.8
44,2,0,0,6,3,24,8,18,0,0,5500.0,5500.0,0.816
24,2,0,0,6,8,18,14,19,0,0,792.894,250.0,1.832
28,1,0,0,6,11,5,15,23,1,0,1496.891,793.0,6.637
21,2,0,0,14,18,6,8,15,0,0,545.065,450.0,4.845
44,2,0,0,8,7,6,10,18,0,0,855.934,300.0,21.988
32,1,0,0,11,0,6,15,5,0,0,2319.836,914.5,23.973
56,1,0,0,23,5,11,19,10,0,0,1003.846,789.35,5.941
53,2,0,0,15,23,24,21,5,0,0,967.836,699.0,7.938
34,1,0,0,11,19,10,5,0,1,0,30000.0,30000.0,1.0
34,2,0,0,2,10,17,2,19,1,0,1654.938,500.0,42.942
25,2,0,0,6,8,14,24,21,0,0,1064.874,270.0,14.088
42,1,0,0,23,4,10,21,15,1,0,1472.979,542.96,17.977
24,2,0,0,8,15,14,6,7,0,0,997.957,200.0,33.842
35,2,0,0,24,22,6,15,8,1,0,1328.927,971.42,11.746
25,1,0,0,6,15,8,21,14,0,0,2824.109,534.0,12.853
47,2,0,0,8,6,7,24,18,0,0,898.908,965.0,2.541
49,2,0,0,15,21,17,8,6,0,0,2126.984,500.0,23.786
33,1,0,0,23,6,15,11,21,0,0,87425.0,100000.0,1.0
30,2,1,1,14,15,23,6,16,0,0,996.829,282.0,12.517
62,2,0,0,22,6,3,24,15,0,0,3451.918,782.0,7.928
54,1,0,0,11,23,15,21,6,1,0,1887.874,506.35,5.924
32,2,0,0,14,6,21,11,24,1,0,1278.851,280.0,48.727
26,1,0,0,16,21,14,6,15,0,0,1528.741,623.0,22.851
48,2,0,0,10,19,4,2,12,0,0,6223.038,1000.0,5.371
31,1,0,0,15,21,6,14,24,0,0,672.166,169.0,19.083
45,1,0,0,11,19,23,10,21,1,0,1517.914,649.0,18.078
34,1,0,0,15,23,14,8,6,0,0,1286.099,587.0,31.932
40,2,0,0,10,23,2,3,19,0,0,5996.667,2350.0,0.878
39,1,0,0,0,11,20,10,22,0,0,5203.5,703.0,3.912
56,2,0,0,2,10,23,15,24,0,0,5300.212,1224.0,3.261
32,2,0,0,6,8,7,14,23,0,0,1546.636,500.0,5.573
30,1,0,0,0,19,11,23,5,1,0,1478.906,477.0,7.079
21,2,0,1,14,21,6,15,23,0,0,689.069,294.0,9.038
40,2,0,0,6,24,8,14,2,0,0,927.934,238.0,8.696
23,1,0,0,6,21,14,15,3,0,0,1476.738,599.0,2.767
27,2,0,0,7,8,6,3,14,1,0,948.843,300.0,36.788
30,2,0,0,24,6,14,21,15,0,0,7423.736,5000.0,2.846
33,1,1,1,19,0,23,5,16,1,0,705.903,587.0,17.09
46,1,0,0,11,25,19,23,10,0,0,792.054,756.5,2.037
58,2,0,0,2,10,19,15,17,0,0,90000.0,90000.0,1.0
31,2,0,0,14,6,16,18,19,0,0,1513.738,500.0,19.722
29,1,0,0,21,15,19,25,23,1,0,4263.816,1062.4,6.764
36,1,0,0,5,19,11,1,4,1,0,725.0,728.0,1.902
41,1,0,0,11,22,1,4,10,0,0,2272.571,870.0,3.044
41,1,0,0,11,10,15,23,4,1,0,1066.879,505.0,39.932
32,1,0,0,0,14,19,5,17,1,0,935.813,936.5,2.767
61,2,0,0,23,15,10,14,24,1,0,1317.328,719.0,20.949
36,1,0,0,6,8,21,14,16,1,0,1256.908,601.0,29.878
47,1,0,0,11,10,4,15,23,0,0,48333.333,40000.0,7.512
53,1,0,0,19,22,5,15,11,1,0,2181.878,887.0,2.427
35,1,0,0,16,14,15,23,21,0,0,90000.0,90000.0,1.114
34,1,0,0,11,6,15,22,22,1,0,1530.868,812.0,18.723
47,2,0,0,24,14,25,18,6,0,0,75940.0,40000.0,0.837
33,2,0,0,2,10,19,17,11,0,0,1697.936,653.5,9.812
33,2,0,0,6,8,14,15,11,1,0,1021.966,456.0,5.073
44,2,0,1,6,18,3,24,15,0,0,4109.734,449.0,23.717
39,1,0,0,11,10,4,9,5,0,0,8989.269,6000.0,1.79
24,2,0,0,6,18,8,24,19,0,0,577.834,190.0,26.048
49,2,0,0,10,8,6,15,19,0,0,5077.638,1203.0,11.307
43,2,0,0,21,6,14,15,23,1,0,1379.962,539.0,19.901
36,2,0,0,14,8,7,21,6,0,0,1276.847,300.0,36.868
