input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
0,0,5,50,1,50,33,100,33,4,16,65,2,100,70,3,27
57,66,28,65,93,52,77,33,0,0,62,56,9,83,100,78,100
33,36,45,52,0,63,21,100,59,62,8,63,7,100,66,0,0
0,11,33,65,82,22,33,0,0,29,100,100,6,90,64,7,54
100,100,76,15,61,22,4,11,76,25,11,80,0,39,0,57,0
33,11,18,52,0,81,38,100,52,0,25,88,2,100,71,14,73
43,100,19,41,78,15,88,0,68,0,89,100,9,86,69,71,39
36,36,15,44,65,100,75,19,73,0,0,87,3,98,100,56,50
19,100,6,47,88,59,55,0,60,0,4,88,3,100,78,42,33
41,0,0,64,62,100,88,2,35,0,6,79,5,95,100,56,42
15,39,34,62,100,18,21,0,3,23,89,100,6,87,56,0,52
50,100,24,83,85,65,100,84,99,0,0,41,1,61,81,76,29
0,34,2,50,0,88,40,100,70,3,44,77,2,100,78,8,46
78,0,92,56,13,44,0,100,10,100,16,100,5,57,48,17,3
51,100,22,83,90,15,50,85,79,0,4,100,4,72,44,76,0
14,100,0,41,81,83,61,0,73,4,30,87,3,100,80,39,65
100,100,48,86,93,0,39,81,57,0,95,96,4,84,47,55,56
16,46,43,70,100,14,20,18,0,38,98,100,6,83,53,0,50
70,96,100,63,100,11,0,11,60,92,23,89,0,52,14,30,0
9,3,5,52,0,59,39,100,37,0,6,80,2,100,70,13,45
35,88,13,43,73,77,86,0,100,0,88,100,9,84,69,60,53
18,0,4,51,7,70,49,100,41,0,29,71,2,100,77,28,50
38,0,65,96,12,58,0,44,100,91,80,100,8,76,36,7,22
47,53,26,89,100,6,33,80,0,0,56,100,4,83,59,32,31
66,100,33,57,57,6,37,51,85,0,39,100,4,69,44,59,0
38,46,5,66,100,56,73,0,10,0,34,86,5,100,94,60,99
5,14,28,97,100,24,30,19,0,21,97,100,6,79,55,0,51
0,34,3,51,2,24,62,100,26,5,0,72,1,100,95,30,35
16,46,40,52,84,30,25,0,19,46,100,100,6,83,56,0,58
39,91,44,41,100,45,13,0,39,11,70,100,6,97,57,0,72
35,67,17,100,97,0,55,93,31,0,22,100,4,84,67,47,2
66,0,100,100,74,62,0,5,5,89,21,87,8,52,13,36,33
58,72,100,80,100,0,0,42,26,91,54,96,0,69,30,17,15
86,0,98,51,7,50,0,100,7,100,23,91,5,63,30,42,21
0,75,24,38,52,100,71,58,98,40,0,100,7,90,100,34,47
50,95,25,94,94,87,100,100,95,0,0,50,1,68,92,75,59
50,0,95,100,49,44,0,21,62,100,90,83,8,87,46,9,4
46,34,0,77,100,88,100,14,24,1,0,98,5,74,87,54,39
50,88,25,98,98,0,42,100,46,0,29,100,4,72,43,46,11
2,0,0,69,31,39,41,100,26,57,17,72,2,100,74,13,32
13,37,48,73,100,21,23,8,0,46,86,100,6,76,51,0,52
77,12,98,42,0,71,0,100,44,100,19,89,5,64,47,22,16
