input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
71,100,36,55,74,7,48,39,97,0,0,100,4,81,48,84,6
8,16,9,50,0,64,41,100,48,0,14,65,2,100,79,11,35
47,100,22,55,80,54,100,49,100,0,0,57,1,73,90,74,14
0,31,37,22,68,100,44,12,69,66,0,76,8,100,88,5,45
21,59,0,62,100,83,60,8,57,13,0,76,3,100,87,46,39
40,45,10,61,100,39,61,0,13,0,7,96,5,100,89,64,75
0,78,28,35,67,100,51,99,91,29,0,95,7,100,82,19,57
65,91,97,60,100,0,0,8,42,100,35,97,0,76,27,17,8
68,95,32,85,100,0,48,71,55,0,64,100,4,70,52,53,57
67,100,34,65,81,53,74,50,78,0,0,0,1,19,46,100,29
57,100,29,46,72,2,47,26,47,0,0,100,4,91,60,62,11
100,100,69,34,62,40,20,42,92,24,6,76,0,33,0,65,0
35,90,0,69,100,0,59,15,43,7,86,45,9,2,13,85,62
4,11,0,58,16,55,64,100,34,16,0,74,2,100,97,32,28
3,0,0,61,22,52,28,100,32,1,21,74,2,100,64,6,43
22,72,52,76,100,0,17,21,10,31,58,100,6,78,48,0,17
0,0,2,50,0,61,35,100,33,0,29,84,2,100,67,8,57
44,89,23,69,100,0,40,47,11,0,63,100,4,78,58,39,36
0,36,16,49,0,83,50,100,66,1,14,67,2,100,88,17,44
56,0,97,42,12,52,0,100,54,100,42,90,5,64,42,6,9
58,0,100,39,12,49,0,100,42,94,27,90,5,66,42,6,6
65,96,38,70,100,0,25,41,9,0,87,100,4,64,31,33,54
67,100,29,80,94,14,49,72,30,0,0,95,4,100,63,63,46
14,91,0,54,100,92,54,0,65,4,61,85,3,100,77,38,74
5,21,8,50,0,62,23,100,48,10,36,66,1,100,70,0,71
0,37,24,0,5,100,41,89,65,23,5,100,7,97,74,8,93
49,76,24,33,51,45,98,24,100,0,7,85,7,96,100,73,0
0,24,2,66,32,53,60,100,42,20,0,62,2,93,100,25,21
15,44,34,75,91,100,34,0,75,33,35,97,7,100,69,0,68
17,46,0,51,100,57,48,0,20,8,3,96,5,100,79,21,75
41,57,20,67,64,100,86,44,81,0,0,78,1,84,100,63,44
40,47,5,67,100,45,67,0,5,0,17,94,5,100,91,64,55
