input12,input9,input14,input13,input11,input5,input8,input15,input7,input16,input1,input2,target,input4,input6,input10,input3
20,41,7,37,0,100,56,93,79,0,33,91,2,100,79,36,79
16,2,24,50,0,79,22,100,47,19,42,67,2,100,59,0,69
2,31,0,69,34,62,62,100,51,6,0,86,2,100,95,32,29
31,64,39,56,100,0,3,14,7,11,68,100,6,77,41,0,23
2,6,9,50,0,77,38,100,44,0,18,75,2,100,75,8,52
11,29,38,76,100,8,21,13,0,37,73,100,6,78,51,0,34
15,71,0,47,100,92,45,0,69,17,15,75,3,100,81,44,50
53,0,90,100,56,57,0,40,26,98,47,100,8,81,37,23,27
33,22,3,56,70,64,76,0,17,0,46,94,5,100,97,53,100
48,11,92,25,0,87,16,100,79,100,36,93,5,61,55,0,12
89,100,100,25,78,21,2,14,73,54,0,89,0,47,0,45,4
10,0,0,61,21,51,39,100,31,191,45,85,2,100,71,18,39
3,32,1,50,0,66,51,100,61,0,13,79,2,100,83,23,46
79,100,100,50,95,21,0,8,69,76,0,77,0,43,4,35,4
0,0,5,50,1,50,33,100,33,4,16,65,2,100,70,3,27
57,66,28,65,93,52,77,33,0,0,62,56,9,83,100,78,100
33,36,45,51,0,63,21,100,59,61,8,63,7,100,67,0,0
4,100,44,37,12,35,37,92,84,74,19,64,8,100,76,0,0
67,100,33,66,81,0,37,75,50,0,26,100,4,74,45,53,12
43,19,92,25,0,78,16,100,90,100,45,96,5,54,58,0,6
67,100,34,59,81,0,35,55,31,0,38,100,4,71,45,48,10
3,0,0,61,22,52,28,100,32,1,21,74,2,100,64,6,43
22,21,35,97,100,26,15,19,0,0,86,100,6,71,43,9,53
9,35,1,36,0,94,54,100,69,0,32,67,2,100,86,26,61
15,0,4,65,28,52,32,100,29,0,23,71,2,100,67,8,49
41,84,6,79,100,0,55,0,29,0,70,100,9,82,62,31,39
100,100,81,22,72,34,17,18,75,42,18,76,0,33,0,61,0
25,58,0,54,100,90,72,6,55,17,0,83,3,100,94,41,41
51,1,93,100,54,73,0,15,81,98,40,100,8,75,40,9,0
44,0,89,45,20,35,11,100,52,100,45,83,5,72,51,0,14
0,0,2,53,7,59,35,100,33,1,15,94,2,100,66,8,57
13,36,38,67,100,56,35,0,29,24,80,74,6,100,70,0,100
