,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.15137410084069616,0.22300946366384342,0.1892178974232415,0.027409256626279865
sanity.close_values_probability.score,0.546,0.732,0.6256,0.07247620299105079
sanity.distant_values_probability.score,0.002,0.01,0.005600000000000001,0.003286335345030997
stats.jensenshannon_dist.marginal,0.011081275986356049,0.011975582231224254,0.01151900476663829,0.0003741251748520561
stats.chi_squared_test.marginal,0.999996023440552,0.9999991070444656,0.999997861939109,1.254588946829748e-06
stats.inv_kl_divergence.marginal,0.9052385766480967,0.9241200694407745,0.9136916566944201,0.007709498638720435
stats.ks_test.marginal,0.8720869565217392,0.8842511627906978,0.8792560181039049,0.004716842397809557
stats.max_mean_discrepancy.joint,0.0041738191416225015,0.0044998870925961705,0.0043410885316103025,0.00011754205030384531
stats.wasserstein_dist.joint,0.01916899908180105,0.04765695457536052,0.03247891378104787,0.010199286650856572
stats.alpha_precision.delta_precision_alpha_OC,0.79514033680834,0.8668735632183908,0.8386664100950633,0.027097120763979188
stats.alpha_precision.delta_coverage_beta_OC,0.32768115942028986,0.446201550387597,0.3840714847448923,0.04689155473512799
stats.alpha_precision.authenticity_OC,0.5186046511627908,0.6195652173913043,0.5654540180076075,0.04537798757793937
stats.alpha_precision.delta_precision_alpha_naive,0.8598716920609463,0.8970224411603722,0.8805783466517019,0.018697247317998017
stats.alpha_precision.delta_coverage_beta_naive,0.07850000000000001,0.1533333333333332,0.11483987192450289,0.0315719961283258
stats.alpha_precision.authenticity_naive,0.8116279069767441,0.9108695652173913,0.8729120082815734,0.03697069596766636
stats.prdc.precision,0.7391304347826086,0.772093023255814,0.7556488998025903,0.01514037671775946
stats.prdc.recall,0.99,1.0,0.9960000000000001,0.0040000000000000036
stats.prdc.density,0.6017391304347827,0.6906976744186046,0.6502549135731138,0.03508533982197668
stats.prdc.coverage,0.762,0.876,0.8164,0.040777444745839574
performance.linear_model.gt,0.8803341963902405,0.8803341963902405,0.8803341963902405,0.0
performance.linear_model.syn_id,0.8400087657222455,0.8734124412408562,0.8652135071749765,0.014150943385818288
performance.linear_model.syn_ood,0.8343905029782113,0.867739712631898,0.8597967516193501,0.014252659963239477
performance.mlp.gt,-30216.588534662675,-30216.588534662675,-30216.588534662675,0.0
performance.mlp.syn_id,-10367.896099249172,-947.3661263811653,-5486.749444825036,4254.356456067555
performance.mlp.syn_ood,-7627.918797456604,-717.770334023814,-4100.793127169255,3152.1841715484857
performance.xgb.gt,0.9901794612228985,0.9901794612228985,0.9901794612228985,0.0
performance.xgb.syn_id,0.9485833216738786,0.9605992016453875,0.9537138077936194,0.004737708435366369
performance.xgb.syn_ood,0.9464345720100971,0.9595990367410134,0.9521213807986587,0.005094788118965002
performance.feat_rank_distance.corr,0.0,0.3333333333333334,0.06666666666666668,0.149071198499986
performance.feat_rank_distance.pvalue,0.75,1.0,0.95,0.11180339887498947
detection.detection_xgb.mean,0.8503720930232559,0.9122608695652176,0.8832189014877944,0.023869282515503562
detection.detection_mlp.mean,0.5,0.5096744186046511,0.5019348837209302,0.004326531528557716
detection.detection_gmm.mean,0.4154767441860465,0.5477380952380952,0.4685172499879629,0.05867764232837601
detection.detection_linear.mean,0.5603255813953487,0.5978695652173913,0.5786561057345081,0.014811683988488202
privacy.delta-presence.score,2.666666657777778,5.9999999850000005,3.819047611901361,1.3172499317262316
privacy.k-anonymization.gt,8.0,8.0,8.0,0.0
privacy.k-anonymization.syn,5.00000001,14.00000001,8.00000001,3.464101615137755
privacy.k-map.score,3.0,7.0,4.0,1.7320508075688772
privacy.distinct l-diversity.gt,8.0,8.0,8.0,0.0
privacy.distinct l-diversity.syn,5.00000001,14.00000001,8.00000001,3.464101615137755
privacy.identifiability_score.,0.292,0.358,0.328,0.026495282598983535
privacy.identifiability_score._privacy.identifiability_score.OC,0.308,0.398,0.34879999999999994,0.04013975585376674
