beds,zip_code,baths,lot_size,size,price,lot_size_units,size_units
5.0,98117.0,2.0,6015.0,1613.0,525000.0,1.0,0.0
3.0,98102.0,2.5,5.0,3140.0,650000.0,1.0,0.0
2.0,98116.0,3.0,4500.0,1420.0,713000.0,0.0,0.0
2.0,98116.0,2.0,7800.0,2160.0,625000.0,1.0,0.0
4.0,98117.0,2.5,4200.0,3420.0,825000.0,1.0,0.0
5.0,98108.0,2.0,1079.0,1940.0,625000.0,1.0,0.0
3.0,98115.0,3.5,5250.0,2020.0,940000.0,1.0,0.0
2.0,98115.0,2.0,4200.0,2050.0,160000.0,0.0,0.0
4.0,98144.0,2.0,5000.0,2160.0,998000.0,1.0,0.0
3.0,98103.0,4.5,0.0,1380.0,1323000.0,0.0,0.0
4.0,98117.0,3.0,4500.0,1220.0,675000.0,1.0,0.0
3.0,98122.0,1.0,4000.0,1511.0,700000.0,1.0,0.0
3.0,98117.0,4.5,3750.0,6500.0,980000.0,1.0,0.0
4.0,98103.0,3.0,6301.0,1250.0,775000.0,1.0,0.0
4.0,98117.0,3.0,1481.0,1610.0,999000.0,1.0,0.0
4.0,98116.0,2.5,2100.0,2901.0,974000.0,1.0,0.0
2.0,98115.0,3.0,8200.0,1700.0,757000.0,1.0,0.0
2.0,98103.0,2.0,1294.0,2880.0,1526000.0,1.0,0.0
2.0,98115.0,2.0,1.0,2560.0,725000.0,1.0,0.0
3.0,98105.0,1.5,5000.0,1392.0,1226000.0,1.0,0.0
4.0,98118.0,2.0,6240.0,2450.0,995000.0,1.0,0.0
2.0,98144.0,2.5,0.35,2580.0,80000.0,1.0,0.0
3.0,98117.0,2.5,689.0,1225.0,1235000.0,1.0,0.0
2.0,98126.0,2.0,1.0,1820.0,865000.0,1.0,0.0
5.0,98106.0,1.0,5500.0,780.0,975000.0,1.0,0.0
5.0,98125.0,1.0,0.0,1320.0,650000.0,0.0,0.0
3.0,98103.0,1.0,1054.0,2030.0,725000.0,1.0,0.0
3.0,98122.0,3.0,990.0,85950.0,799000.0,1.0,0.0
4.0,98108.0,1.0,0.35,960.0,816000.0,0.0,0.0
3.0,98105.0,2.0,541.0,870.0,995000.0,0.0,0.0
3.0,98117.0,2.5,1560.0,1270.0,2200000.0,1.0,0.0
5.0,98115.0,2.0,805.0,3530.0,1.0,1.0,0.0
4.0,98168.0,1.0,1556.0,981.0,845000.0,1.0,0.0
5.0,98178.0,1.0,5400.0,1430.0,2525000.0,1.0,0.0
4.0,98117.0,3.0,1.3,605.0,575000.0,1.0,0.0
4.0,98168.0,2.0,0.12,1450.0,85700.0,1.0,0.0
4.0,98117.0,1.0,0.23,1112.0,12999.0,0.0,0.0
2.0,98108.0,3.0,2800.0,1760.0,1099000.0,1.0,0.0
5.0,98116.0,1.0,7000.0,542.0,500000.0,1.0,0.0
2.0,98115.0,2.0,6501.0,860.0,1225000.0,1.0,0.0
2.0,98144.0,1.5,29.0,1825.0,722000.0,1.0,0.0
5.0,98103.0,1.0,2896.0,1059.0,670000.0,1.0,0.0
3.0,98168.0,1.0,7500.0,1575.0,749000.0,1.0,0.0
4.0,98118.0,2.0,2179.0,1420.0,150000.0,1.0,0.0
4.0,98107.0,3.0,7420.0,1440.0,875000.0,1.0,0.0
4.0,98115.0,3.0,5100.0,1540.0,60000.0,1.0,0.0
3.0,98115.0,3.0,2750.0,1631.0,884000.0,1.0,0.0
5.0,98116.0,2.0,5000.0,1850.0,1300000.0,1.0,0.0
14.0,98105.0,3.0,7500.0,2670.0,220050.0,1.0,0.0
3.0,98219.0,3.5,1280.0,2320.0,549000.0,1.0,0.0
4.0,98159.0,2.5,4.13,2880.0,120000.0,0.0,0.0
3.0,98144.0,2.5,7200.0,943.0,575000.0,1.0,0.0
3.0,98122.0,1.0,0.15,5100.0,735000.0,1.0,0.0
3.0,98107.0,1.5,6600.0,990.0,775000.0,1.0,0.0
2.0,98126.0,4.0,6121.0,4360.0,575000.0,1.0,0.0
4.0,98103.0,2.5,7500.0,1429.0,799950.0,1.0,0.0
3.0,98117.0,1.5,7500.0,2460.0,619000.0,1.0,0.0
1.0,98144.0,2.0,8500.0,2160.0,1250000.0,1.0,0.0
1.0,98103.0,2.0,7870.0,2200.0,70000.0,1.0,0.0
5.0,98122.0,2.0,3200.0,1540.0,595000.0,1.0,0.0
2.0,98117.0,1.5,889.0,1160.0,975000.0,1.0,0.0
5.0,98106.0,4.0,5800.0,2860.0,1275000.0,1.0,0.0
3.0,98117.0,2.0,8500.0,4.0,905000.0,1.0,0.0
4.0,98145.0,2.0,1566.0,2050.0,775000.0,1.0,0.0
4.0,98122.0,1.0,6100.0,1970.0,1175000.0,1.0,0.0
3.0,98144.0,2.0,3750.0,1360.0,595000.0,1.0,0.0
2.0,98117.0,3.5,6000.0,1834.0,500000.0,1.0,0.0
3.0,98145.0,2.5,516.0,2543.0,675000.0,1.0,0.0
3.0,98117.0,4.0,4997.0,622.0,798000.0,1.0,0.0
4.0,98125.0,2.5,8.12,1821.0,1375000.0,1.0,0.0
3.0,98146.0,2.0,1805.0,1640.0,1395000.0,1.0,0.0
6.0,98126.0,1.0,1660.0,5200.0,670000.0,1.0,0.0
2.0,98126.0,2.0,5500.0,1780.0,895000.0,1.0,0.0
4.0,98168.0,3.0,5000.0,1221.0,825000.0,1.0,0.0
4.0,98115.0,2.0,1415.0,3180.0,1100000.0,1.0,0.0
