beds,zip_code,baths,lot_size,size,price,lot_size_units,size_units
4.0,98115.0,2.0,604.0,1320.0,995000.0,1.0,0.0
4.0,98103.0,2.0,7100.0,1040.0,585000.0,1.0,0.0
3.0,98103.0,2.0,896.0,1560.0,840000.0,1.0,0.0
4.0,98103.0,1.0,9400.0,1220.0,975000.0,1.0,0.0
3.0,98199.0,2.0,50000.0,2.0,989000.0,1.0,0.0
2.0,98116.0,3.0,1480.0,2700.0,670000.0,1.0,0.0
4.0,98103.0,1.0,10077.0,2790.0,1395000.0,1.0,0.0
4.0,98122.0,1.0,6100.0,1970.0,1175000.0,1.0,0.0
4.0,98105.0,2.5,2120.0,990.0,50000.0,1.0,0.0
3.0,98122.0,1.0,1360.0,1439.0,8959950.0,1.0,0.0
3.0,98114.0,2.0,0.9,940.0,1365000.0,0.0,0.0
2.0,98102.0,1.0,2200.0,1940.0,825000.0,1.0,0.0
3.0,98107.0,2.0,3998.0,2200.0,70000.0,1.0,0.0
3.0,98125.0,3.0,97900.0,960.0,0.0,1.0,0.0
1.0,98122.0,2.5,6650.0,1840.0,825000.0,1.0,0.0
4.0,98103.0,3.5,695.0,1200.0,710000.0,1.0,0.0
1.0,98105.0,1.0,1.0,1440.0,6900000.0,1.0,0.0
3.0,98106.0,1.0,0.4,1360.0,770000.0,1.0,0.0
3.0,98117.0,3.0,4.0,1825.0,835000.0,1.0,0.0
6.0,98133.0,2.5,0.2,2160.0,625000.0,0.0,0.0
3.0,98115.0,2.0,0.0,1780.0,769000.0,1.0,0.0
4.0,98117.0,3.0,1.0,2820.0,825000.0,1.0,0.0
1.0,98117.0,1.5,5000.0,1200.0,1500000.0,1.0,0.0
3.0,98197.0,1.5,7200.0,3200.0,879000.0,1.0,0.0
3.0,98115.0,2.0,6500.0,2950.0,635000.0,1.0,0.0
4.0,98116.0,3.0,8200.0,1460.0,654000.0,1.0,0.0
4.0,98125.0,3.0,0.25,1750.0,370000.0,0.0,0.0
14.0,98105.0,3.0,7500.0,2670.0,220050.0,1.0,0.0
3.0,98179.0,1.0,0.3,2870.0,890000.0,0.0,0.0
3.0,98118.0,2.0,0.29,1169.0,775000.0,1.0,0.0
4.0,98144.0,2.0,5100.0,1750.0,765000.0,1.0,0.0
2.0,98108.0,3.0,2800.0,1760.0,1099000.0,1.0,0.0
2.0,98103.0,3.0,3500.0,1630.0,1166000.0,1.0,0.0
4.0,98116.0,2.0,0.0,1760.0,980000.0,0.0,0.0
3.0,98199.0,1.0,1.29,1360.0,925000.0,1.0,0.0
1.0,98181.0,1.0,3000.0,2060.0,1099000.0,1.0,0.0
3.0,98102.0,2.0,2160.0,2830.0,100000.0,0.0,0.0
3.0,98115.0,2.0,974.0,1800.0,110000.0,1.0,0.0
3.0,98168.0,2.5,5000.0,730.0,930000.0,1.0,0.0
4.0,98117.0,3.0,2160.0,2248.0,9999.0,1.0,0.0
5.0,98106.0,3.0,4760.0,1370.0,1599000.0,1.0,0.0
4.0,98105.0,2.0,4440.0,646.0,1120000.0,1.0,0.0
1.0,98117.0,2.5,5000.0,860.0,948000.0,1.0,0.0
3.0,98126.0,1.0,6000.0,2460.0,595000.0,1.0,0.0
6.0,98107.0,2.0,6500.0,2429.0,5000050.0,1.0,0.0
3.0,98117.0,4.5,0.5,1240.0,50000.0,1.0,0.0
