beds,zip_code,baths,lot_size,size,price,lot_size_units,size_units
4.0,98103.0,1.5,5100.0,740.0,965000.0,1.0,0.0
2.0,98115.0,1.0,5000.0,930.0,4500.0,1.0,0.0
4.0,98104.0,2.0,1540.0,1600.0,895000.0,1.0,0.0
4.0,98115.0,2.0,0.06,1310.0,875000.0,1.0,0.0
3.0,98117.0,1.5,1.9,4200.0,930000.0,1.0,0.0
3.0,98117.0,2.0,1.8,2100.0,1275000.0,1.0,0.0
4.0,98103.0,2.0,9300.0,860.0,926000.0,0.0,0.0
2.0,98144.0,3.5,4121.0,1280.0,635500.0,1.0,0.0
3.0,98177.0,2.0,0.33,1085.0,120000.0,0.0,0.0
2.0,98107.0,2.0,2340.0,1511.0,60000.0,1.0,0.0
4.0,98117.0,1.0,833.0,1150.0,967000.0,1.0,0.0
3.0,98144.0,2.0,1230.0,3000.0,1065000.0,1.0,0.0
3.0,98108.0,3.0,647.0,2160.0,599000.0,1.0,0.0
3.0,98168.0,3.0,10500.0,1560.0,1345000.0,1.0,0.0
3.0,98122.0,3.0,6500.0,1740.0,1299000.0,1.0,0.0
4.0,98116.0,1.5,4000.0,3120.0,1399000.0,1.0,0.0
3.0,98103.0,2.0,5000.0,1550.0,899000.0,1.0,0.0
5.0,98115.0,1.0,5000.0,3060.0,884000.0,1.0,0.0
2.0,98109.0,3.0,3200.0,1280.0,1005.0,1.0,0.0
3.0,98107.0,2.0,5000.0,2870.0,750000.0,1.0,0.0
2.0,98117.0,1.0,2136.0,2520.0,700000.0,1.0,0.0
2.0,98122.0,2.5,0.09,1550.0,250000.0,0.0,0.0
3.0,98122.0,3.0,985.0,1850.0,795000.0,1.0,0.0
4.0,98115.0,2.0,0.1,2120.0,899000.0,0.0,0.0
3.0,98127.0,2.5,6800.0,1480.0,975000.0,1.0,0.0
2.0,98144.0,2.0,6500.0,1570.0,655000.0,1.0,0.0
2.0,98102.0,2.5,10500.0,1800.0,5000000.0,1.0,0.0
3.0,98117.0,3.0,0.25,870.0,895000.0,1.0,0.0
