beds,zip_code,baths,lot_size,size,price,lot_size_units,size_units
2.0,98125.0,3.0,2480.0,1100.0,770000.0,1.0,0.0
3.0,98108.0,2.0,0.0,878.0,595000.0,1.0,0.0
5.0,98107.0,2.0,2.3,1900.0,575000.0,1.0,0.0
9.0,98102.0,2.0,4415.0,2780.0,1495000.0,1.0,0.0
4.0,98145.0,2.0,2160.0,1230.0,1235000.0,1.0,0.0
4.0,98105.0,2.5,5200.0,1280.0,840000.0,1.0,0.0
3.0,98118.0,2.0,8200.0,568.0,575000.0,1.0,0.0
3.0,98115.0,2.0,8200.0,1660.0,875000.0,1.0,0.0
2.0,98107.0,2.0,0.23,3200.0,975000.0,1.0,0.0
4.0,98125.0,2.0,2290.0,210.0,216050.0,1.0,0.0
2.0,98108.0,2.5,2.0,1950.0,1495000.0,1.0,0.0
3.0,98102.0,3200.0,4030.0,2328.0,733000.0,1.0,0.0
3.0,98115.0,3.0,6500.0,1160.0,140000.0,1.0,0.0
2.0,98144.0,1.0,1.36,2120.0,925000.0,1.0,0.0
4.0,98116.0,3.0,2186.0,1280.0,699000.0,1.0,0.0
6.0,98177.0,1.0,7400.0,1040.0,575000.0,1.0,0.0
4.0,98103.0,3.0,5000.0,1320.0,975000.0,0.0,0.0
4.0,98116.0,3.0,8200.0,1460.0,654000.0,1.0,0.0
2.0,98106.0,1.5,715.0,3190.0,5200000.0,1.0,0.0
3.0,98122.0,1.0,4000.0,1511.0,700000.0,1.0,0.0
3.0,98126.0,2.0,4450.0,780.0,1499000.0,1.0,0.0
2.0,98103.0,3.5,1538.0,970.0,975000.0,1.0,0.0
3.0,98144.0,2.5,4500.0,1120.0,90000.0,1.0,0.0
15.0,98122.0,4.0,707.0,1460.0,180000.0,1.0,0.0
4.0,98199.0,2.0,833.0,1320.0,935000.0,1.0,0.0
3.0,98105.0,1.5,5000.0,1392.0,1226000.0,1.0,0.0
1.0,98117.0,2.0,3000.0,2070.0,616000.0,1.0,0.0
5.0,98103.0,1.5,8500.0,860.0,965000.0,1.0,0.0
3.0,98144.0,2.5,5.5,1370.0,705000.0,1.0,0.0
3.0,98116.0,3.0,1530.0,1630.0,1825000.0,1.0,0.0
2.0,98116.0,2.5,1.0,1531.0,1425000.0,1.0,0.0
4.0,98105.0,1.0,5200.0,1380.0,12999000.0,1.0,0.0
3.0,98108.0,3.0,647.0,2160.0,599000.0,1.0,0.0
4.0,98105.0,1.0,6490.0,1315.0,775000.0,0.0,0.0
4.0,98125.0,2.0,4800.0,2020.0,12500.0,1.0,0.0
2.0,98106.0,2.5,3200.0,1545.0,925000.0,1.0,0.0
3.0,98177.0,2.5,880.0,880.0,1075000.0,1.0,0.0
2.0,98122.0,2.0,4298.0,1620.0,1450000.0,1.0,0.0
3.0,98117.0,2.0,8500.0,4.0,905000.0,1.0,0.0
4.0,98116.0,2.0,4.5,1560.0,799999.0,1.0,0.0
