,min,max,mean,stddev
sanity.data_mismatch.score,0.0,0.0,0.0,0.0
sanity.common_rows_proportion.score,0.0,0.0,0.0,0.0
sanity.nearest_syn_neighbor_distance.mean,0.014212606383156644,0.02516010811677907,0.01832034218396724,0.00436541498846782
sanity.close_values_probability.score,0.966,0.988,0.9815999999999999,0.009736529155710476
sanity.distant_values_probability.score,0.004,0.008,0.0064,0.0016733200530681513
stats.jensenshannon_dist.marginal,0.009606226467126203,0.01148768580843929,0.01085573344563495,0.0007491315014933049
stats.chi_squared_test.marginal,0.562912500091527,0.7013402930736611,0.6547716331512817,0.06035060812526474
stats.inv_kl_divergence.marginal,0.7883593297749952,0.8812398763156566,0.8282315539524904,0.03953822301096442
stats.ks_test.marginal,0.8841190476190476,0.9185831381733021,0.8982781317620031,0.013929988627018053
stats.max_mean_discrepancy.joint,0.005278688524538243,0.01390476190475003,0.009608495092438146,0.0033411487971319632
stats.wasserstein_dist.joint,0.8204737109931034,2.0081822376957628,1.5617787422741087,0.4688994512460296
stats.alpha_precision.delta_precision_alpha_OC,0.6751515151515153,0.8734426229508196,0.7534908701706204,0.0758135027357692
stats.alpha_precision.delta_coverage_beta_OC,0.3806060606060606,0.4957377049180328,0.4414040188053018,0.0442036804809419
stats.alpha_precision.authenticity_OC,0.5,0.5833333333333334,0.5568412924685198,0.03296668182444827
stats.alpha_precision.delta_precision_alpha_naive,0.8297101449275363,0.9014504652435686,0.8595573014713279,0.029876332363780164
stats.alpha_precision.delta_coverage_beta_naive,0.41222222222222227,0.5189071038251367,0.4590262918359853,0.04196380498665756
stats.alpha_precision.authenticity_naive,0.4166666666666667,0.5363636363636364,0.46402848873625774,0.04969682295140714
stats.prdc.precision,0.9727272727272728,0.9967213114754099,0.9887551412711784,0.009526566467454993
stats.prdc.recall,0.962,0.992,0.9763999999999999,0.012915107432770363
stats.prdc.density,0.9745454545454546,1.0866666666666667,1.030757069729985,0.04248579826599107
stats.prdc.coverage,0.524,0.864,0.666,0.13340164916521835
performance.linear_model.gt,0.03678920929206728,0.03678920929206728,0.03678920929206728,0.0
performance.linear_model.syn_id,-0.5926778352336517,-0.005809372046981598,-0.19333425960238182,0.24089361384382124
performance.linear_model.syn_ood,-0.5951342568633506,-0.011438850063086026,-0.19615158337546595,0.24040767994820014
performance.mlp.gt,-7.977301040601837,-7.977301040601837,-7.977301040601837,0.0
performance.mlp.syn_id,-14.786943069723003,-3.515205089723584,-8.998605747457816,3.9951468273640374
performance.mlp.syn_ood,-43.50666794787096,-3.85338931301981,-20.16510358324493,16.192197597683947
performance.xgb.gt,-0.06938796554501196,-0.06938796554501196,-0.06938796554501196,0.0
performance.xgb.syn_id,-0.2154949991402979,0.06129241152935829,-0.09041518997945464,0.11815135241820819
performance.xgb.syn_ood,-0.24328924667090207,0.05350983223482462,-0.11002654945587916,0.12042206903396487
performance.feat_rank_distance.corr,0.30769230769230765,0.5128205128205127,0.41538461538461524,0.09662278810982955
performance.feat_rank_distance.pvalue,0.014950091061202172,0.16348723839175228,0.07589912473072195,0.06755131954780673
detection.detection_xgb.mean,0.7617573529411764,0.8499016393442623,0.8049947659700554,0.034859831622771044
detection.detection_mlp.mean,0.497,0.49800000000000005,0.4978000000000001,0.00044721359549998316
detection.detection_gmm.mean,0.49629411764705883,0.5,0.4992588235294118,0.0016573209715586646
detection.detection_linear.mean,0.5115833333333333,0.5748181818181818,0.5363202430426394,0.023362618268302705
privacy.delta-presence.score,3.6666666544444446,13.999999860000003,10.260605977698807,4.509942018427386
privacy.k-anonymization.gt,1.0,1.0,1.0,0.0
privacy.k-anonymization.syn,1.00000001,1.00000001,1.00000001,0.0
privacy.k-map.score,1.0,2.0,1.2,0.44721359549995804
privacy.distinct l-diversity.gt,1.0,1.0,1.0,0.0
privacy.distinct l-diversity.syn,1.00000001,1.00000001,1.00000001,0.0
privacy.identifiability_score.,0.154,0.38,0.23399999999999999,0.09297311439335568
privacy.identifiability_score._privacy.identifiability_score.OC,0.14,0.374,0.23479999999999998,0.08961696268006408
