has_pets,has_high_education,tr_per_month,top2_interes,mean_tr,relation,age,top4_interes,sex,top1_interes,median_tr,top3_interes,top5_interes,is_parent
0,0,7.609,15,1208.3,0,37,6,2,23,515.75,14,8,1
0,0,4.244,24,1033.329,0,34,18,2,6,700,23,3,1
0,0,4.788,15,10780.761,0,38,3,2,10,2835.05,23,24,1
0,0,15.188,5,1881.986,0,36,16,1,19,668.25,15,17,1
0,0,1.863,6,576.895,0,22,15,1,14,411,21,1,0
0,0,3.204,24,1417.202,0,36,21,1,15,933.6,19,5,1
0,0,1.924,8,1672.321,0,22,19,2,6,1000,2,14,0
0,0,1.536,10,852.244,0,35,7,2,17,645.75,24,5,1
0,0,12.996,21,199.916,0,24,6,1,16,112,15,11,0
0,0,6.212,8,1010.581,0,37,21,1,15,435.085,23,19,0
0,0,11.946,14,2335.021,0,33,6,2,15,1099,16,3,1
0,0,5.636,8,315.27,0,22,7,2,6,114.5,14,25,0
0,0,10.863,0,4067.361,0,29,11,1,10,515.5,20,23,0
0,0,2.278,10,13154.167,0,41,15,2,23,9000,8,19,0
0,0,3.058,6,553.283,0,22,24,2,14,340,15,18,0
0,0,8.306,6,202.925,0,23,16,2,15,162.5,24,21,0
0,0,0.767,14,3166.234,0,33,6,2,15,3166.234,24,21,0
0,0,8.474,6,1645.988,0,39,10,2,2,379.8,14,8,0
0,0,0.767,6,31666.667,0,36,19,2,2,20000,10,24,0
0,0,2.863,24,1545.631,0,32,6,2,8,1282,7,4,1
0,0,0.411,19,13560,0,36,4,1,11,11000,10,5,0
0,0,19.937,23,1510.629,0,43,14,2,8,530.18,15,16,1
0,0,2.508,11,1666.438,0,30,23,1,16,1191.7,5,19,1
0,0,2.689,15,1006.289,0,34,17,1,0,816.5,5,19,1
0,0,1.298,15,11700,0,44,11,1,6,11000,21,24,0
0,0,12.903,2,2686.458,0,48,17,2,10,680,15,24,0
0,0,0.996,6,1572.143,0,39,10,2,24,806.5,2,15,1
0,0,3.611,4,1179.442,0,34,6,1,19,669.4,10,5,1
0,0,1.005,8,134.75,0,20,14,2,6,169,21,18,0
0,0,11.879,14,2807.013,0,46,6,2,21,992.5,15,3,0
0,0,1.562,19,1106.477,0,36,15,1,23,1129,3,10,1
0,0,1.957,25,1552.143,0,32,19,1,23,1118.6,15,14,1
0,0,15.567,19,2252.949,0,34,5,1,16,1099,12,17,1
0,0,7.495,10,1773.313,0,50,15,1,4,618.195,11,5,0
0,0,3.72,8,1091.113,0,27,17,2,2,896.7,15,19,1
0,0,4.731,10,1208.34,0,33,5,1,19,515.5,17,4,1
0,0,0.525,6,12000,0,46,19,1,11,10000,23,24,0
0,0,7.894,15,10780.009,0,40,3,2,10,1500,23,24,0
0,0,3.908,14,155.17,0,21,25,1,6,48,15,23,0
0,0,3.798,15,10950.345,0,66,23,1,11,10000,4,24,0
0,0,14.455,15,1819.663,0,38,4,1,11,500,0,19,0
0,0,2.468,15,12150.781,0,47,24,2,21,10000,23,6,0
0,0,0.838,6,1091.57,0,37,2,2,14,881.95,10,8,1
0,0,3.204,25,1179.427,0,33,10,1,16,669.61,11,0,1
0,0,20.925,15,2713.75,0,50,6,1,23,880.93,21,11,0
0,0,16.489,24,1432.29,0,34,23,2,10,300,14,8,0
0,0,21.419,6,1753.319,0,37,23,2,8,300,16,14,1
0,0,1.647,21,1061.962,0,36,4,1,15,1049,5,3,1
0,0,1.272,6,972.052,0,38,24,2,10,844.36,7,8,1
0,0,14.476,6,2041.127,0,32,10,2,2,378.37,14,23,0
0,0,1.068,24,14964.688,0,43,23,2,8,15000,6,19,0
0,0,2.517,23,1770.792,0,33,8,2,14,1000,15,16,0
0,0,2.991,15,1643.503,0,33,16,1,0,1168.28,19,5,1
0,0,2.255,19,10780.329,0,66,23,1,16,6000,3,15,0
0,0,4.058,19,1407.202,0,37,5,1,11,813.705,15,10,1
0,0,1.171,19,1494.938,0,37,5,1,23,1490.93,0,16,1
0,0,2.701,11,16780.329,0,50,6,1,24,12000,23,21,0
0,0,2.767,5,1572.256,0,36,4,1,19,806.4,23,11,1
0,0,1.302,6,205.869,0,21,15,2,3,100,18,8,0
0,0,1.924,15,3354.167,0,43,10,2,8,1500,23,21,0
0,0,4.854,15,673.922,0,22,6,2,14,200,21,25,0
0,0,2.767,6,1011.792,0,36,23,2,15,334,24,19,0
0,0,4.334,15,1407.424,0,39,23,1,11,966.5,5,2,1
0,0,12.538,25,2541.414,0,41,17,2,2,1100,6,19,0
0,0,1.302,15,1655.439,0,32,0,1,11,1237,6,14,1
0,0,3.204,23,1441.334,0,35,15,1,21,1040.5,0,10,1
0,0,4.387,19,1074.902,0,35,5,1,11,880.08,16,0,1
0,0,8.696,6,166.621,0,22,9,2,14,71,18,19,0
0,0,0.719,10,31666.667,0,57,15,2,8,21000,2,24,0
0,0,4.348,5,1456.503,0,41,0,1,11,634.5,19,16,1
0,0,2.524,15,10740.93,0,52,24,1,11,8000,23,21,0
0,0,1.879,15,1657.957,0,33,23,1,14,1399,16,5,1
0,0,8.396,23,1699.793,0,35,2,2,22,512.9,0,20,1
0,0,9.528,25,1984.082,0,31,0,1,14,497,19,5,0
0,0,7.609,24,1014.247,0,38,15,2,6,659,8,10,1
0,0,16.323,15,4898.787,0,37,19,2,2,1317,10,8,0
0,0,2.727,24,747.242,0,58,18,1,15,827.45,16,23,0
0,0,4.085,23,1478.922,0,31,6,1,15,998,11,21,1
0,0,0.767,5,1349.613,0,36,4,1,11,1168.09,19,9,1
0,0,2.524,16,10307.143,0,34,0,1,11,5000,19,23,0
0,0,1.739,15,2263.321,0,41,8,2,10,1768.25,21,13,1
0,0,11.791,6,1464.486,0,36,15,2,14,382.35,21,3,0
0,0,1.918,8,1760.398,0,27,10,2,24,1600,18,6,0
0,0,5.528,15,1656.985,0,31,18,1,6,575.2,14,21,0
0,0,4.058,24,1443.202,0,33,2,2,6,911.84,15,11,1
0,0,2.811,8,1336.417,0,30,7,2,14,950.5,6,24,1
0,0,11.357,15,3961.122,0,40,3,2,23,544,21,6,1
0,0,2.255,10,14762.322,0,43,15,2,8,8000,2,24,0
0,0,3.064,15,1060.003,0,37,14,2,21,660,6,3,1
0,0,6.294,6,2021.924,0,36,19,1,11,1333.48,9,10,1
0,0,4.731,6,166.138,0,20,15,2,3,21.0,18,21,0
0,0,1.835,10,1173.429,0,34,7,2,8,623,4,25,1
0,0,3.253,23,1179.064,0,34,2,2,6,669.96,10,17,1
0,0,2.967,6,10914.599,0,36,15,2,24,10000,2,19,0
0,0,7.609,8,1059.738,0,38,21,2,6,1025.9,7,24,1
0,0,2.813,15,11709.397,0,33,16,2,14,5000,21,23,0
0,0,14.933,15,1632.649,0,29,6,1,16,500,0,11,0
0,0,2.861,4,1179.988,0,36,21,1,11,1168.48,15,6,1
0,0,3.902,23,11009.153,0,38,6,2,10,4000,24,16,0
0,0,2.814,6,205.736,0,22,15,1,14,200,21,23,0
0,0,1.381,24,1221.200,0,40,23,2,8,934.5,6,19,1
0,0,2.767,15,1672.961,0,36,11,1,19,1018.6,5,23,1
0,0,1.206,15,2838.239,0,37,8,2,2,1833.81,10,24,1
0,0,2.701,15,148.29,0,33,14,1,21,103.9,5,6,0
0,0,15.003,5,1751.435,0,40,17,1,11,724.5,0,20,1
0,0,2.871,15,1092.357,0,37,23,2,8,907.5,19,14,1
0,0,1.562,19,16650,0,41,15,1,11,15000,22,4,0
0,0,2.255,10,15147.571,0,44,9,2,6,13000,23,18,0
0,0,0.709,11,2265.815,0,32,19,1,23,1392.5,15,17,1
0,0,12.538,24,1542.425,0,38,23,2,6,299,8,21,0
0,0,2.517,14,13427.021,0,31,6,2,21,5000,15,1,0
0,0,5.734,24,1042.991,0,30,8,2,6,497,14,21,1
0,0,5.521,5,1409.166,0,33,0,1,16,867.05,19,15,1
0,0,1.81,15,11776.116,0,34,0,1,16,6500,14,24,0
0,0,7.609,19,1547.573,0,32,16,1,5,655.86,17,0,1
0,0,1.944,6,1072.116,0,33,24,2,14,656.6,8,15,1
0,0,21.153,15,925.582,0,30,6,2,14,254,21,16,0
0,0,11.33,15,2051.489,0,48,24,2,21,388.35,23,7,0
0,0,2.727,18,1933.353,0,30,8,2,14,1615.43,16,6,1
0,0,1.957,25,1102.29,0,33,15,1,14,880.76,16,19,1
0,0,1.957,24,1106.477,0,36,19,2,14,1045.5,23,16,1
0,0,2.863,6,1101.34,0,25,21,1,14,901,15,19,1
0,0,1.562,15,1343.432,0,33,0,1,11,1169.645,6,16,1
0,0,2.863,11,1205.381,0,34,22,1,0,899,19,6,1
0,0,9.604,6,481.537,0,21,16,2,5,200,18,19,0
0,0,0.411,5,31666.667,0,47,4,1,9,21000,19,11,0
0,0,1.205,15,17150.821,0,38,6,2,8,11550,7,24,0
0,0,1.323,15,2835.89,0,37,6,2,24,1833,23,21,1
0,0,1.323,2,7167.818,0,33,11,2,10,6000,19,23,0
0,0,5.653,10,1010.341,0,43,15,2,8,369.925,11,21,1
0,0,5.218,11,2197.538,0,33,23,1,16,773.5,15,4,1
0,0,5.073,6,1344.988,0,38,11,1,23,814,19,15,1
0,0,0.933,5,3161.112,0,39,4,1,11,1169,19,10,1
0,0,5.073,15,1003.786,0,31,6,1,14,1000,21,16,0
0,0,0.538,8,1349.16,0,27,19,2,23,1041.5,15,14,1
0,0,3.044,6,1448.64,0,26,10,2,14,1191.6,8,24,1
0,0,1.298,6,972.692,0,25,21,2,24,119,14,2,0
0,0,6.498,6,1108.348,0,37,2,2,10,1021.9,23,8,1
0,0,8.672,25,1076.336,0,36,24,2,6,660,2,23,1
0,0,1.127,6,651.531,0,22,18,2,14,300,19,8,0
0,0,11.977,19,2620.621,0,36,23,1,11,1350,5,20,1
0,0,1.323,6,972.74,0,22,15,2,3,1000,18,8,0
0,0,12.996,6,1642.833,0,30,10,2,24,290,14,15,0
0,0,10.648,8,1490.63,0,31,21,2,6,436.7,24,23,0
0,0,4.249,4,1178.614,0,38,15,1,19,669.21,5,10,1
0,0,1.563,23,11918.654,0,58,15,2,21,10400,10,6,0
0,0,5.653,6,353.931,0,22,15,1,11,164.8,22,23,0
0,0,4.668,23,2527.404,0,42,2,2,6,770.25,10,8,0
0,0,1.005,15,12345.123,0,25,16,1,23,1234.985,24,14,0
0,0,1.084,15,2252.435,0,41,6,2,14,1500,24,16,0
0,0,4.839,11,12008.651,0,38,5,1,19,3007.37,15,4,1
0,0,0.999,14,1269.62,0,33,21,2,6,1168.6,15,3,1
0,0,7.262,5,1499.315,0,36,19,1,23,881.73,11,4,1
0,0,0.719,23,1173.815,0,34,15,1,21,1169.65,0,10,1
0,0,3.204,24,1555.833,0,33,23,2,8,690,6,15,1
0,0,21.597,8,1442.241,0,36,24,2,6,537.82,14,7,0
0,0,5.412,6,1001.739,0,36,15,1,11,709.94,24,18,1
0,0,1.764,24,1173.429,0,34,23,2,6,1008.275,10,2,1
0,0,5.073,15,1341.301,0,36,23,1,14,789.75,6,16,1
0,0,7.609,5,1515.432,0,33,19,1,23,705,11,16,1
0,0,2.278,6,134.25,0,22,18,2,14,169,19,23,0
0,0,0.529,5,2196.54,0,34,0,1,6,1464.78,19,3,1
0,0,11.024,10,2403.549,0,49,7,2,2,1000,24,6,0
0,0,5.521,23,1079.315,0,33,24,2,2,803.05,6,10,1
0,0,11.752,24,1073.31,0,37,8,2,6,300,14,21,0
0,0,14.029,6,3813.828,0,36,23,2,15,601.5,21,24,1
0,0,2.863,15,1492.277,0,35,4,1,5,880.9,19,3,1
0,0,6.498,24,1419.999,0,47,6,2,10,550.25,19,8,0
0,0,4.334,15,1110.699,0,46,6,2,23,821.65,14,18,1
0,0,3.652,5,1179.237,0,35,0,1,19,669,11,6,1
0,0,4.429,10,1408.601,0,35,19,1,11,807.67,5,4,1
0,0,16.699,5,3091.271,0,57,16,2,19,883.5,17,13,0
0,0,4.429,25,1403.181,0,40,19,1,11,720.65,0,5,1
0,0,3.204,10,11743.771,0,36,15,2,2,6500,24,8,0
0,0,5.636,11,1173.403,0,33,22,1,16,720.65,23,15,1
0,0,13.21,0,4312.98,0,33,16,1,23,791,6,15,1
0,0,4.244,15,912.256,0,32,6,1,11,912.256,25,20,1
0,0,3.575,10,1179.931,0,36,9,2,6,669.21,15,8,1
0,0,1.211,6,2834.067,0,25,10,2,24,1300,2,18,0
0,0,1.449,15,1414.481,0,39,25,2,23,777.87,24,17,1
0,0,12.965,16,3321.573,0,33,5,1,19,761.05,0,23,1
0,0,21.153,23,1413.154,0,47,8,2,6,530.5,15,24,1
0,0,9.204,23,1435.745,0,35,19,1,15,397,3,21,1
0,0,1.005,11,1145.748,0,25,22,1,0,1145.748,6,19,1
0,0,10.863,16,2065.513,0,29,5,1,11,511.5,23,14,1
0,0,8.301,14,1815.039,0,33,21,2,6,500,15,24,0
0,0,5.264,6,1730.854,0,40,1,2,21,750,24,14,1
0,0,1.924,8,15599.473,0,50,23,2,2,1494,6,21,0
0,0,13.517,6,1775.255,0,40,2,2,10,400.5,11,23,0
0,0,3.311,14,4337.877,0,31,8,2,6,946.5,24,16,1
0,0,12.501,14,4318.28,0,38,16,2,10,720,24,8,0
0,0,3.712,6,3534.848,0,23,18,2,14,4500,15,25,0
0,0,3.2,6,1179.315,0,24,18,2,14,623,8,7,0
0,0,3.311,19,4393.999,0,36,23,1,15,3751.47,11,4,1
0,0,3.204,19,1122.687,0,32,5,1,0,869.05,17,6,1
0,0,9.204,10,4065.608,0,33,0,1,11,869.75,20,4,0
0,0,2.508,14,172.925,0,22,15,1,6,119,21,1,0
0,0,6.194,6,1440.644,0,38,2,2,10,965.96,23,8,1
0,0,6.418,24,1039.442,0,36,14,2,10,660,8,15,1
0,0,1.449,2,10450.813,0,47,15,2,10,15000,19,12,0
0,0,15.218,15,1322.559,0,31,4,1,16,330,0,24,1
0,0,4.788,10,1533.674,0,41,5,1,19,1287.86,23,15,1
0,0,2.517,4,353.778,0,32,6,1,11,171.5,23,10,0
0,0,1.562,8,3789.444,0,32,19,2,2,1000,15,10,0
0,0,2.517,24,10478.691,0,45,14,2,10,7800,15,9,0
0,0,4.348,23,1572.73,0,32,6,2,14,469,17,15,1
0,0,3.712,15,10913.353,0,34,4,2,2,4000,10,24,0
0,0,5.286,16,1203.949,0,32,5,1,15,597.23,19,17,1
0,0,6.212,6,1010.728,0,30,2,2,14,400,10,15,0
0,0,7.609,11,1548.129,0,26,21,1,6,334.29,18,16,0
0,0,1.949,19,10450.792,0,68,4,2,18,7250,10,16,0
0,0,2.524,23,1492.122,0,35,16,1,15,1085.9,14,3,1
0,0,1.047,15,5096.168,0,32,25,1,14,2900,19,16,0
0,0,1.684,23,1672.74,0,34,16,1,15,770,3,14,1
0,0,16.699,11,2595.22,0,44,9,1,10,1163.21,4,23,0
0,0,8.863,23,1510.336,0,44,3,2,6,465.6,8,15,0
0,0,4.005,6,2054.744,0,36,19,1,11,1729.6,17,8,1
0,0,0.999,15,1251.313,0,37,23,1,10,1251.315,11,5,0
0,0,4.348,10,1346.348,0,34,22,1,11,966.5,19,4,1
0,0,7.609,11,1050.467,0,30,15,1,6,500,17,18,1
0,0,1.684,15,2252.5,0,31,14,2,6,750,8,16,0
0,0,2.508,8,378.642,0,20,14,2,6,200,18,19,0
0,0,0.425,23,1176.815,0,33,15,1,10,1176.815,11,4,1
0,0,2.871,6,933.259,0,22,18,2,14,500,19,8,0
0,0,3.064,19,2051.484,0,31,0,1,11,869,15,5,1
0,0,1.957,18,1545.321,0,22,15,2,6,1200,8,14,0
0,0,7.238,6,1042.147,0,23,19,1,5,501.77,4,15,1
0,0,1.381,15,1092.57,0,35,4,1,11,1040.6,6,19,1
0,0,1.902,10,10750.813,0,69,4,1,11,10000,6,21,0
0,0,12.996,10,2349.431,0,50,6,2,11,499.435,23,2,0
0,0,15.122,24,1859.936,0,32,18,2,6,379.95,23,10,0
