AverageMInFile,NumSatisfactoryTrades,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,PercentTradesWBalance,NumBank2NatlTradesWHighUtilization,MaxDelqEver,NumTrades90Ever2DerogPubRec,NumTrades60Ever2DerogPubRec,MaxDelq2PublicRecLast12M,NumInqLast6M,MSinceMostRecentInqexcl7days,NumTradesOpeninLast12M,MSinceMostRecentDelq,PercentInstallTrades,NetFractionInstallBurden,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,PercentTradesNeverDelq,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumTotalTrades,RiskPerformance
76,16,68,171,3,80,0,6,0,0,6,2,0,2,34,29,39,2,39,76,4,2,17,0
76,16,82,171,15,20,0,6,0,0,6,0,0,0,37,25,-8,0,9,94,1,1,16,1
76,16,71,171,3,67,2,6,0,0,6,0,0,2,21,25,85,0,54,94,7,3,16,1
87,21,82,278,11,44,0,6,0,0,6,0,-7,1,25,27,-8,0,12,91,3,1,22,1
70,8,55,165,4,83,0,5,1,2,4,2,0,3,4,45,24,2,32,73,3,2,11,0
79,30,77,203,8,56,1,8,0,0,7,1,0,2,-7,16,-8,1,18,100,6,1,34,1
84,15,83,204,10,40,0,8,0,0,7,0,-7,1,-7,47,42,0,28,100,1,2,24,1
76,18,86,219,5,80,0,8,0,0,7,1,0,1,-7,53,78,1,2,100,2,2,23,1
89,20,86,235,2,80,0,8,0,0,7,0,-8,1,-7,24,-8,0,27,100,6,-8,21,0
94,15,89,243,30,50,0,8,0,0,7,0,-8,0,-7,27,12,0,2,100,1,2,15,1
76,28,83,236,7,25,0,8,0,0,7,0,7,2,-7,29,-8,0,4,100,2,1,29,1
69,9,89,118,18,40,0,8,0,0,7,0,-8,0,-7,33,-8,0,1,100,1,1,9,1
63,22,61,176,6,70,3,6,0,0,6,3,0,1,12,23,30,3,60,82,5,2,22,0
79,21,88,219,7,14,0,8,0,0,7,0,14,1,-7,24,-8,0,0,100,0,1,21,1
95,13,66,311,8,75,2,6,0,0,6,1,1,1,17,29,20,1,93,93,2,3,14,1
87,27,71,155,12,86,1,6,0,0,6,0,0,0,62,32,57,0,53,96,8,2,28,1
87,27,80,161,11,70,0,6,0,0,6,0,-7,1,43,41,66,0,12,97,2,4,27,1
62,18,81,169,3,57,0,8,0,0,7,0,0,2,-7,20,-8,0,13,100,2,1,20,1
79,21,84,179,4,57,0,8,0,0,7,1,1,1,-7,27,-8,1,10,100,2,2,22,1
63,26,64,168,6,70,2,6,0,0,6,2,0,2,21,47,30,2,68,88,3,4,26,1
87,9,83,278,22,33,0,8,0,0,7,0,21,0,-7,44,-8,0,3,100,1,-8,9,1
94,19,68,182,6,40,0,6,0,0,4,1,1,1,1,33,-8,1,4,95,1,1,21,0
84,21,64,208,11,89,2,6,1,1,6,0,12,1,40,57,81,0,84,96,3,5,23,0
77,21,84,183,7,57,0,8,0,0,7,0,9,1,-7,24,91,0,9,100,2,2,21,1
63,10,83,102,8,50,0,6,0,0,6,0,12,0,12,9,-8,0,0,82,1,-8,10,0
83,16,66,204,11,100,2,8,0,0,7,0,0,1,-7,25,26,0,95,100,6,2,16,0
68,32,75,242,3,44,0,4,1,1,6,1,0,3,17,30,59,1,3,94,3,3,34,1
