AverageMInFile,NumSatisfactoryTrades,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,PercentTradesWBalance,NumBank2NatlTradesWHighUtilization,MaxDelqEver,NumTrades90Ever2DerogPubRec,NumTrades60Ever2DerogPubRec,MaxDelq2PublicRecLast12M,NumInqLast6M,MSinceMostRecentInqexcl7days,NumTradesOpeninLast12M,MSinceMostRecentDelq,PercentInstallTrades,NetFractionInstallBurden,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,PercentTradesNeverDelq,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumTotalTrades,RiskPerformance
85,26,61,254,2,92,3,6,0,0,6,2,0,2,76,30,87,2,57,93,10,3,29,0
59,31,81,141,2,17,0,8,0,0,7,4,0,6,-7,22,89,4,3,100,1,2,33,1
84,9,66,172,2,83,2,8,1,1,7,1,2,1,-7,46,74,1,81,100,3,2,10,1
87,21,64,247,2,78,1,6,0,0,4,1,5,1,2,38,100,1,48,86,5,2,24,0
81,26,85,266,1,53,1,8,0,0,7,2,1,2,-7,30,100,2,12,100,4,3,29,1
145,7,77,302,42,33,1,6,0,0,6,0,-8,0,38,29,-8,0,35,86,1,-8,7,1
69,30,74,179,7,92,1,8,0,0,7,0,6,3,-7,53,54,0,50,100,6,5,30,1
55,11,70,123,6,60,0,2,1,1,0,0,0,1,3,50,60,0,12,92,1,3,12,0
55,30,59,143,5,80,2,6,0,0,4,2,0,1,11,41,96,2,51,91,7,1,34,0
46,23,67,-8,6,64,2,6,0,0,6,1,-7,3,36,25,61,1,29,92,5,3,24,0
76,16,68,171,6,60,1,6,0,0,4,1,1,2,4,25,20,1,1,63,2,2,16,0
84,15,77,256,7,75,1,8,0,0,7,2,0,1,-7,27,-8,2,32,100,5,1,15,0
49,21,69,102,2,43,2,8,0,0,7,7,1,3,-7,22,2,7,46,100,3,2,23,0
63,20,61,176,6,75,1,6,0,0,4,1,0,1,4,17,30,1,46,92,4,2,22,0
77,8,89,138,14,50,0,8,0,0,7,0,0,0,-7,13,-8,0,3,100,2,1,8,1
79,28,87,214,6,14,0,8,0,0,7,0,6,3,-7,7,-8,0,1,100,2,1,30,1
87,27,67,165,12,70,3,6,0,0,5,1,0,0,30,41,54,1,68,93,5,3,27,0
95,13,68,255,23,40,0,6,0,0,4,0,0,0,2,36,-8,0,0,93,0,1,14,0
84,25,81,243,5,30,0,8,0,0,7,1,4,2,-7,19,-8,1,4,100,2,2,16,1
86,21,74,160,7,75,2,6,0,0,6,0,0,1,34,33,-8,0,59,95,4,1,21,0
80,38,86,369,7,25,0,8,0,0,7,1,3,1,-7,28,66,1,6,100,1,3,39,1
48,21,76,175,7,50,1,6,0,0,6,0,-8,1,42,48,88,0,6,95,3,3,21,0
80,26,62,190,4,71,2,6,0,0,4,1,0,2,1,54,79,1,53,87,4,3,29,1
61,11,63,127,6,100,3,6,0,0,6,0,0,1,57,55,19,0,90,91,4,2,11,0
106,11,83,212,3,83,0,8,0,0,7,2,3,2,-7,27,98,2,11,100,3,2,11,1
117,20,89,195,13,55,0,8,0,0,7,0,0,0,-7,30,72,0,4,100,3,2,20,1
81,23,77,247,1,50,1,8,0,0,7,2,1,2,-7,25,46,2,22,100,4,2,24,1
87,5,84,203,22,50,0,8,0,0,7,0,-8,0,-7,17,-8,0,9,100,2,-8,6,1
69,14,63,182,7,75,0,5,0,2,4,2,0,1,4,44,75,2,27,72,3,2,18,0
70,8,62,107,21,83,1,6,0,0,4,1,-7,0,3,25,27,1,65,75,3,2,8,0
77,25,80,139,3,60,1,6,0,0,6,0,22,1,40,23,-8,0,5,96,4,1,26,1
95,31,69,300,5,78,1,8,1,1,6,2,0,2,-7,19,-8,0,28,100,5,1,31,1
95,31,80,300,23,82,1,8,0,0,7,0,0,0,-7,42,33,0,16,100,7,2,31,1
58,10,64,126,2,63,2,8,1,1,7,1,-7,2,-7,18,-8,1,61,100,4,1,12,0
87,16,62,247,2,78,1,4,1,1,2,1,-7,2,3,65,61,1,53,71,3,2,19,0
