AverageMInFile,NumSatisfactoryTrades,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,PercentTradesWBalance,NumBank2NatlTradesWHighUtilization,MaxDelqEver,NumTrades90Ever2DerogPubRec,NumTrades60Ever2DerogPubRec,MaxDelq2PublicRecLast12M,NumInqLast6M,MSinceMostRecentInqexcl7days,NumTradesOpeninLast12M,MSinceMostRecentDelq,PercentInstallTrades,NetFractionInstallBurden,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,PercentTradesNeverDelq,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumTotalTrades,RiskPerformance
82,26,85,197,1,50,0,8,0,0,7,1,-7,2,-7,30,100,1,12,100,3,3,30,1
80,22,76,204,4,67,2,8,0,0,7,0,20,1,-7,41,99,0,46,100,4,2,22,1
69,8,68,184,2,100,2,8,0,0,7,2,4,3,-7,0,-8,2,87,100,5,-8,9,1
76,35,82,150,4,25,0,8,0,0,7,0,0,3,-7,31,-8,0,21,100,1,1,35,1
59,32,81,141,0,13,0,8,0,0,7,1,0,4,-7,9,-8,1,0,100,0,1,34,1
84,9,64,173,4,8,0,4,1,3,6,2,0,2,24,18,-8,2,4,73,2,-8,12,0
43,21,59,82,5,71,3,5,0,2,6,5,0,2,36,54,59,5,50,88,4,3,24,0
76,16,68,171,5,60,1,6,0,0,4,0,0,1,8,25,60,0,53,94,2,2,16,0
71,18,78,258,2,78,0,8,0,0,7,0,10,4,-7,37,77,0,41,100,4,2,19,1
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1
59,31,81,141,2,17,0,8,0,0,7,4,0,6,-7,9,89,4,2,100,2,1,33,0
76,45,82,154,3,42,1,8,0,0,7,0,-8,2,-7,18,99,0,22,100,6,3,47,1
77,20,69,140,3,75,1,8,0,0,7,3,-7,4,-7,25,96,3,61,100,6,1,20,0
81,15,86,171,12,75,0,8,0,0,7,0,10,0,-7,47,18,0,16,100,1,2,15,1
80,16,78,188,8,60,0,6,0,0,4,0,0,1,2,44,20,0,0,94,1,4,16,1
80,14,81,214,3,75,0,8,0,0,7,3,0,3,-7,29,-8,3,16,100,4,2,15,1
53,17,75,168,1,57,0,6,0,0,6,2,0,4,18,20,100,2,4,90,3,2,18,1
76,35,83,151,7,17,0,8,0,0,7,1,3,2,-7,31,-8,1,3,100,1,1,35,1
85,26,74,188,7,70,1,8,0,0,7,0,24,1,-7,41,54,0,46,100,3,4,27,1
82,26,85,197,1,71,0,8,0,0,7,1,-7,2,-7,57,74,1,6,100,2,3,30,1
76,16,75,168,5,83,2,6,0,0,6,0,-7,2,75,19,-8,0,46,94,4,1,16,0
99,26,83,199,10,50,0,8,0,0,7,2,0,1,-7,31,-8,2,0,100,1,2,28,1
85,26,74,188,7,70,1,8,0,0,7,0,24,1,-7,41,54,0,45,100,4,3,27,1
80,22,76,214,4,56,1,8,0,0,7,2,-7,3,-7,23,79,2,14,100,4,2,24,1
105,16,76,182,7,60,0,6,0,0,6,0,7,1,28,13,60,0,14,94,2,1,17,1
81,28,55,246,1,80,2,6,0,0,4,3,0,3,1,47,74,3,44,94,7,4,30,0
62,18,72,181,1,78,0,6,0,0,4,4,0,4,1,52,95,3,28,89,3,2,21,0
48,22,69,114,6,60,2,8,0,0,7,3,1,2,-7,32,61,3,45,100,4,3,23,1
76,35,83,151,11,22,0,8,0,0,7,0,-8,1,-7,11,-8,0,13,100,2,1,35,1
72,36,80,252,5,40,0,8,0,0,7,0,-7,1,-7,25,63,0,14,100,4,2,36,1
63,19,63,162,7,89,1,2,1,1,0,0,0,1,3,30,-8,0,62,85,6,1,20,1
95,23,89,202,12,50,0,8,0,0,7,0,12,0,-7,17,-8,0,8,100,2,2,24,1
66,20,80,148,5,43,0,8,0,0,7,1,0,2,-7,50,-8,1,3,100,2,1,22,1
87,19,73,163,14,100,1,8,0,0,7,2,0,0,-7,50,77,2,90,100,2,2,20,0
83,31,61,188,6,78,1,60,0,0,18,2,0,2,18,56,32,2,56,94,5,2,36,1
87,29,74,163,12,89,1,8,0,0,7,0,0,0,-7,30,67,0,54,100,6,2,30,1
69,30,75,146,3,78,1,8,0,0,7,2,3,5,-7,53,94,2,28,100,3,5,30,1
127,17,77,348,13,80,0,6,0,0,6,0,12,0,25,33,-8,0,24,89,5,1,17,1
80,12,62,116,7,71,2,5,0,1,4,0,0,1,5,14,-8,0,56,71,4,1,14,0
80,14,79,186,4,75,0,8,0,0,7,2,0,1,-7,50,51,2,16,100,2,2,14,0
73,16,75,158,8,100,1,8,0,0,7,1,-7,1,-7,44,84,1,51,100,3,3,16,1
94,15,89,243,30,60,0,8,0,0,7,0,-8,0,-7,27,35,0,5,100,2,2,15,1
110,18,79,285,3,58,1,8,0,0,7,2,1,2,-7,16,-8,2,24,100,6,1,19,1
69,32,70,159,7,53,3,8,0,0,7,1,1,3,-7,3,-8,1,31,100,10,-8,32,1
55,11,88,150,12,38,0,8,0,0,7,0,-8,0,-7,45,82,0,4,100,1,2,11,1
101,36,75,185,3,56,1,8,0,0,7,2,0,3,-7,42,-8,2,31,100,4,3,36,0
50,19,69,88,6,70,1,8,0,0,7,1,0,3,-7,26,-8,1,35,100,4,2,19,1
95,31,69,207,4,27,0,3,1,2,4,0,-7,1,1,18,-8,0,9,86,2,1,35,0
55,24,73,79,5,71,2,8,0,0,7,3,-7,2,-7,29,-8,3,31,100,5,2,24,0
74,16,200,179,23,43,2,8,0,0,7,1,-7,0,-7,24,-8,1,58,100,2,1,17,0
80,32,62,188,7,89,5,6,0,0,6,1,0,1,76,46,59,1,85,96,7,2,33,0
63,20,61,122,5,71,1,6,0,0,4,2,0,1,5,15,-8,2,48,95,5,1,21,0
82,28,81,157,8,71,0,8,0,0,7,1,0,2,-7,31,91,1,19,100,3,3,30,1
78,25,69,200,8,83,2,8,0,0,7,1,0,2,-7,32,91,1,70,100,7,2,25,0
80,32,62,188,6,71,2,6,0,0,6,2,0,1,19,18,72,1,56,94,11,2,32,0
76,35,77,151,7,71,1,8,0,0,7,3,1,3,-7,37,66,3,26,100,5,4,35,1
59,44,81,141,2,44,0,8,0,0,7,3,2,7,-7,43,94,3,7,100,2,3,47,1
79,18,77,150,26,60,0,6,0,0,6,0,0,0,32,78,42,0,0,89,0,3,18,1
68,41,86,93,9,36,0,8,0,0,7,1,0,2,-7,41,-8,1,5,100,2,2,43,1
62,14,84,169,7,50,0,8,0,0,7,0,8,2,-7,14,-8,0,7,100,2,1,14,1
94,19,68,182,19,71,0,6,0,0,4,0,7,0,2,33,28,0,12,95,3,2,19,1
