duration,age,purpose,property_magnitude,foreign_worker,existing_credits,residence_since,own_telephone,other_payment_plans,checking_status,housing,employment,job,target,personal_status,credit_history,num_dependents,savings_status,other_parties,installment_commitment,credit_amount
24,24,4,1,1,1,4,0,1,1,2,1,1,0,0,3,1,1,2,3,1207
24,34,3,0,1,2,2,0,1,3,1,1,1,1,0,1,2,1,2,2,11953
6,54,6,3,1,1,4,0,1,3,1,4,0,1,3,1,1,1,2,4,250
9,37,4,1,1,1,2,0,1,2,1,2,3,1,0,3,1,1,2,1,3568
48,46,3,2,1,1,4,0,1,3,0,0,1,1,3,2,1,1,2,4,3578
36,26,3,0,1,2,2,1,1,3,1,4,0,0,0,3,1,1,2,4,10974
12,57,2,2,1,3,4,0,0,3,0,0,3,1,0,1,1,1,2,2,2747
18,23,9,0,1,2,4,0,1,2,2,1,1,0,0,1,1,1,2,4,1943
6,44,4,3,1,1,1,0,1,3,1,0,1,1,3,3,2,4,2,2,2068
10,23,6,3,1,1,4,0,1,0,2,3,1,1,2,3,1,4,2,3,1495
6,26,6,3,0,1,3,0,0,1,1,1,1,1,2,3,1,1,2,3,590
36,36,9,2,1,1,4,1,1,3,0,0,1,1,3,3,1,4,2,4,8338
12,40,2,1,1,1,4,1,1,1,2,0,1,1,3,3,1,4,2,4,1602
24,50,3,3,1,1,4,1,0,2,1,0,1,1,3,3,1,1,2,2,3654
6,27,3,0,1,2,2,0,1,2,1,2,3,0,0,1,1,1,2,3,1328
12,24,3,3,1,1,3,0,1,1,1,3,1,0,0,3,1,1,2,3,1262
12,23,3,1,1,2,2,0,1,3,1,1,1,1,0,1,1,1,2,2,1255
12,36,6,3,1,3,4,0,1,3,1,1,1,1,3,1,1,0,2,2,1865
27,26,9,0,1,15,2,0,1,2,1,1,1,1,3,2,1,1,2,4,7966
9,30,4,3,1,2,2,0,1,3,1,2,0,1,3,1,2,2,2,4,1231
18,31,0,3,1,1,1,0,0,3,1,3,1,1,3,3,1,2,2,3,3104
24,23,6,0,1,1,4,1,1,1,2,1,1,1,0,3,1,1,0,2,3968
12,27,4,3,1,1,2,0,1,3,1,3,1,1,3,3,1,3,2,1,5381
18,29,0,0,1,1,2,0,0,2,1,1,1,1,3,3,1,1,2,1,3614
24,40,0,0,1,1,3,1,1,3,1,0,1,0,3,3,2,1,2,3,4113
12,35,3,1,1,1,3,0,1,3,1,3,1,1,0,3,1,3,2,2,1592
24,33,6,0,1,1,2,0,1,2,1,1,1,1,3,3,1,1,2,3,6403
6,28,0,1,1,1,3,0,1,3,1,2,3,1,3,3,1,1,2,3,675
24,31,9,2,1,2,3,0,1,3,1,0,1,1,3,1,1,1,2,2,4839
6,47,6,0,1,2,4,0,1,0,1,0,3,1,3,1,2,1,2,1,6000
18,26,6,3,1,1,1,0,1,3,1,1,1,1,0,3,1,1,2,3,1459
24,39,4,3,1,2,4,1,1,1,1,2,0,1,3,1,1,4,2,4,3345
24,33,9,0,1,2,3,1,1,1,1,3,1,1,3,1,1,1,2,2,3872
9,34,6,3,1,2,4,0,1,3,1,1,1,1,3,1,2,1,2,4,1196
12,26,4,1,1,1,2,0,1,1,1,1,1,1,0,3,1,4,2,1,3527
24,26,6,1,1,1,3,0,1,3,1,3,1,1,2,3,1,1,2,4,1311
24,37,4,3,1,2,2,0,0,0,1,3,1,1,3,1,2,1,2,4,1343
18,31,3,1,1,2,2,0,1,3,2,0,0,0,3,1,1,1,2,2,1928
24,28,6,0,1,2,4,1,1,3,1,3,1,1,0,1,1,1,2,4,1924
18,33,3,0,1,2,2,0,1,3,1,1,1,1,3,1,1,1,2,3,1462
24,43,6,3,1,1,1,0,1,3,1,2,3,1,0,0,1,0,2,4,1516
24,31,4,0,1,1,4,0,1,2,1,2,1,0,0,3,1,2,2,4,12649
36,42,4,3,1,1,4,0,1,1,1,0,0,0,3,3,2,1,2,1,4613
15,26,2,1,1,1,4,0,1,3,1,2,1,0,3,3,1,4,2,4,1820
12,39,4,2,1,2,1,0,0,3,0,3,1,1,3,3,2,1,2,4,1290
24,43,6,3,1,1,1,0,1,3,1,2,3,1,0,1,1,0,2,4,1519
24,25,3,2,1,2,4,0,1,2,1,2,3,0,0,1,1,1,2,4,1864
12,49,4,3,1,2,4,0,1,0,1,3,1,1,3,1,1,4,2,4,742
9,35,6,3,1,1,2,0,1,2,1,2,3,1,0,3,1,1,1,1,1124
