duration,age,purpose,property_magnitude,foreign_worker,existing_credits,residence_since,own_telephone,other_payment_plans,checking_status,housing,employment,job,target,personal_status,credit_history,num_dependents,savings_status,other_parties,installment_commitment,credit_amount
15,29,6,1,1,2,3,0,1,3,1,1,1,1,0,4,1,2,2,4,1459
24,36,4,3,1,2,4,1,0,3,1,0,1,1,3,2,1,1,2,4,3345
12,39,6,1,1,1,4,0,1,3,1,0,1,1,0,3,1,4,2,4,1802
18,43,4,0,1,1,3,1,1,3,1,0,1,1,3,1,1,1,2,4,4467
24,25,4,1,1,1,2,0,0,2,1,1,1,1,0,3,1,4,0,2,4110
12,35,4,3,0,1,2,0,1,3,1,2,3,0,0,0,1,3,2,4,3449
24,33,6,0,1,1,2,0,0,1,1,1,1,1,3,0,1,1,2,1,6403
18,23,3,1,1,2,4,0,1,1,2,3,1,0,0,3,1,1,2,2,8108
9,67,4,3,1,2,4,0,1,2,1,0,3,1,0,1,1,4,2,1,2473
12,22,3,3,1,1,4,0,1,1,1,1,1,1,0,3,1,1,1,4,851
24,24,4,1,1,1,4,0,1,1,2,1,1,0,0,3,1,1,2,4,1209
24,39,5,0,1,2,3,1,1,2,1,2,1,0,3,1,2,1,0,2,11929
8,37,6,2,1,2,3,1,0,2,1,0,1,1,3,3,1,1,2,4,646
9,30,3,0,1,1,2,0,1,2,1,1,1,1,3,3,1,1,2,1,3966
24,25,4,0,1,1,4,0,1,1,2,1,1,0,2,3,1,1,2,4,1264
24,43,6,3,1,1,1,0,1,3,1,2,3,1,0,1,1,0,2,4,947
9,43,4,3,1,1,4,1,1,3,1,2,3,1,3,3,1,3,2,1,2134
15,24,4,0,1,1,1,0,1,1,2,2,1,0,0,3,1,1,2,4,952
12,31,3,0,1,1,2,0,0,2,1,2,3,1,3,3,1,1,2,4,1935
24,33,6,0,1,1,4,1,0,3,1,1,0,1,3,3,1,1,2,2,1927
12,35,3,1,0,1,2,0,1,3,1,3,1,1,0,1,1,0,2,3,1592
24,25,3,1,1,2,2,0,1,1,2,1,1,1,0,1,1,1,2,4,2813
24,28,0,0,1,3,4,1,1,2,1,2,1,1,3,3,1,1,2,4,1943
6,43,4,3,1,1,3,0,1,3,1,3,3,1,1,3,1,1,2,3,1124
18,33,3,0,1,1,2,0,1,3,1,1,1,1,3,3,1,1,2,4,2356
12,35,4,2,1,1,3,0,1,2,0,2,3,0,0,0,2,1,2,4,3447
18,25,4,0,1,2,4,0,1,1,2,2,1,1,0,3,1,1,2,4,1892
24,42,6,0,1,1,4,1,1,2,0,0,1,1,3,3,1,1,2,4,1822
30,32,9,0,1,2,2,0,1,3,1,2,1,1,3,2,1,1,2,4,2860
6,47,4,2,1,2,4,0,0,3,1,0,3,1,3,1,2,4,2,1,626
24,43,6,3,1,2,1,0,1,3,1,2,3,1,0,1,1,0,2,4,1516
18,44,2,2,1,1,4,0,0,2,0,2,3,1,0,3,1,2,2,2,5488
12,24,4,1,1,1,2,0,0,1,2,2,1,0,2,3,1,1,2,4,952
