duration,age,purpose,property_magnitude,foreign_worker,existing_credits,residence_since,own_telephone,other_payment_plans,checking_status,housing,employment,job,target,personal_status,credit_history,num_dependents,savings_status,other_parties,installment_commitment,credit_amount
12,28,6,1,1,1,1,0,1,3,1,1,1,1,0,3,1,1,2,4,754
12,45,5,0,1,2,2,0,1,0,1,3,1,1,3,1,2,4,2,4,1123
36,28,4,0,1,1,1,0,1,2,2,2,1,1,0,3,1,2,2,1,7485
21,38,3,1,1,1,4,1,1,3,1,0,1,1,3,3,1,4,2,4,1246
12,37,8,1,1,1,3,0,1,3,1,0,1,1,3,3,2,1,2,4,3449
6,38,6,1,1,1,4,0,1,3,1,0,1,1,3,3,1,4,2,3,1438
9,25,3,0,1,1,4,0,0,2,1,0,1,0,0,3,1,1,2,2,1137
18,24,9,0,1,2,4,1,1,1,1,2,1,0,0,1,1,1,2,4,1249
9,35,4,1,1,2,2,0,1,3,1,1,1,1,3,1,1,1,1,4,1414
24,38,4,0,1,1,2,0,1,3,1,2,3,1,0,1,2,1,2,4,947
24,21,9,2,1,1,4,0,1,3,1,2,1,1,0,3,1,0,2,4,2485
6,24,3,1,1,2,3,0,1,3,2,3,3,1,3,1,1,1,2,3,3442
18,33,7,0,1,1,1,0,1,2,1,2,3,1,1,3,1,1,2,4,1925
12,31,6,3,1,1,2,0,1,2,1,2,3,1,0,3,1,1,1,4,1395
12,37,8,1,1,1,3,0,1,3,1,0,1,1,3,3,2,1,2,4,754
18,43,4,2,1,2,4,0,0,2,0,0,1,0,3,1,1,4,2,4,1442
10,49,4,2,1,2,4,1,1,0,2,2,1,0,0,1,1,1,2,4,1225
12,26,4,1,1,1,2,0,1,2,1,2,1,1,0,3,1,0,2,4,1802
12,54,6,0,1,1,4,0,0,3,1,0,1,1,3,1,1,1,2,4,1391
18,26,6,3,1,1,3,0,1,2,1,1,1,0,2,3,1,1,2,3,1459
24,39,4,3,1,2,4,1,0,3,1,2,0,0,3,1,1,4,2,4,1943
24,33,9,0,1,2,3,1,1,1,1,3,1,1,3,0,1,1,2,4,2294
9,34,6,3,0,2,2,0,1,3,1,2,1,1,3,1,2,1,2,1,3924
12,26,4,3,1,1,3,0,1,1,1,1,1,0,2,3,1,1,2,2,2211
12,35,4,3,1,1,3,0,0,2,1,2,3,0,0,0,2,0,2,4,3447
24,33,6,0,1,2,2,1,1,1,1,1,1,1,3,1,1,1,2,1,6403
18,23,3,1,1,1,4,0,1,1,1,3,1,0,0,3,1,1,2,2,3114
12,26,3,3,1,1,2,0,1,1,1,3,1,1,3,3,1,1,2,4,1773
