sex,race,capital-loss,income,marital-status,native-country,workclass,fnlwgt,capital-gain,hours-per-week,age,occupation,relationship,education,education-num
1,4,0,0,4,38,2,197731,0,40,23,2,3,11,9
0,4,0,0,0,38,2,236363,0,40,52,0,1,15,10
0,4,0,0,4,38,2,180007,0,40,29,0,1,11,9
1,4,0,0,2,38,2,193285,0,40,58,11,0,15,10
1,4,0,0,2,38,2,192314,0,40,43,13,0,11,9
1,4,0,1,2,38,2,190525,0,40,55,3,0,9,13
0,4,0,0,4,38,2,197552,0,20,19,0,3,15,10
1,4,0,0,4,38,2,204653,0,40,26,3,1,9,13
1,4,0,1,2,38,2,208451,0,50,37,9,0,9,13
1,4,0,1,2,38,2,190511,0,40,42,2,0,11,9
0,4,0,0,0,38,2,192251,0,40,33,0,4,11,9
0,4,0,0,4,38,2,191269,0,40,21,0,3,11,9
1,4,0,0,4,38,2,116103,0,40,23,2,3,11,9
0,4,0,0,4,38,2,198183,0,40,22,7,3,11,9
0,4,0,0,0,38,2,184543,0,40,43,0,4,15,10
1,4,0,0,2,38,2,177211,0,40,52,11,0,11,9
1,4,0,0,2,38,2,107452,0,40,26,2,0,11,9
0,4,0,0,4,38,2,197613,0,40,23,0,3,15,10
0,4,0,0,4,38,2,200973,0,40,21,0,3,15,10
1,4,0,0,2,38,2,165599,0,40,28,2,0,11,9
0,4,0,0,4,38,2,188043,0,35,23,11,1,15,10
1,4,0,0,2,38,2,189933,0,40,48,11,0,15,10
1,4,0,1,2,38,2,183612,0,40,42,2,0,15,10
1,4,0,0,4,38,2,176683,0,40,24,7,1,11,9
1,4,0,0,2,38,2,185744,0,40,34,6,0,11,9
1,4,0,1,2,38,2,198145,0,50,50,11,0,9,13
0,4,0,0,4,38,2,185732,0,40,26,0,3,15,10
0,4,0,0,4,38,2,210308,0,20,21,11,3,15,10
1,4,0,1,2,38,2,176992,0,50,44,9,0,10,16
0,4,0,0,4,38,2,199172,0,40,22,0,3,15,10
1,4,0,0,4,38,2,200318,0,40,29,0,1,9,13
1,4,0,1,2,38,2,210381,0,40,38,9,0,12,14
1,4,0,1,2,38,2,168262,0,40,44,2,0,15,10
1,4,0,1,2,38,2,167651,0,40,51,2,0,11,9
1,4,0,0,2,38,2,177211,0,40,35,2,0,11,9
1,4,0,1,2,38,2,190525,0,40,46,12,0,9,13
1,4,0,0,4,38,2,117767,0,40,22,2,1,11,9
1,4,0,1,2,38,2,127728,0,40,55,12,0,15,10
1,4,0,0,2,38,2,182556,0,40,46,2,0,11,9
1,4,0,0,2,38,2,186934,0,40,25,2,0,11,9
1,4,0,0,2,38,2,193047,0,40,33,2,0,11,9
0,4,0,0,4,38,2,175642,0,40,24,0,3,9,13
1,4,0,1,2,38,2,160362,0,40,53,11,0,11,9
0,4,0,0,4,38,2,199915,0,30,22,7,3,11,9
1,4,0,0,4,38,2,184813,0,40,23,2,1,15,10
1,4,0,0,2,38,2,198664,0,40,37,2,0,11,9
0,4,0,0,4,38,2,169699,0,40,21,7,1,15,10
1,4,0,0,2,38,2,112271,0,40,60,2,0,15,10
1,4,0,0,2,38,2,176711,0,40,58,2,0,5,4
1,4,0,0,2,38,2,174189,0,40,37,0,0,11,9
1,4,0,0,4,38,2,188069,0,40,23,2,3,11,9
1,4,0,1,2,38,2,170866,0,40,38,3,0,9,13
1,4,0,0,2,38,2,114059,0,40,47,2,0,15,10
1,4,0,0,2,38,2,194690,0,40,33,2,0,15,10
1,4,0,0,4,38,2,182117,0,40,21,5,3,11,9
1,4,0,0,2,38,2,197286,0,40,35,6,0,11,9
1,4,0,0,2,38,2,191161,0,40,38,2,0,11,9
0,4,0,0,4,38,2,193090,0,40,32,7,3,11,9
1,4,0,0,2,38,2,174189,0,40,49,2,0,11,9
1,4,0,0,2,38,2,206051,0,40,26,2,0,11,9
0,4,0,0,0,38,2,184543,0,40,49,0,1,15,10
0,4,0,0,4,38,2,196678,0,40,25,3,3,9,13
0,4,0,0,0,38,2,165949,0,40,35,0,4,15,10
1,4,0,0,4,38,2,216811,0,20,23,11,3,9,13
1,4,0,0,2,38,2,174789,0,40,39,2,0,11,9
1,4,0,0,2,38,2,180799,0,40,25,5,0,15,10
1,4,0,0,2,38,2,204641,0,40,29,13,0,11,9
1,4,0,0,2,38,2,175069,0,40,38,2,0,11,9
0,4,0,0,4,38,2,175964,0,20,17,11,3,1,7
1,4,0,0,4,38,2,186813,0,50,24,11,1,9,13
1,4,0,1,2,38,2,120277,0,40,48,2,0,11,9
1,4,0,0,4,38,2,203488,0,40,24,11,1,9,13
1,4,0,0,2,38,2,162228,0,40,50,2,0,11,9
0,4,0,0,0,38,2,174995,0,40,49,7,1,15,10
1,4,0,1,2,38,2,204374,0,40,48,2,0,11,9
1,4,0,0,2,38,2,188291,0,40,35,2,0,11,9
1,4,0,0,2,38,2,199763,0,40,32,6,0,11,9
1,4,0,0,2,38,2,113324,0,40,38,2,0,11,9
0,4,0,0,4,38,2,170800,0,40,23,11,1,9,13
1,4,0,0,2,38,2,176101,0,40,33,2,0,11,9
1,4,0,0,2,38,2,208613,0,40,46,2,0,11,9
1,4,0,0,2,38,2,184857,0,40,40,13,0,11,9
1,4,0,1,2,38,2,145139,0,40,47,2,0,11,9
0,4,0,0,0,38,2,117983,0,40,30,0,3,11,9
1,4,0,0,2,38,2,185846,0,40,31,6,0,6,5
1,4,0,0,2,38,2,175854,0,40,39,6,0,11,9
1,4,0,0,2,38,2,188291,0,40,46,2,0,11,9
1,4,0,1,2,38,2,182541,0,45,35,9,0,9,13
1,4,0,0,2,38,2,174789,0,40,33,11,0,11,9
1,4,0,1,2,38,2,177907,0,40,31,11,0,9,13
1,4,0,0,2,38,2,175925,0,40,45,6,0,11,9
1,4,0,0,2,38,2,112271,0,40,42,2,0,11,9
1,4,0,0,4,38,2,115763,0,20,18,5,3,1,7
1,4,0,0,4,38,2,202344,0,40,24,11,1,9,13
1,4,0,0,2,38,2,194901,0,40,48,2,0,11,9
1,4,0,0,2,38,2,194901,0,40,48,2,0,11,9
0,4,0,0,4,38,2,193090,0,40,25,0,3,9,13
1,4,0,0,4,38,2,112362,0,40,21,5,3,11,9
0,4,0,0,4,38,2,194904,0,40,23,7,3,11,9
0,4,0,0,4,38,2,194342,0,40,25,7,3,11,9
1,4,0,0,4,38,2,200511,0,50,25,11,3,15,10
1,4,0,0,2,38,4,115422,0,40,41,2,0,11,9
1,4,0,0,2,38,2,194690,0,40,32,2,0,11,9
0,4,0,0,4,38,2,186909,0,40,23,0,1,11,9
1,4,0,0,4,38,2,187802,0,40,22,7,3,11,9
1,4,0,0,2,38,4,168539,0,40,35,2,0,11,9
0,4,0,0,4,38,2,202203,0,40,22,12,1,9,13
1,4,0,1,2,38,2,208358,0,40,33,9,0,12,14
1,4,0,1,2,38,2,125933,0,40,38,2,0,11,9
0,4,0,0,4,38,2,183523,0,40,19,0,3,11,9
0,4,0,0,4,38,2,198146,0,40,23,9,1,9,13
1,4,0,1,2,38,2,112497,0,40,41,2,0,15,10
1,4,0,0,4,38,2,159759,0,40,23,9,3,9,13
1,4,0,0,4,38,2,116103,0,40,27,2,3,11,9
1,4,0,0,2,38,2,177858,0,40,34,6,0,15,10
1,4,0,1,2,38,2,126675,0,40,32,3,0,9,13
0,4,0,0,4,38,2,207301,0,40,24,0,1,9,13
1,4,0,0,2,38,2,175935,0,40,31,2,0,15,10
1,4,0,0,4,38,2,192203,0,40,20,6,3,11,9
1,4,0,0,2,38,2,174789,0,40,42,11,0,9,13
1,4,0,0,2,38,2,189528,0,40,36,2,0,11,9
0,4,0,0,4,38,2,185057,0,40,34,0,3,15,10
1,4,0,0,2,38,2,193047,0,40,38,2,0,15,10
1,4,0,0,2,38,2,183479,0,40,49,6,0,11,9
1,4,0,0,2,38,2,236599,0,40,46,6,0,11,9
0,4,0,0,4,38,2,188569,0,40,22,0,3,15,10
1,4,0,0,2,38,2,167725,0,40,33,2,0,15,10
0,4,0,0,4,38,2,201743,0,40,22,0,3,11,9
0,4,0,0,4,38,2,183035,0,40,29,0,1,9,13
1,4,0,0,2,38,2,173630,0,40,51,2,0,11,9
0,4,0,0,0,38,2,168906,0,40,47,7,1,11,9
1,4,0,1,2,38,2,191429,0,40,39,6,0,11,9
1,4,0,0,2,38,2,197286,0,40,35,2,0,11,9
1,4,0,0,4,38,2,182752,0,40,25,0,3,15,10
0,4,0,0,4,38,2,176634,0,40,23,11,3,9,13
0,4,0,0,4,38,2,181758,0,40,23,7,3,11,9
1,4,0,0,2,38,2,117849,0,40,27,2,0,15,10
1,4,0,0,4,38,2,176683,0,40,21,7,3,15,10
1,4,0,0,2,38,2,183612,0,40,47,6,0,11,9
1,4,0,0,4,38,2,186648,0,40,21,6,3,11,9
0,4,0,0,4,38,2,186841,0,40,24,0,3,15,10
1,4,0,0,2,38,2,176185,0,40,48,2,0,11,9
1,4,0,0,2,38,2,117963,0,40,41,2,0,11,9
1,4,0,0,2,38,2,167737,0,40,26,2,0,11,9
1,4,0,0,2,38,2,175769,0,40,26,5,0,11,9
1,4,0,1,2,38,2,184964,0,40,44,2,0,11,9
1,4,0,0,4,38,2,236396,0,40,27,2,1,15,10
1,4,0,0,2,38,2,188436,0,40,39,2,0,8,11
0,4,0,0,4,38,2,186634,0,40,22,0,3,15,10
1,4,0,0,4,38,2,169589,0,40,34,7,3,11,9
1,4,0,0,2,38,2,167140,0,40,38,5,0,11,9
1,4,0,0,2,38,2,113870,0,40,49,2,0,11,9
1,4,0,0,2,38,2,182302,0,40,31,2,0,11,9
0,4,0,0,4,38,2,188269,0,40,34,0,1,11,9
1,4,0,0,4,38,2,177828,0,40,32,2,3,11,9
1,4,0,0,2,38,2,174533,0,40,40,2,0,11,9
1,4,0,1,2,38,2,187870,0,40,50,2,0,11,9
1,4,0,0,4,38,2,213385,0,40,19,5,1,11,9
1,4,0,0,2,38,2,191807,0,40,52,6,0,11,9
0,4,0,0,0,38,2,163809,0,40,44,0,4,11,9
1,4,0,0,4,38,2,184655,0,40,27,5,3,11,9
0,4,0,0,0,38,2,143046,0,40,38,2,4,11,9
1,4,0,0,2,38,2,111387,0,40,28,2,0,11,9
0,4,0,0,4,38,2,187161,0,40,26,0,1,11,9
0,4,0,0,4,38,2,163219,0,40,32,9,1,9,13
0,4,0,0,4,38,2,103277,0,40,19,11,3,11,9
1,4,0,0,2,38,2,112271,0,40,34,11,0,11,9
1,4,0,0,2,38,2,110748,0,40,51,2,0,11,9
1,4,0,1,2,38,2,155659,0,40,51,9,0,9,13
1,4,0,0,4,38,2,109053,0,30,18,5,3,11,9
1,4,0,0,2,38,4,204816,0,60,37,2,0,11,9
1,4,0,1,2,38,2,186916,0,40,36,3,0,9,13
0,4,0,0,4,38,2,185732,0,40,25,0,1,11,9
1,4,0,0,4,38,2,236990,0,40,19,5,3,11,9
0,4,0,0,0,38,2,164423,0,40,36,0,4,11,9
0,4,0,0,0,38,2,133938,0,40,45,0,1,15,10
1,4,0,0,2,38,4,175759,0,50,58,4,0,11,9
1,4,0,0,2,38,2,193047,0,40,45,2,0,11,9
1,4,0,0,2,38,2,102130,0,40,51,7,0,15,10
1,4,0,1,2,38,2,102308,0,40,41,9,0,12,14
1,4,0,0,4,38,2,202344,0,40,23,11,1,11,9
1,4,0,0,4,38,2,177945,0,40,28,9,1,9,13
1,4,0,0,2,38,2,195576,0,40,34,6,0,11,9
0,4,0,0,0,38,2,183203,0,40,37,0,1,11,9
1,4,0,0,2,38,4,204984,0,30,54,2,0,11,9
1,4,0,0,2,38,2,167476,0,40,32,2,0,11,9
1,4,0,0,2,38,2,204984,0,40,37,13,0,1,7
0,4,0,0,4,38,2,202200,0,40,24,12,3,9,13
1,4,0,1,2,38,2,198096,0,40,32,3,0,9,13
1,4,0,0,2,38,2,193219,0,40,40,11,0,11,9
1,4,0,1,2,38,2,175339,0,40,38,3,0,9,13
1,4,0,0,2,38,2,198096,0,40,32,13,0,11,9
1,4,0,1,2,38,2,176063,0,40,45,3,0,9,13
0,4,0,0,0,38,2,194630,0,40,44,0,4,15,10
1,4,0,0,4,38,2,192017,0,40,20,5,3,11,9
1,4,0,0,4,38,2,176756,0,40,27,2,3,11,9
1,4,0,0,2,38,2,102130,0,40,37,6,0,11,9
0,4,0,0,4,38,2,185395,0,40,22,0,3,15,10
1,4,0,0,2,38,2,193026,0,40,28,5,0,11,9
1,4,0,0,2,38,2,193026,0,40,28,6,0,11,9
1,4,0,1,2,38,2,207202,0,40,44,2,0,15,10
1,4,0,1,2,38,2,178780,0,40,49,13,0,11,9
1,4,0,0,4,38,2,193565,0,40,20,5,3,15,10
0,4,0,0,4,38,2,20296,0,35,19,7,1,15,10
0,4,0,0,4,38,2,209483,0,35,20,0,3,15,10
1,4,0,0,4,38,2,190227,0,40,19,5,3,11,9
1,4,0,1,2,38,2,180686,0,45,53,13,0,11,9
1,4,0,1,2,38,2,121718,0,45,42,3,0,15,10
1,4,0,0,4,38,2,193285,0,40,28,5,3,11,9
0,4,0,0,4,38,2,176634,0,40,21,0,3,11,9
1,4,0,0,2,38,4,103643,0,40,29,2,0,11,9
1,4,0,0,4,38,2,191444,0,40,21,5,3,11,9
0,4,0,0,0,38,2,183096,0,40,40,0,4,15,10
0,4,0,0,4,38,2,198548,0,40,23,0,3,11,9
1,4,0,0,4,38,2,193026,0,40,25,2,3,11,9
1,4,0,0,2,38,2,113364,0,40,42,2,0,11,9
1,4,0,0,4,38,2,113364,0,40,20,5,3,15,10
0,4,0,0,4,38,2,176178,0,40,20,7,3,11,9
0,4,0,0,4,38,2,198663,0,40,21,7,3,15,10
1,4,0,0,4,38,2,108658,0,40,21,5,3,15,10
0,4,0,0,4,38,2,205101,0,40,23,0,3,9,13
0,4,0,0,0,38,2,147655,0,40,35,0,4,11,9
1,4,0,0,4,38,2,108554,0,40,24,5,3,11,9
1,4,0,0,2,38,2,189933,0,40,31,2,0,11,9
1,4,0,0,2,38,2,159449,0,40,49,2,0,15,10
1,4,0,0,2,38,2,194360,0,40,28,6,0,11,9
1,4,0,1,2,38,2,191856,0,50,47,13,0,15,10
0,4,0,0,4,38,2,118376,0,40,30,0,1,15,10
1,4,0,1,2,38,2,145409,0,40,37,2,0,15,10
1,4,0,0,2,38,2,183620,0,40,60,2,0,11,9
1,4,0,1,2,38,2,191285,0,50,44,3,0,9,13
0,4,0,0,4,38,2,200192,0,40,28,0,3,11,9
1,4,0,0,4,38,2,165922,0,40,22,6,3,11,9
0,4,0,0,4,38,2,174789,0,20,17,11,3,0,6
1,4,0,1,2,38,2,126754,0,50,45,11,0,9,13
1,4,0,1,2,38,2,126754,0,40,39,2,0,11,9
1,4,0,0,2,38,2,187720,0,40,29,2,0,15,10
0,4,0,0,4,38,2,176262,0,40,28,7,3,15,10
1,4,0,0,2,38,2,167781,0,40,32,13,0,11,9
1,4,0,1,2,38,2,145441,0,40,45,2,0,11,9
1,4,0,0,2,38,2,190539,0,40,34,11,0,11,9
1,4,0,1,2,38,2,199058,0,40,38,9,0,12,14
1,4,0,0,4,38,2,174215,0,40,31,0,1,15,10
1,4,0,0,2,38,2,175674,0,40,37,11,0,15,10
1,4,0,0,4,38,2,198148,0,40,24,6,3,11,9
1,4,0,0,2,38,2,117381,0,40,26,2,0,11,9
0,4,0,0,4,38,2,200318,0,40,20,7,1,15,10
1,4,0,0,4,38,2,208946,0,20,22,5,1,15,10
1,4,0,1,2,38,2,170174,0,40,47,11,0,9,13
1,4,0,0,4,38,2,187161,0,40,27,2,1,11,9
0,4,0,0,0,38,2,169092,0,40,35,0,4,15,10
1,4,0,0,2,38,2,117381,0,40,32,5,0,11,9
1,4,0,0,2,38,2,197871,0,40,25,5,0,15,10
1,4,0,0,2,38,2,170411,0,40,52,6,0,11,9
1,4,0,0,2,38,2,195668,0,40,32,6,0,11,9
1,4,0,0,4,38,2,176683,0,40,24,6,3,11,9
1,4,0,0,2,38,4,174789,0,60,49,11,0,9,13
1,4,0,0,4,38,2,172232,0,40,32,7,1,11,9
1,4,0,0,4,38,2,198200,0,40,29,6,3,11,9
1,4,0,1,2,38,2,192869,0,40,44,3,0,12,14
1,4,0,0,2,38,2,192692,0,40,44,2,0,11,9
1,4,0,1,2,38,2,190072,0,40,54,12,0,11,9
1,4,0,0,2,38,2,176683,0,40,40,11,0,11,9
1,4,0,0,2,38,2,114605,0,40,42,2,0,11,9
1,4,0,0,2,38,2,110028,0,40,52,2,0,11,9
1,4,0,0,2,38,2,193882,0,40,43,2,0,15,10
0,4,0,0,4,38,2,168294,0,40,22,11,1,9,13
0,4,0,0,4,38,2,181772,0,40,23,0,1,9,13
1,4,0,1,2,38,2,19302,0,40,60,11,0,11,9
0,4,0,0,0,38,2,103925,0,40,46,0,4,15,10
1,4,0,0,2,38,2,194561,0,40,28,9,0,9,13
1,4,0,0,4,38,2,190227,0,40,26,2,3,11,9
0,4,0,0,4,38,2,183939,0,40,27,0,3,9,13
0,4,0,0,4,38,2,174215,0,40,24,0,3,11,9
1,4,0,0,4,38,2,188432,0,40,20,5,3,11,9
1,4,0,1,2,38,2,120277,0,45,48,3,0,9,13
1,4,0,1,2,38,2,192900,0,40,47,3,0,9,13
1,4,0,0,4,38,2,206351,0,40,21,2,3,11,9
0,4,0,0,4,38,2,201743,0,40,21,0,3,15,10
1,4,0,0,4,38,2,186749,0,40,21,6,3,11,9
0,4,0,0,4,38,2,176684,0,40,32,0,1,15,10
1,4,0,1,2,38,2,167415,0,40,30,9,0,15,10
1,4,0,0,4,38,2,241185,0,40,23,5,1,11,9
1,4,0,0,4,38,2,188834,0,40,22,5,3,11,9
0,4,0,0,0,38,2,168906,0,40,41,7,4,11,9
1,4,0,1,2,38,2,123011,0,40,30,11,0,9,13
0,4,0,0,4,38,2,195994,0,40,27,0,3,11,9
1,4,0,0,4,38,2,224566,0,40,22,2,3,11,9
1,4,0,0,4,38,2,190916,0,40,34,11,1,9,13
1,4,0,1,2,38,4,231160,0,40,52,2,0,11,9
1,4,0,0,4,38,2,177087,0,40,22,6,3,11,9
1,4,0,0,2,38,2,115784,0,40,32,2,0,11,9
1,4,0,0,2,38,2,199058,0,40,31,2,0,11,9
1,4,0,0,4,38,2,175023,0,40,23,5,3,15,10
1,4,0,1,2,38,2,124692,0,40,33,2,0,11,9
1,4,0,1,2,38,2,153326,0,50,47,11,0,11,9
0,4,0,0,4,38,2,187649,0,35,20,0,1,15,10
0,4,0,0,4,38,2,199915,0,40,29,0,1,9,13
0,4,0,0,4,38,2,197666,0,20,18,11,3,1,7
0,4,0,0,0,38,2,164278,0,40,38,11,4,11,9
1,4,0,1,2,38,2,155659,0,50,41,2,0,15,10
1,4,0,0,4,38,2,117767,0,40,23,11,3,15,10
1,4,0,1,2,38,2,180985,0,50,31,3,0,9,13
1,4,0,1,2,38,2,114459,0,40,43,9,0,9,13
0,4,0,0,4,38,2,107658,0,40,22,0,1,11,9
1,4,0,0,4,38,2,110355,0,40,20,5,3,11,9
1,4,0,0,4,38,2,183885,0,40,22,2,3,11,9
1,4,0,1,2,38,2,150533,0,40,41,6,0,11,9
1,4,0,0,2,38,2,182211,0,40,29,2,0,15,10
1,4,0,0,2,38,2,192614,0,40,36,2,0,11,9
0,4,0,0,4,38,2,185057,0,40,31,0,3,11,9
1,4,0,0,2,38,2,205100,0,40,30,2,0,11,9
1,4,0,0,2,38,2,175769,0,40,46,6,0,11,9
0,4,0,0,4,38,2,194905,0,35,19,11,3,15,10
1,4,0,0,2,38,2,186183,0,50,47,13,0,11,9
1,4,0,0,2,38,2,189843,0,40,37,2,0,11,9
0,4,0,0,4,38,2,118376,0,40,23,3,1,9,13
0,4,0,0,0,38,2,195994,0,40,44,3,4,15,10
0,4,0,0,4,38,2,184589,0,30,18,0,3,11,9
0,4,0,0,0,38,2,195881,0,40,39,3,4,15,10
1,4,0,0,4,38,2,107658,0,40,29,5,1,11,9
1,4,0,1,2,38,2,185407,0,40,50,2,0,11,9
0,4,0,0,4,38,2,169323,0,40,33,0,1,11,9
1,4,0,0,2,38,2,202878,0,40,48,2,0,11,9
0,4,0,0,0,38,2,176711,0,40,44,9,4,15,10
1,4,0,1,2,38,2,155659,0,40,38,9,0,12,14
1,4,0,0,2,38,2,193720,0,40,46,2,0,11,9
1,4,0,0,2,38,2,174201,0,40,51,6,0,11,9
1,4,0,0,4,38,2,200450,0,40,23,5,3,15,10
