sex,race,capital-loss,income,marital-status,native-country,workclass,fnlwgt,capital-gain,hours-per-week,age,occupation,relationship,education,education-num
1,4,0,0,2,38,2,208613,0,40,32,2,0,11,9
1,4,0,0,4,38,2,117779,0,40,22,7,3,15,10
1,4,0,1,2,38,2,204227,0,40,51,9,0,15,10
1,4,0,0,2,38,2,187322,0,50,38,13,0,11,9
0,4,0,0,0,38,2,121471,0,40,39,12,4,15,10
0,4,0,0,4,38,2,188568,0,30,23,0,1,7,12
0,4,0,0,4,38,2,176486,0,40,19,7,3,11,9
1,4,0,0,2,38,2,188069,0,40,38,5,0,11,9
1,4,0,0,2,38,2,193494,0,40,30,2,0,11,9
1,4,0,0,4,38,2,194901,0,40,22,0,3,15,10
1,4,0,1,2,38,2,154374,0,40,53,2,0,11,9
1,4,0,0,2,38,2,117381,0,40,33,6,0,11,9
1,4,0,0,2,38,2,169905,0,40,31,2,0,11,9
1,4,0,0,4,38,2,201743,0,40,27,0,1,15,10
1,4,0,0,2,38,2,195576,0,40,31,2,0,11,9
1,4,0,0,2,38,2,167725,0,40,39,2,0,11,9
0,4,0,0,4,38,2,107658,0,40,29,3,1,11,9
0,4,0,0,0,38,2,194630,0,40,29,0,4,11,9
1,4,0,0,2,38,2,173590,0,40,40,6,0,15,10
0,4,0,0,0,38,2,191776,0,40,37,0,4,11,9
1,4,0,0,4,38,2,176711,0,40,23,11,3,9,13
1,4,0,1,2,38,2,125933,0,50,42,3,0,12,14
1,4,0,0,4,38,2,174789,0,40,27,2,3,11,9
1,4,0,0,2,38,2,176683,0,40,47,6,0,11,9
0,4,0,0,0,38,2,175592,0,40,39,0,4,11,9
1,4,0,0,2,38,2,190044,0,40,24,5,0,11,9
1,4,0,0,4,38,2,198663,0,50,27,11,1,9,13
1,4,0,1,2,38,2,176185,0,40,35,2,0,15,10
0,4,0,0,0,38,2,181758,0,40,34,0,4,11,9
0,4,0,0,4,38,2,199340,0,40,18,0,3,11,9
1,4,0,0,4,38,2,189765,0,40,21,7,3,15,10
0,4,0,0,4,38,2,195000,0,40,29,9,1,9,13
1,4,0,1,2,38,2,185099,0,40,38,9,0,9,13
1,4,0,0,4,38,2,103642,0,40,20,7,3,15,10
1,4,0,0,2,38,2,115784,0,40,46,6,0,15,10
1,4,0,1,2,38,2,185407,0,40,38,11,0,15,10
1,4,0,0,4,38,2,216129,0,20,18,7,3,1,7
1,4,0,0,2,38,4,203488,0,40,28,2,0,11,9
1,4,0,0,2,38,2,181820,0,40,30,13,0,15,10
1,4,0,0,4,38,2,116662,0,40,22,3,3,9,13
0,4,0,0,0,38,2,185744,0,40,30,0,1,11,9
0,4,0,0,4,38,2,170230,0,40,34,7,3,11,9
0,4,0,0,0,38,2,197558,0,40,46,0,4,11,9
1,4,0,0,4,38,2,187581,0,40,24,2,3,11,9
