sex,race,capital-loss,income,marital-status,native-country,workclass,fnlwgt,capital-gain,hours-per-week,age,occupation,relationship,education,education-num
1,4,0,0,2,38,2,208613,0,40,36,2,0,11,9
1,4,0,0,2,38,2,208537,0,40,44,2,0,15,10
1,4,0,0,4,38,2,181820,0,20,18,7,3,15,10
0,4,0,0,0,38,2,116580,0,40,47,0,4,11,9
1,4,0,1,2,38,2,208506,0,40,38,3,0,9,13
1,4,0,0,2,38,2,205337,0,40,33,2,0,11,9
1,4,0,0,4,38,2,180060,0,40,21,2,3,11,9
1,4,0,0,4,38,2,185369,0,40,24,6,1,15,10
0,4,0,0,4,38,2,193949,0,40,22,0,3,15,10
0,4,0,0,4,38,2,191444,0,40,30,11,1,11,9
1,4,0,1,2,38,2,180477,0,40,45,9,0,9,13
1,4,0,0,4,38,2,160786,0,40,31,2,3,15,10
0,4,0,0,4,38,2,205359,0,35,23,0,1,15,10
1,4,0,0,2,38,4,111129,0,40,51,2,0,11,9
1,4,0,1,2,38,2,198265,0,40,31,0,0,9,13
1,4,0,0,2,38,2,189933,0,40,42,13,0,11,9
1,4,0,0,2,38,2,170174,0,40,32,0,0,11,9
1,4,0,1,2,38,3,155983,0,60,39,11,0,9,13
1,4,0,0,2,38,4,111746,0,40,28,2,0,11,9
1,4,0,0,4,38,2,201734,0,40,20,13,1,15,10
1,4,0,0,2,38,2,169905,0,40,27,2,0,11,9
0,4,0,0,4,38,2,194096,0,40,32,0,1,11,9
1,4,0,0,2,38,2,114459,0,40,33,0,0,11,9
1,4,0,0,2,38,4,182211,0,40,34,2,0,11,9
1,4,0,0,2,38,4,143766,0,50,47,2,0,15,10
1,4,0,0,4,38,2,116677,0,40,23,2,3,11,9
1,4,0,0,4,38,2,176683,0,40,29,2,3,11,9
1,4,0,1,2,38,2,155659,0,40,43,3,0,12,14
1,4,0,1,2,38,4,159755,0,50,36,9,0,14,15
0,4,0,0,4,38,2,205970,0,40,25,7,1,11,9
1,4,0,0,4,38,2,194630,0,40,24,0,3,9,13
0,4,0,0,4,38,2,175130,0,40,20,0,3,15,10
1,4,0,0,2,38,4,176520,0,40,34,2,0,15,10
1,4,0,1,2,38,2,176683,0,40,40,2,0,15,10
1,4,0,0,2,38,2,190759,0,40,50,13,0,5,4
1,4,0,0,2,38,2,193026,0,40,35,2,0,15,10
1,4,0,0,2,38,2,177927,0,40,32,2,0,15,10
1,4,0,1,2,38,2,207202,0,40,47,3,0,9,13
0,4,0,0,4,38,2,205844,0,40,19,7,1,11,9
1,4,0,0,2,38,2,208956,0,40,37,2,0,11,9
1,4,0,0,4,38,2,192779,0,40,22,6,3,11,9
1,4,0,1,2,38,2,185407,0,40,40,9,0,12,14
1,4,0,0,4,38,2,192323,0,40,21,6,3,15,10
1,4,0,1,2,38,2,119863,0,50,31,9,0,12,14
1,4,0,0,4,38,2,200997,0,40,23,6,3,11,9
1,4,0,0,2,38,2,112271,0,40,48,6,0,11,9
1,4,0,0,2,38,2,199713,0,40,30,2,0,11,9
1,4,0,0,2,38,2,194698,0,40,51,6,0,11,9
1,4,0,1,2,38,2,185099,0,40,44,3,0,12,14
1,4,0,0,4,38,2,176162,0,40,27,2,1,11,9
0,4,0,0,4,38,2,197666,0,40,22,0,1,15,10
0,4,0,0,0,38,2,192946,0,40,41,0,4,15,10
1,4,0,0,4,38,2,181091,0,40,24,7,3,15,10
1,4,0,0,2,38,2,187560,0,40,31,6,0,11,9
1,4,0,0,2,38,2,188246,0,40,33,6,0,11,9
1,4,0,1,2,38,2,155659,0,40,46,13,0,9,13
1,4,0,0,2,38,2,200117,0,40,35,2,0,11,9
0,4,0,0,4,38,2,188612,0,20,17,11,3,0,6
1,4,0,0,2,38,2,205309,0,40,33,2,0,11,9
0,4,0,0,0,38,2,192663,0,40,53,0,1,15,10
1,4,0,1,2,38,2,190290,0,40,48,12,0,15,10
1,4,0,1,2,38,2,154410,0,40,37,9,0,9,13
1,4,0,0,2,38,2,176101,0,40,26,11,0,15,10
1,4,0,1,2,38,2,204402,0,40,34,3,0,9,13
1,4,0,0,2,38,2,175759,0,50,51,11,0,11,9
0,4,0,0,4,38,2,188189,0,40,21,7,3,11,9
1,4,0,0,4,38,2,117767,0,40,25,0,3,11,9
1,4,0,0,4,38,2,224361,0,40,21,5,3,11,9
1,4,0,0,4,38,2,197997,0,40,24,2,1,11,9
1,4,0,1,2,38,2,159726,0,40,40,2,0,15,10
