Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0.08995911971122217,0,0.0,0,172.8221646670246,0.03007191619204657,0.08038497883937024,0.03770549687934743,0.6,6,2,1,1,4,2,False,False
0,38.53772578993518,0,0.005169499258595021,48,1354.2998763882679,0.0026404983189840118,0.011506648274359047,0.008465210507124,0.0,9,2,1,1,2,2,True,False
0,0.0,0,0.12384848463051643,16,495.803218942239,0.0,0.025777813647271948,0.0,0.0,1,3,1,1,1,2,True,False
0,0.6802972073100569,0,0.0,8,387.9092814934919,0.19651443915038344,0.06340941466065884,0.0501470358418591,0.0,6,4,4,1,3,2,False,False
0,0.0,0,0.0,270,9663.535660163716,0.000785764806183872,0.013109425108792882,10.150636959455138,0.0,7,2,1,3,1,2,False,True
0,0.0,0,0.0,9,204.77178339437023,3.63958277757962e-05,0.021832685441690085,0.0,0.0,7,2,9,1,13,2,False,False
11,209.80708077793727,1,65.58827722936377,37,479.6431094436785,0.021120773234348043,0.015366077893525416,9.333892335419533,0.0,7,3,1,1,1,2,True,True
1,106.11277024873792,0,0.0,37,203.51041970445988,0.01241433265703708,0.017911402063289825,0.028238354724932718,0.0,1,1,1,3,1,2,False,True
0,1.2442703743363814,0,0.0,50,1678.7590609697104,0.0014144455183228571,0.023345422229697987,17.428710365518654,0.0,8,2,1,6,8,2,True,True
1,82.33559601986383,0,114.4073916155923,205,1804.7670994378302,0.002074191759552899,0.01756318583750207,0.0,0.0,7,2,1,5,8,2,False,False
8,85.58121901442037,0,0.3145373051324033,20,1850.6375215287997,0.024629335606377156,0.010097132787243411,12.348505587142748,0.0,7,1,1,4,1,2,True,True
0,0.16649607054120993,0,0.0,7,390.4476741976097,0.0007843257217390355,0.01548878821705597,0.04974502716991473,0.0,1,1,1,1,2,0,True,False
4,844.0217487018394,0,385.1876004558858,7,400.70010179724295,0.022138702506674164,0.00571216460366299,0.05534190792898966,0.0,5,3,2,1,6,0,True,False
1,82.74905893294334,0,0.0,15,399.7141719285347,0.00018015265254027544,0.020454811360414847,0.027830453198879345,0.6,6,2,1,4,1,0,False,False
0,0.0,0,0.0,9,1261.5464257551243,0.0,0.023217023465244496,0.03002606902384356,0.6,6,2,2,3,8,0,False,False
10,133.091159038966,0,0.0,129,7654.694140482998,0.0023152599623024574,0.00916940508195933,12.058583729616254,0.0,7,2,1,6,3,2,True,False
2,53.41033032939072,4,40.17002347237279,12,330.6108016082136,0.0,0.020536287422685612,0.018848404698661635,0.0,0,2,1,1,1,2,False,True
6,318.74684826759824,0,0.0,44,7988.45552897058,0.003331364901469774,0.007233548601004154,0.00292823169162538,0.0,4,2,1,7,1,2,True,False
0,0.0,0,0.0,40,1459.7560331073612,0.02026573192700864,0.02072968401091822,0.03253514011409414,0.4,6,2,1,6,2,2,False,False
