target,Dcl,Ao,Iy,Aa,Sh
0,0.643,0.362,2.018,0.157,-0.7
1,1.056,0.502,1.004,0.172,1.046
0,1.134,1.661,0.586,0.257,0
0,0.496,1.493,0.283,1.239,0.57
0,0.359,0.247,0.454,0.076,0
1,0.755,0.525,0.965,0.269,0
0,0.964,0.458,1.753,0.255,-0.454
0,-0.128,0.529,0.11,2.503,-0.053
0,1.064,2.528,0.476,0.567,-0.241
0,1.176,2.21,0.65,0.532,0
0,1.576,0.625,1.126,0.201,0
1,2.288,0.601,-0.772,0.223,1.312
0,0.452,0.331,1.005,0.154,0
0,0.448,1.25,0.283,1.5,-0.148
0,0.416,0.311,0.525,0.106,0
0,-0.264,1.26,-0.108,1.317,0.11
0,0.342,0.538,0.866,0.132,0
0,-0.421,2.723,-0.19,0.769,-0.12
1,1.957,0.561,1.197,0.318,0.716
0,-0.128,0.582,0.108,2.903,-0.053
0,1.2,1.743,0.51,0.324,0
0,1.166,0.496,1.792,0.114,0
0,0.404,0.331,-0.607,0.088,0
0,0.159,0.545,0.131,1.24,0.106
0,1.035,1.861,-0.337,0.502,0
0,0.327,1.263,0.245,2.045,-0.079
0,0.476,1.554,0.517,2.147,0.301
0,-0.143,0.735,-0.081,1.923,0.079
1,0.766,0.394,0.782,0.109,0
0,-0.424,2.042,0.242,0.308,-0.217
0,0.825,1.496,-0.31,0.36,-0.164
0,0.384,1.248,0.343,2.004,-0.137
0,1.496,1.854,0.659,0.324,0
0,1.835,1.254,-0.548,0.165,-0.229
1,0.772,0.778,1.19,0.312,-0.849
0,-0.321,1.73,-0.131,1.03,0.109
0,0.43,0.267,0.504,0.08,0
0,1.03,2.079,0.741,0.52,-0.26
0,-0.117,0.336,-0.073,3.174,-0.05
0,-0.46,2.829,0.321,0.643,0.991
0,2.304,1.131,1.106,0.277,-0.352
0,0.349,1.191,0.199,1.266,-0.209
1,0.645,0.433,1.828,0.111,0
0,1.666,1.256,-0.426,0.333,-0.2
1,2.018,1.496,-0.496,0.961,-0.199
0,1.24,2.203,0.601,0.368,-0.238
1,1.665,0.813,1.386,0.205,0
0,-0.104,0.377,0.077,3.044,-0.047
0,0.43,0.309,-0.205,0.072,0
0,-0.421,2.867,0.422,1.208,0.617
1,1.509,1.309,0.688,1.141,-0.347
0,0.945,2.902,-0.297,0.562,-0.153
0,1.005,1.83,0.448,0.383,-0.447
0,0.513,0.458,1.936,0.162,-0.786
0,0.452,0.309,-0.647,0.148,0
0,1.78,1.203,0.733,0.323,0
0,-0.476,2.256,0.255,0.763,0.252
0,0.43,1.285,0.424,2.254,-0.284
1,0.68,0.415,1.826,0.174,0.984
1,0.972,0.532,1.876,0.156,-0.781
0,2.32,1.004,1.106,0.335,-0.411
1,1.866,0.661,1.962,0.371,0
0,0.496,0.333,-0.535,0.155,0
0,0.316,1.176,0.236,1.883,-0.096
1,0.769,0.871,1.845,0.189,-0.53
0,-0.415,2.406,0.23,1.077,-0.127
0,0.279,0.464,0.208,2.65,-0.065
0,0.643,1.504,0.28,0.255,-0.117
0,-0.479,2.723,-0.199,0.769,-0.133
1,0.521,0.523,1.248,0.189,0.892
0,0.356,1.114,0.195,1.256,-0.13
0,-0.111,0.737,0.111,2.762,0.06
1,0.747,0.545,1.652,0.225,-0.62
0,-0.115,0.419,0.094,2.903,-0.056
0,0.45,0.337,-0.634,0.059,0
1,0.792,0.532,1.526,0.22,1.782
1,1.496,0.732,1.11,0.199,0
0,-0.413,2.24,-0.189,0.922,0.185
0,-0.11,0.435,0.093,3.168,-0.053
1,1.328,0.891,1.504,0.43,1.726
0,-0.427,2.717,0.25,0.883,0.172
