target,Dcl,Ao,Iy,Aa,Sh
0,0.448,1.151,0.448,1.639,1.248
0,0.643,1.921,0.295,0.496,0.19
1,1.464,0.961,0.714,0.384,0.651
0,1.935,1.151,-0.481,0.233,0.513
0,0.448,0.562,-0.099,2.656,-0.047
1,0.73,0.52,1.83,0.174,-0.539
1,0.845,1.007,1.248,0.298,-0.706
0,0.513,1.436,1.399,1.638,-0.442
0,-0.264,1.496,-0.115,1.369,0.103
0,0.769,1.235,0.351,1.58,0.222
0,0.359,0.296,-0.637,0.058,0.998
0,2.328,1.034,-0.668,0.16,0
0,-0.104,0.635,0.14,2.064,-0.061
1,1.796,1.104,0.772,0.929,-0.291
0,0.453,1.191,0.683,2.303,-0.191
0,0.153,0.81,0.148,0.816,0.145
0,0.486,0.406,2.172,0.158,-0.769
0,0.452,0.309,1.474,0.099,0
0,0.513,0.363,1.609,0.155,1.01
0,0.845,2.657,0.311,0.496,0.189
0,0.508,0.295,1.46,0.138,1.872
0,-0.111,-0.275,-0.076,3.359,-0.053
0,1.666,0.561,1.126,0.175,0
0,-0.11,0.36,0.075,2.21,0.061
0,1.504,1.584,0.609,0.456,0
0,-0.414,2.763,0.186,0.738,-0.116
1,1.054,1.116,0.864,0.985,1.072
0,-0.452,2.761,0.28,0.362,-0.117
0,0.327,0.327,0.791,0.076,0.792
1,1.509,0.471,0.729,0.195,0
1,0.7,0.412,1.536,0.235,1.152
0,0.486,0.306,0.798,0.121,0.858
0,1.866,1.666,-0.531,0.273,-0.297
0,-0.112,0.517,-0.066,3.056,-0.041
0,0.176,-0.271,-0.086,3.404,0.072
0,0.485,1.661,0.283,1.077,0.337
1,1.521,1.369,-0.431,1.017,-0.159
1,0.622,0.315,1.782,0.257,1.371
1,1.883,0.562,0.867,0.366,0.508
0,0.188,0.732,0.191,2.24,-0.13
0,1.04,2.503,0.496,0.626,-0.233
0,1.064,0.724,2.191,0.15,-0.666
0,-0.143,0.728,0.11,1.805,0.084
0,0.356,1.03,0.225,2.037,-0.085
0,1.166,0.476,2.131,0.15,-0.849
0,0.945,1.677,0.362,0.267,0.175
0,0.896,0.508,1.878,0.131,-0.896
0,1.09,2.258,0.572,1.276,-0.169
0,0.476,1.871,0.517,1.402,1.039
1,1.796,0.854,1.883,0.554,-0.781
0,1.122,1.573,0.7,1.204,-0.32
0,1.134,1.392,0.468,0.334,0.228
0,0.513,0.339,0.887,0.252,0.917
0,1.037,1.714,0.448,0.251,-0.184
1,1.885,0.751,0.906,0.584,0.441
0,0.978,1.496,0.423,0.268,-0.191
1,1.328,0.814,2.04,0.324,-0.77
0,-0.373,2.302,-0.161,0.56,-0.096
0,0.416,0.329,1.606,0.074,1.27
0,-0.52,3.04,0.313,0.539,0.982
0,0.373,0.875,0.245,2.762,-0.095
0,0.158,-0.273,0.099,3.162,-0.06
0,-0.321,2.4,-0.137,1.302,0.108
0,1.932,0.895,-0.668,0.3,-0.313
0,-0.424,2.73,-0.19,1.107,-0.132
1,1.809,0.593,1.107,0.674,0.79
0,-0.517,2.302,0.333,0.362,-0.109
0,0.32,0.372,0.195,2.28,-0.093
0,0.345,0.269,0.54,0.083,0
0,0.416,0.311,-0.54,0.173,1.737
0,0.149,-0.293,0.129,3.459,-0.06
0,0.404,0.335,1.396,0.143,0.736
0,0.496,1.373,0.283,0.268,0.173
0,0.476,0.544,0.925,0.131,0
0,-0.46,2.556,0.367,0.308,0.599
0,2.224,1.177,1.099,0.214,0
0,-0.43,2.847,0.337,0.307,0.659
0,0.45,0.329,-0.601,0.046,-0.853
1,1.753,0.584,1.183,0.404,1.25
0,0.164,0.729,0.114,2.203,0.066
0,0.512,1.584,0.329,1.302,0.319
0,0.947,2.516,-0.292,0.535,0
0,-0.423,2.781,0.371,0.727,0.794
0,0.627,2.168,0.266,0.341,-0.132
0,0.467,1.433,0.239,1.496,-0.22
0,1.04,2.311,0.482,0.567,-0.189
1,1.328,1.061,1.504,0.32,-0.551
0,-0.424,2.609,-0.239,0.562,-0.166
0,0.911,2.881,0.512,0.542,0
0,0.373,0.296,-0.609,0.155,1.809
0,0.476,1.435,0.455,2.526,-0.181
0,0.159,0.282,0.215,2.557,-0.092
0,-0.436,2.256,-0.201,1.022,-0.141
0,1.064,2.519,0.496,0.648,-0.233
0,1.78,1.108,-0.516,0.229,0
0,-0.104,0.695,0.112,1.555,-0.058
0,0.179,0.81,0.149,1.494,-0.099
0,1.195,0.315,-0.304,2.766,0.269
0,-0.347,2.328,-0.164,0.853,-0.101
0,1.964,1.024,-0.562,0.3,-0.241
0,0.945,2.783,-0.351,0.648,0.201
