target,Dcl,Ao,Iy,Aa,Sh
0,-0.147,0.529,-0.078,3.32,-0.054
0,0.373,1.191,0.648,2.936,-0.178
1,0.866,0.526,1.399,-0.111,0
1,0.743,0.532,1.935,0.118,-0.635
1,1.607,1.058,0.682,0.912,1.169
0,0.45,0.366,0.366,0.095,0.912
0,0.513,1.399,0.373,1.535,-0.13
0,1.064,0.508,1.764,0.094,0
0,-0.111,0.657,0.106,2.043,0.066
0,-0.11,0.608,0.084,2.045,0.069
0,1.936,1.504,-0.548,0.243,0
0,-0.107,0.639,0.14,2.192,-0.065
0,1.122,2.311,0.436,0.567,-0.182
0,1.436,1.965,0.729,0.273,-0.234
0,1.494,1.155,0.551,0.195,-0.204
0,0.468,0.311,1.609,0.098,1.214
0,0.909,2.626,0.441,0.567,0
0,1.122,1.554,0.448,0.252,-0.194
0,0.845,0.481,1.945,0.156,-0.772
0,0.496,1.809,0.23,0.34,-0.116
0,0.648,1.809,0.27,0.27,0.168
0,1.436,0.5,-0.304,3.047,-0.118
0,-0.337,2.26,0.22,1.435,-0.144
0,-0.424,2.573,-0.186,0.791,-0.125
0,1.044,1.704,0.473,0.305,-0.233
1,1.037,0.753,1.077,0.315,-0.724
1,1.521,0.675,1.722,0.436,0
0,0.179,0.577,0.133,1.239,-0.062
0,0.421,0.311,-0.617,0.132,1.516
0,0.643,2.258,0.345,0.252,0.216
0,1.935,1.123,-0.565,0.233,0
0,-0.601,2.647,0.313,0.324,-0.158
0,1.78,1.018,0.798,0.316,-0.34
0,-0.414,2.884,-0.183,0.89,-0.125
0,1.166,1.705,0.468,0.281,-0.228
0,0.512,0.339,1.657,0.138,1.261
0,0.513,0.263,1.48,0.253,1.579
0,0.485,1.431,0.283,1.496,-0.19
0,0.327,1.1,0.149,0.301,-0.06
0,0.485,1.191,0.517,2.845,-0.183
0,-0.117,0.517,0.14,3.019,-0.06
0,0.349,0.496,1.248,0.121,0
0,-0.091,-0.26,0.077,2.85,-0.052
0,0.195,0.292,0.214,2.503,-0.089
0,0.845,1.528,0.514,1.781,0.385
0,1.345,1.359,0.518,0.228,-0.205
0,0.643,0.562,1.936,0.138,0
0,0.648,1.936,0.27,0.216,0.162
0,-0.111,0.648,0.112,2.044,-0.051
0,-0.51,2.717,-0.204,0.598,-0.12
0,-0.415,2.673,0.226,1.021,0.159
0,0.845,2.021,0.399,0.352,-0.194
0,-0.112,0.656,0.128,2.327,-0.047
0,1.936,1.01,0.867,0.476,0.434
0,-0.413,2.718,0.22,1.136,-0.164
0,-0.41,2.609,0.252,1.007,-0.152
0,1.354,1.431,0.517,0.212,-0.201
0,0.504,0.335,-0.923,0.15,0
0,-0.427,2.829,0.288,0.688,0.237
1,1.522,0.617,0.777,0.597,0.615
0,0.643,1.598,0.252,0.211,-0.101
0,0.485,0.406,1.935,0.121,0.917
0,1.356,0.585,1.848,0.124,-0.635
1,0.766,0.766,1.258,0.21,1.258
0,0.661,0.331,1.811,0.236,1.462
1,1.666,0.933,1.116,0.21,-0.397
1,1.935,0.867,-0.782,0.281,1.314
0,0.729,0.433,1.781,0.159,-0.51
0,1.496,0.594,2.191,0.725,-0.585
0,1.608,1.16,-0.564,0.279,-0.285
0,1.504,1.632,-0.44,0.648,-0.21
0,1.78,0.867,0.867,0.229,0
1,1.056,0.7,1.537,0.179,0
1,1.536,0.65,1.044,0.257,0
1,1.531,0.872,1.261,0.15,-0.373
0,0.368,0.767,0.269,2.302,-0.115
0,-0.122,0.517,-0.073,3.696,-0.052
0,-0.427,2.761,-0.204,0.716,0
0,0.845,2.071,-0.195,2.044,-0.11
0,0.133,0.267,0.16,2.533,0.257
0,-0.471,2.831,0.24,0.33,-0.136
0,1.03,1.284,0.472,0.216,-0.233
1,0.928,0.51,1.537,0.189,0
1,1.935,0.889,1.261,0.48,1.037
0,0.508,1.503,0.28,1.378,-0.167
0,-0.51,2.641,-0.212,0.542,-0.131
0,-0.449,2.556,0.27,0.308,-0.117
0,1.763,0.735,0.858,0.115,0
0,-0.477,2.763,-0.191,0.695,-0.126
1,0.782,0.458,1.921,0.231,1.174
0,0.504,0.402,0.504,0.095,0
0,1.935,1.064,-0.545,0.165,-0.225
0,0.617,0.996,1.292,2.406,-0.371
1,1.044,0.798,1.278,0.426,-0.857
0,1.436,1.762,-0.44,0.622,-0.202
0,-0.101,0.648,0.083,1.839,-0.052
0,-0.112,0.638,0.14,2.718,-0.065
0,-0.111,0.665,0.106,2.111,0.066
0,0.404,0.368,1.399,0.159,1.3
0,1.195,1.861,-0.34,0.724,0
0,1.504,1.767,0.658,0.384,-0.285
0,0.643,2.181,0.309,0.798,0.194
0,-0.415,2.746,0.269,1.372,0.19
0,0.845,2.72,0.369,0.854,-0.164
0,0.513,0.434,1.769,0.145,1.263
0,0.513,0.434,1.769,0.145,-0.444
0,0.364,0.89,0.245,2.517,-0.061
0,0.485,1.191,0.188,2.018,-0.089
0,0.485,1.191,0.188,1.464,-0.101
1,1.811,1.029,0.741,0.535,1.261
0,-0.112,0.336,0.13,2.641,-0.063
0,1.122,0.476,0,0.106,0
0,0.444,0.331,-0.697,0.074,0
0,-0.46,2.881,0.345,1.102,0.642
0,0.342,1.314,0.236,1.386,-0.132
0,0.373,0.327,-0.534,0.154,0
0,0.453,0.311,1.464,0.159,1.066
0,-0.127,0.521,0.112,2.717,0.074
0,0.444,0.332,1.19,0.144,1.061
1,1.131,2.527,0.672,0.666,-0.201
0,1.195,0.471,1.792,0.122,-0.652
0,0.508,0.355,1.833,0.143,-0.634
0,1.494,1.503,-0.434,0.648,0.385
1,1.044,2.473,0.715,1.058,-0.214
0,1.04,1.714,0.364,0.332,-0.154
0,0.729,0.643,2.163,0.235,-0.78
0,1.796,0.584,1.107,0.225,0.639
0,0.415,0.312,1.248,0.137,0
0,1.037,1.781,0.478,0.383,-0.227
0,-0.347,2.131,-0.176,0.626,-0.103
0,1.115,1.399,0.441,0.234,0
0,-0.356,2.32,-0.156,1.302,-0.11
0,0.643,2.176,0.38,0.383,0.687
0,1.314,0.572,1.826,0.129,0
0,-0.415,1.794,-0.134,1.436,-0.09
0,2.024,1.233,-0.58,0.343,0
