target,Dcl,Ao,Iy,Aa,Sh
0,2.328,1.264,-0.668,0.277,0.412
1,1.496,0.671,1.188,0.228,0
0,0.32,0.435,-0.085,3.062,-0.057
1,0.933,0.766,1.936,0.226,0
0,0.476,1.769,-0.183,0.82,0
0,0.164,0.855,0.126,2.033,0.083
0,-0.478,2.021,-0.239,0.769,-0.123
0,0.416,0.308,-0.546,0.087,2.109
0,1.464,1.656,-0.469,0.279,-0.211
1,1.166,0.56,1.559,0.181,0
0,0.795,0.795,1.009,0.229,0
0,-0.111,0.651,0.094,2.626,-0.056
0,-0.603,3.064,0.647,0.788,-0.25
0,0.476,1.861,0.517,1.493,0.345
0,0.643,1.883,0.25,0.502,-0.125
0,1.964,0.875,1.109,0.424,0.566
1,0.845,2.591,0.951,0.554,0.649
1,1.928,0.67,1.531,0.583,1.261
0,0.648,1.956,0.32,1.203,0.268
0,1.056,2.441,0.426,0.546,-0.194
0,0.513,0.402,1.839,0.128,1.168
0,1.504,1.769,0.733,0.256,-0.278
0,1.607,1.108,0.688,0.229,-0.293
1,0.845,1.219,0.951,0.878,1.041
0,-0.364,1.911,-0.148,1.384,-0.107
0,-0.11,0.637,0.102,2.762,0.063
0,0.945,2.744,0.326,0.754,0.194
0,0.356,1.25,0.283,2.222,-0.257
0,-0.144,0.729,0.086,1.508,0.077
0,-0.149,0.82,0.075,1.601,0.047
0,0.153,0.851,0.081,1.043,0.074
0,1.835,0.584,1.107,0.269,0.534
0,1.78,0.806,0.806,0.404,-0.376
0,1.435,1.569,0.736,0.273,0
0,1.496,1.807,0.601,0.515,0.645
0,0.945,2.024,0.321,0.475,0.194
0,0.315,0.845,0.312,2.877,0.314
1,1.056,0.513,1.782,0.132,-0.534
0,-0.43,2.131,0.337,0.922,0.837
1,1.531,0.671,-0.621,0.196,1.464
0,0.179,0.482,0.163,2.511,-0.063
0,0.795,0.532,1.609,0.144,-0.594
0,0.648,1.904,-0.178,2.024,-0.104
0,0.135,-0.301,-0.078,3.496,-0.054
0,0.496,1.556,0.343,1.596,0.598
0,0.339,1.01,0.236,2.24,-0.088
1,0.872,0.562,1.406,0.169,1.105
0,1.064,0.735,1.957,0.128,-0.477
0,0.43,1.195,0.342,2.039,-0.129
0,0.648,1.569,0.269,0.215,0.162
0,0.508,1.704,1.359,1.511,-0.312
0,1.666,0.885,1.042,0.229,-0.35
0,1.494,1.781,-0.417,0.617,-0.19
0,0.648,1.569,0.269,0.215,0.162
1,0.779,1.191,1.253,0.279,1.261
0,0.279,0.722,0.269,2.783,-0.107
0,0.188,0.482,0.094,2.511,0.086
0,0.329,1.185,0.236,2.023,-0.06
0,1.056,0.476,2.131,0.15,-0.622
0,1.666,1.25,0.687,0.675,0.551
0,-0.424,2.762,0.257,0.792,0.25
0,0.349,1.379,0.236,1.131,-0.076
1,1.657,0.905,1.627,0.381,-0.961
1,1.516,0.705,0.769,0.43,0.689
0,0.164,0.282,0.159,2.478,0.161
0,-0.363,2.319,0.231,1.936,0.161
0,0.444,0.311,-0.607,0.061,1.925
0,-0.111,-0.26,-0.08,2.87,-0.06
0,0.643,1.904,0.26,0.36,0.154
1,1.607,0.681,0.873,0.584,0.547
0,0.357,1.114,0.245,2.31,-0.088
0,-0.115,0.506,0.14,2.31,-0.065
0,0.643,1.903,0.26,0.36,0.154
0,0.513,1.284,0.339,2.305,-0.118
0,0.179,0.81,0.149,2.025,-0.08
0,1.275,1.203,-0.458,0.15,0
0,2.21,1.396,-0.652,0.296,-0.322
0,0.188,0.482,0.163,2.191,-0.152
1,1.131,2.483,1.283,0.539,-0.397
0,0.496,1.809,0.283,0.252,0.174
0,0.153,0.651,0.078,1.97,0.078
0,0.179,-0.273,0.133,3.058,-0.08
0,0.181,-0.211,0.14,2.561,-0.091
0,0.315,0.372,0.469,0.088,0.468
1,1.763,0.504,0.636,0.923,0.387
1,0.782,0.548,2.24,0.257,2.064
0,1.78,1.024,-0.59,0.159,-0.22
0,0.327,1.18,0.187,1.395,-0.083
0,0.179,0.79,0.122,1.903,0.084
0,-0.41,1.978,-0.147,1.044,-0.092
0,-0.421,2.204,0.27,1.037,0.266
0,0.433,0.332,1.826,0.1,1.372
1,1.668,1.633,-0.372,1.116,-0.159
0,1.248,1.384,0.542,0.172,0
0,-0.363,2.318,-0.161,0.636,-0.075
0,0.268,0.369,0.154,2.72,-0.075
0,0.648,0.577,1.23,0.208,0.685
0,0.342,1.195,0.194,1.205,-0.106
0,1.09,2.192,0.581,0.324,-0.206
0,0.845,2.579,0.441,0.502,0
0,0.845,2.579,0.441,0.502,0
1,1.087,0.557,0.808,0.215,-0.305
0,1.936,1.205,-0.499,0.168,-0.211
0,-0.458,2.854,-0.201,0.58,-0.151
0,0.327,0.353,0.96,0.128,1.9
0,1.464,1.461,0.567,0.211,0
0,1.122,2.424,0.6,0.724,-0.291
1,1.666,1.314,1.042,0.493,-0.571
