sex,race,capital-loss,income,marital-status,native-country,workclass,fnlwgt,capital-gain,hours-per-week,age,occupation,relationship,education,education-num
0,4,0,0,4,38,2,197113,0,40,22,0,3,9,13
1,4,0,1,2,38,2,191127,0,40,33,2,0,15,10
1,4,0,1,2,38,2,184655,0,40,34,9,0,9,13
1,4,0,1,2,38,2,170871,0,40,45,9,0,9,13
1,4,0,0,2,38,2,117210,0,40,39,11,0,11,9
0,4,0,0,4,38,2,182540,0,40,32,11,3,9,13
1,4,0,0,4,38,2,180060,0,40,32,2,1,11,9
1,4,0,0,2,38,2,180477,0,40,34,2,0,11,9
1,4,0,0,2,38,2,169496,0,40,53,2,0,11,9
1,4,0,0,4,38,2,184655,0,40,20,5,3,11,9
1,4,0,0,4,38,2,191807,0,40,26,11,3,9,13
1,4,0,0,4,38,2,111483,0,40,25,5,3,11,9
1,4,0,0,4,38,2,112403,0,40,26,11,3,11,9
1,4,0,1,2,38,2,153132,0,40,44,3,0,9,13
0,4,0,0,4,38,2,169785,0,40,29,7,1,15,10
1,4,0,0,2,38,2,192779,0,40,51,2,0,11,9
1,4,0,1,2,38,2,186035,0,40,50,3,0,9,13
1,4,0,0,4,38,2,202683,0,40,20,5,3,15,10
1,4,0,0,4,38,2,175262,0,40,31,3,1,15,10
1,4,0,0,2,38,2,168539,0,40,34,6,0,11,9
1,4,0,0,2,38,2,204984,0,40,40,2,0,11,9
1,4,0,0,2,38,2,169496,0,40,37,6,0,11,9
1,4,0,0,4,38,2,189843,0,40,23,2,3,11,9
1,4,0,0,2,38,2,186035,0,40,51,2,0,15,10
1,4,0,0,2,38,2,199495,0,40,31,6,0,11,9
1,4,0,0,2,38,2,202027,0,40,34,2,0,11,9
1,4,0,0,2,38,2,202872,0,40,33,2,0,11,9
0,4,0,0,0,38,2,167482,0,40,51,0,4,11,9
1,4,0,0,4,38,2,183523,0,40,23,6,3,11,9
1,4,0,0,2,38,2,180284,0,40,36,2,0,11,9
0,4,0,0,0,38,2,111499,0,40,46,0,4,11,9
1,4,0,0,4,38,2,175024,0,40,27,2,1,11,9
1,4,0,1,2,38,2,125461,0,50,45,9,0,9,13
1,4,0,0,4,38,2,204641,0,40,30,11,3,11,9
1,4,0,0,2,38,2,112840,0,40,41,6,0,11,9
