state_code,bird,lon,lat,lat_zone
38,19,-80.24,41.25,2
44,6,-110.8,39.44,2
41,24,-101.82,43.24,2
31,13,-74.69,39.21,2
15,19,-86.23,38.72,2
3,5,-109.78,32.18,2
31,13,-74.79,40.53,2
12,13,-96.47,42.79,2
29,26,-100.25,42.04,2
21,9,-70.59,43.91,2
15,19,-86.13,39.4,2
35,19,-81.98,40.53,2
34,12,-77.17,43.19,2
15,19,-85.88,40.55,2
14,19,-89.75,40.22,2
22,0,-83.23,43.83,2
32,14,-104.4,36.48,2
2,20,-91.37,35.34,2
23,10,-96.55,47.27,2
44,6,-111.78,41.36,2
32,14,-106.7,34.91,2
14,19,-88.88,41.13,2
48,0,-87.95,45.2,2
27,19,-75.9,36.28,2
0,28,-139.94,59.97,2
36,25,-97.54,36.09,2
10,4,-83.21,30.96,2
46,16,-72.94,44.46,2
28,26,-101.38,48.03,2
40,8,-81.71,33.54,2
18,3,-93.32,32.12,2
5,17,-104.06,39.42,2
44,6,-113.98,39.03,2
6,0,-73.45,41.95,2
21,9,-67.84,46.91,2
50,26,-107.34,44.14,2
46,16,-72.62,43.32,2
31,13,-74.91,40.33,2
46,16,-73.17,43.96,2
28,26,-103.12,48.53,2
46,16,-72.96,42.98,2
26,26,-104.32,48.64,2
43,20,-103.96,29.59,1
5,17,-102.09,37.04,2
44,6,-109.27,38.39,2
12,13,-91.18,42.67,2
23,10,-95.62,45.4,2
25,20,-89.14,31.02,2
50,26,-105.66,41.74,2
17,19,-84.45,36.62,2
15,19,-86.52,39.73,2
4,7,-116.94,36.1,2
12,13,-93.3,41.4,2
8,11,-75.68,39.1,2
10,4,-83.04,33.64,2
23,10,-95.98,47.23,2
30,22,-71.7,44.24,2
17,19,-88.02,37.78,2
26,26,-113.96,47.56,2
48,0,-89.96,43.51,2
18,3,-93.42,31.7,2
39,23,-71.77,41.37,2
36,25,-97.51,35.21,2
38,19,-76.6,40.48,2
25,20,-89.59,31.81,2
24,12,-93.86,37.18,2
46,16,-73.11,43.23,2
45,19,-77.1,38.1,2
39,23,-71.52,41.89,2
25,20,-90.66,31.34,2
16,26,-98.87,37.85,2
44,6,-111.62,41.94,2
24,12,-91.96,39.56,2
43,20,-103.14,29.24,1
45,19,-78.78,37.47,2
14,19,-88.46,41.67,2
30,22,-71.06,44.34,2
16,26,-96.71,37.43,2
46,16,-72.54,44.46,2
31,13,-75.05,40.69,2
18,3,-93.01,31.88,2
14,19,-90.83,40.47,2
48,0,-88.95,43.85,2
32,14,-104.54,34.53,2
45,19,-77.12,36.57,2
1,29,-88,31.74,2
32,14,-106.37,34.19,2
18,3,-90.25,29.85,1
15,19,-86.01,39.85,2
29,26,-96.51,40.43,2
20,1,-75.63,38.23,2
46,16,-72.64,44.8,2
19,2,-72.45,42.69,2
13,18,-113.93,42.02,2
37,26,-123.55,42.07,2
19,2,-71.35,42.53,2
45,19,-78.61,38.64,2
16,26,-101.19,38.81,2
2,20,-90.98,34.11,2
3,5,-110.51,32.28,2
