state_code,bird,lon,lat,lat_zone
12,13,-94.14,41.22,2
38,19,-77.57,40.61,2
22,0,-86.12,42.7,2
36,25,-94.8,34.25,2
39,23,-71.57,41.59,2
12,13,-94.77,42.39,2
35,19,-82.98,40.07,2
41,24,-100.91,45.47,2
38,19,-77.14,41.61,2
26,26,-115.49,48.24,2
18,3,-93.63,32.4,2
39,23,-71.52,41.64,2
12,13,-92.65,42.68,2
50,26,-104.67,43.01,2
8,11,-75.53,38.69,2
25,20,-90.52,31.5,2
23,10,-93.53,44.82,2
46,16,-72.98,42.87,2
33,18,-117.67,39.25,2
9,20,-83.36,30.32,2
6,0,-73.49,41.38,2
24,12,-92.06,38.94,2
44,6,-112.74,38.78,2
24,12,-94.03,38.73,2
4,7,-121.47,39.05,2
21,9,-69.66,45.95,2
24,12,-94.72,39.23,2
27,19,-80.29,36.4,2
50,26,-104.16,41.87,2
9,20,-80.95,26.76,1
20,1,-76.52,39.3,2
23,10,-96.19,47.13,2
35,19,-83.34,38.74,2
33,18,-114.18,36.77,2
20,1,-75.74,38.97,2
14,19,-89.33,37.64,2
25,20,-90.16,32.82,2
25,20,-90.73,31.2,2
6,0,-72.95,41.55,2
48,0,-89.41,43.95,2
16,26,-100.37,38.32,2
34,12,-76.98,42.11,2
24,12,-94.05,38.76,2
44,6,-112.14,40.1,2
24,12,-90.35,38.1,2
30,22,-71.38,44.22,2
9,20,-81.42,29.18,1
11,15,-155.35,19.22,1
0,28,-136.04,58.17,2
38,19,-79.84,42.14,2
26,26,-108.9,47.41,2
36,25,-95.69,36.64,2
42,20,-85.14,36.53,2
1,29,-87.35,31.25,2
42,20,-89.06,35.21,2
35,19,-84.19,40.19,2
5,17,-107.36,39.67,2
50,26,-110.01,44.69,2
3,5,-109.84,36.1,2
48,0,-88.1,43.05,2
40,8,-82.99,34.99,2
26,26,-105.38,45.01,2
47,27,-122.58,45.93,2
21,9,-69.33,44.78,2
0,28,-152.38,66.25,0
33,18,-115.64,41.4,2
50,26,-105.34,43.01,2
26,26,-113.11,47.61,2
36,25,-95.79,36.22,2
12,13,-94.88,43.07,2
36,25,-98.44,35.82,2
8,11,-75.12,38.64,2
2,20,-92.73,33.06,2
35,19,-84.42,39.92,2
29,26,-102.72,42.79,2
13,18,-111.26,42.77,2
44,6,-112.31,39.9,2
3,5,-111.42,31.45,2
23,10,-96.08,45.07,2
44,6,-109.16,40.67,2
49,19,-81.27,38.58,2
46,16,-72.95,44.1,2
39,23,-71.59,41.46,2
21,9,-69.53,45.39,2
15,19,-85.4,41.1,2
27,19,-77.38,34.72,2
3,5,-112.36,33.63,2
10,4,-82.17,31.79,2
29,26,-98.85,42.3,2
15,19,-86.15,38.45,2
5,17,-105.98,37.96,2
8,11,-75.46,38.6,2
50,26,-107,43.08,2
18,3,-91.54,31.61,2
17,19,-86.39,37.98,2
15,19,-85.28,39.11,2
6,0,-73.24,41.53,2
46,16,-71.65,44.55,2
21,9,-68.02,46.58,2
43,20,-103.58,31.66,2
