state_code,bird,lon,lat,lat_zone
22,0,-87.62,46.43,2
15,19,-87.45,39.55,2
44,6,-111.21,38.53,2
28,26,-103.32,46.02,2
21,9,-68.38,44.47,2
40,8,-82.28,34.14,2
0,28,-153.19,58.16,2
48,0,-90.59,43.77,2
45,19,-80.68,37.27,2
8,11,-75.6,38.92,2
31,13,-74.93,39.29,2
22,0,-84.43,42.43,2
25,20,-90.38,33.54,2
37,26,-117.98,44.99,2
30,22,-72.13,42.93,2
41,24,-103.47,44.31,2
3,5,-114.14,34.18,2
48,0,-88.58,42.61,2
4,7,-116.51,35.13,2
11,15,-155.81,19.31,1
32,14,-107.71,35.14,2
30,22,-71.61,44.45,2
26,26,-111.08,48.96,2
38,19,-75.57,41.87,2
8,11,-75.22,38.48,2
22,0,-83.45,43.55,2
24,12,-89.67,37.19,2
8,11,-75.57,39.41,2
34,12,-72.59,40.9,2
13,18,-116.45,42.9,2
40,8,-79.03,33.95,2
16,26,-101.58,38.43,2
31,13,-74.63,40.57,2
6,0,-73.16,41.21,2
50,26,-105.64,44.65,2
34,12,-78.26,42.87,2
46,16,-72.76,45,2
28,26,-98.77,47.46,2
50,26,-106.96,44.94,2
9,20,-80.34,27.42,1
23,10,-93.23,47.76,2
38,19,-77.43,41.29,2
27,19,-80.31,36,2
16,26,-95.8,38.8,2
0,28,-151.56,60.12,0
3,5,-109.96,36.5,2
7,21,-76.98,38.91,2
47,27,-118.07,46.2,2
39,23,-71.64,41.64,2
5,17,-104.92,38.55,2
17,19,-84.77,37.5,2
22,0,-85.21,44.7,2
33,18,-118.94,40.09,2
12,13,-94.71,40.7,2
50,26,-106.19,42.09,2
31,13,-74.59,39.34,2
4,7,-117.31,35.4,2
36,25,-94.46,35.44,2
45,19,-79.49,37.43,2
18,3,-91.87,30.47,2
39,23,-71.16,41.49,2
25,20,-90.29,32.73,2
3,5,-113.57,32.15,2
8,11,-75.7,38.64,2
9,20,-82.35,27.99,1
0,28,-142.42,60.19,0
28,26,-103.26,47.89,2
22,0,-87.13,46.15,2
9,20,-81.33,28.08,1
0,28,-153.49,66.17,0
36,25,-96.56,36.92,2
42,20,-84.02,35.7,2
50,26,-106.31,43.7,2
22,0,-85.06,45.1,2
28,26,-97.72,48.88,2
9,20,-81.93,30.8,2
26,26,-111.15,45.6,2
12,13,-95.15,41.09,2
37,26,-122.04,42.01,2
16,26,-97.88,38,2
18,3,-91.38,32.43,2
21,9,-67.58,45.25,2
7,21,-76.95,38.88,2
35,19,-81.11,40.54,2
45,19,-76.89,37.95,2
31,13,-74.03,40.32,2
43,20,-98.22,26.53,1
19,2,-72.35,42.11,2
2,20,-92.3,33.29,2
34,12,-72.93,40.86,2
15,19,-85.47,38.6,2
26,26,-112.79,46.08,2
35,19,-83.93,41.66,2
0,28,-143.3,65,0
27,19,-78.07,35.34,2
45,19,-76.93,37.27,2
25,20,-89.21,30.8,2
28,26,-99.3,48.49,2
1,29,-87.14,33.04,2
7,21,-77,38.9,2
