state_code,bird,lon,lat,lat_zone
14,19,-90.29,40.66,2
23,10,-94.73,47.61,2
44,6,-113.85,37.88,2
20,1,-79.29,39.59,2
44,6,-109.4,39.3,2
16,26,-95.68,38.83,2
3,5,-110.21,34.04,2
48,0,-87.82,42.5,2
2,20,-94.33,34.82,2
42,20,-83.2,36.24,2
0,28,-152.42,63.63,0
33,18,-116.77,39.06,2
47,27,-121.08,47.34,2
42,20,-83.05,36.3,2
40,8,-78.96,34.16,2
1,29,-86.41,33.1,2
1,29,-88,33.58,2
19,2,-71.02,41.78,2
1,29,-86.48,33.24,2
12,13,-94.62,40.97,2
13,18,-113.19,43.3,2
33,18,-115.99,38.73,2
6,0,-73.63,41.03,2
3,5,-110.52,34.45,2
35,19,-81.01,39.64,2
2,20,-93.67,35.77,2
34,12,-75.76,44.47,2
13,18,-115.69,43.27,2
7,21,-77.03,38.82,2
24,12,-94.54,36.77,2
38,19,-76.81,40.83,2
43,20,-95.26,32.23,2
25,20,-89.37,34.86,2
42,20,-87.13,36.54,2
48,0,-88.22,45.38,2
48,0,-88.77,44.94,2
4,7,-116.78,32.85,2
44,6,-110.26,38.91,2
14,19,-89.03,39.03,2
43,20,-104.23,31.87,2
42,20,-89.65,35.92,2
24,12,-93.69,36.73,2
38,19,-78.54,41.22,2
35,19,-83.77,39.54,2
30,22,-71.11,44.23,2
6,0,-72.27,41.57,2
29,26,-100.86,40.54,2
10,4,-81.33,32.25,2
48,0,-92.14,46.7,2
44,6,-111.59,37.91,2
6,0,-72.69,41.45,2
32,14,-103.55,34.29,2
46,16,-72.32,43.73,2
18,3,-92.86,31,2
44,6,-112.32,41.1,2
32,14,-106.97,32.34,2
14,19,-88.62,40.49,2
21,9,-68.85,45.24,2
36,25,-98.5,35.28,2
25,20,-89.02,31.34,2
16,26,-96.96,37.03,2
23,10,-94.16,47.82,2
44,6,-109.35,40.86,2
32,14,-107.91,33.55,2
8,11,-75.64,38.58,2
24,12,-92.39,36.88,2
34,12,-75.02,43.11,2
40,8,-79.9,33.59,2
3,5,-111.66,35.76,2
46,16,-71.66,44.91,2
6,0,-72.94,42,2
39,23,-71.66,41.49,2
49,19,-81.88,38.58,2
42,20,-85.94,36.57,2
46,16,-71.95,44.64,2
41,24,-100.91,44.48,2
12,13,-92.16,42.65,2
47,27,-120.91,48.24,2
7,21,-77.03,38.89,2
32,14,-106.18,35.45,2
18,3,-92.61,30.3,2
31,13,-74.03,40.92,2
18,3,-91.96,31.46,2
1,29,-87.64,31.55,2
48,0,-90.46,43.49,2
49,19,-79.25,39.01,2
4,7,-117.91,34.82,2
39,23,-71.45,41.95,2
14,19,-89.21,39.62,2
29,26,-99.43,41.41,2
16,26,-99.11,38.24,2
39,23,-71.75,41.38,2
45,19,-80.11,36.73,2
14,19,-88.71,39.78,2
25,20,-88.21,34.68,2
29,26,-99.44,42.86,2
37,26,-122.86,42.58,2
26,26,-113.5,47.55,2
21,9,-69.6,44.38,2
4,7,-122.1,36.98,2
