Administrative_Duration,Administrative,PageValues,Informational,Revenue,ExitRates,ProductRelated_Duration,ProductRelated,OperatingSystems,SpecialDay,TrafficType,Browser,Month,VisitorType,Region,Weekend,BounceRates,Informational_Duration
0,0,0,0,0,0.033,109,3,3,0,3,2,6,2,1,0,0,0
0,0,0,0,0,0.05,56,4,2,0,2,2,6,2,1,0,0,0
0,0,0,0,0,0.15,34,4,3,0.6,3,2,6,2,1,0,0.1,0
0,0,0,0,0,0.1,34.2,2,2,0,3,4,3,2,3,1,0,0
0,0,0,0,0,0.021,145.5,13,2,0,3,2,6,2,3,0,0,0
0,0,0,0,0,0.2,0,1,2,0,1,2,5,2,1,0,0.2,0
0,0,0,0,0,0.2,0,1,2,0,1,2,5,2,1,0,0.2,0
0,0,0,0,0,0.2,0,1,1,0,3,1,6,2,1,0,0.2,0
0,0,0,0,0,0.1,7,2,2,0,1,2,5,2,1,0,0,0
0,0,0,0,0,0.029,127,7,2,0,3,2,6,2,3,0,0,0
0,0,0,0,0,0.2,0,1,3,0,3,2,6,2,9,0,0.2,0
0,0,0,0,0,0.2,0,1,2,0,1,2,5,2,1,0,0.2,0
0,0,0,0,0,0.033,109.25,6,8,0,20,13,1,1,9,0,0,0
0,0,0,0,0,0.067,116.5,6,2,0,3,4,6,2,1,0,0,0
0,0,0,0,0,0.021,935.875,33,2,0,2,2,7,0,1,0,0,0
0,0,0,0,0,0.2,0,1,2,0,1,2,7,2,3,0,0.2,0
0,0,0,0,0,0.2,0,1,1,0,3,1,6,2,1,0,0.2,0
0,0,0,0,0,0.067,21.25,3,3,0,2,2,7,0,4,1,0,0
0,0,0,0,0,0.2,0,1,2,0,1,2,5,2,1,0,0.2,0
0,0,0,0,0,0.2,0,1,3,0,3,2,6,2,1,0,0.2,0
0,0,0,0,0,0.2,0,1,2,0,1,2,1,2,5,0,0.2,0
0,0,0,0,0,0.067,54.5,3,2,0,2,4,1,2,3,0,0,0
0,0,0,0,0,0.04,72.75,5,3,0,2,2,7,0,1,0,0,0
0,0,0,0,0,0.2,0,1,1,0,3,1,6,2,4,0,0.2,0
0,0,0,0,0,0.1,27,3,2,0.8,3,2,6,2,3,0,0.067,0
0,0,0,0,0,0.2,0,1,1,0,3,1,6,2,3,0,0.2,0
0,0,0,0,0,0.033,312,3,1,0,2,1,5,2,1,1,0,0
0,0,0,0,0,0.2,0,1,2,0,3,2,6,2,1,0,0.2,0
0,0,0,0,0,0.033,81.75,3,3,0,6,2,1,2,3,0,0,0
0,0,0,0,0,0.2,0,1,2,0,3,2,6,2,1,0,0.2,0
0,0,0,0,0,0.014,655.783,28,2,0,1,2,1,2,1,0,0.007,0
0,0,0,0,0,0.1,12,2,1,0,3,1,6,2,1,0,0,0
0,0,0,0,0,0.1,4,2,2,0,1,2,5,2,1,0,0,0
0,0,0,0,0,0.2,0,1,2,0,1,2,1,2,7,1,0.2,0
0,0,0,0,0,0.05,32,4,2,0,2,2,7,0,1,0,0,0
0,0,0,0,0,0.05,81.083,6,2,0,2,2,1,0,1,0,0.033,0
0,0,0,0,0,0.1,65.4,2,3,0,13,2,0,2,3,0,0,0
0,0,0,0,0,0.05,93,8,2,0,1,2,1,2,7,0,0,0
0,0,0,0,0,0.1,15,2,2,0,1,2,5,2,1,0,0,0
0,0,0,0,0,0.04,111.25,5,2,0,3,2,7,2,1,0,0,0
0,0,0,0,0,0.067,21,6,2,0,3,2,6,2,3,0,0,0
0,0,0,0,0,0.2,0,1,2,0,1,4,5,2,1,0,0.2,0
0,0,0,0,0,0.02,106.5,5,2,0,8,2,1,0,4,0,0,0
0,0,0,0,0,0.05,143.5,4,2,0,2,2,6,2,8,0,0,0
0,0,0,0,0,0.2,0,1,2,0,1,2,5,2,1,0,0.2,0
0,0,0,0,0,0.2,0,1,2,0,1,2,5,2,1,0,0.2,0
0,0,0,0,0,0.067,98,3,1,0,3,1,6,2,3,0,0,0
0,0,0,0,0,0.04,228,5,2,0,13,2,6,2,1,0,0,0
0,0,0,0,0,0.025,111.667,8,2,0,2,2,5,2,3,0,0,0
0,0,0,0,0,0.2,0,1,1,0,3,1,6,2,4,0,0.2,0
0,0,0,0,0,0.1,34,2,2,0,2,2,1,2,1,0,0,0
0,0,0,0,0,0.2,0,1,2,0,3,2,6,2,1,0,0.2,0
0,0,0,0,0,0.04,253,6,2,0,1,4,5,2,3,0,0,0
0,0,0,0,0,0.2,0,1,3,0,3,2,7,2,1,0,0.2,0
