Administrative_Duration,Administrative,PageValues,Informational,Revenue,ExitRates,ProductRelated_Duration,ProductRelated,OperatingSystems,SpecialDay,TrafficType,Browser,Month,VisitorType,Region,Weekend,BounceRates,Informational_Duration
0,0,0,0,0,0.025,96.25,4,1,0,2,1,1,2,3,1,0,0
0,0,0,0,0,0.02,570.5,10,2,0,3,2,5,2,3,0,0,0
0,0,0,0,0,0.067,50.2,3,2,0,1,2,3,2,1,1,0,0
0,0,0,0,0,0.067,62.4,3,2,0,2,2,9,2,3,0,0,0
0,0,0,0,0,0.014,1203.647,56,3,0,3,2,7,2,1,0,0.007,0
0,0,0,0,0,0.2,0,1,2,0,3,2,6,2,2,0,0.2,0
0,0,0,0,0,0.2,0,1,1,0,1,1,5,2,8,0,0.2,0
0,0,0,0,0,0.04,112,5,2,0,1,4,5,2,1,0,0,0
0,0,0,0,0,0.1,11,2,2,0,6,2,7,2,6,1,0,0
0,0,0,0,0,0.1,19,2,2,0,1,2,5,2,1,0,0,0
0,0,0,0,0,0.2,0,1,2,0,1,2,7,2,1,0,0.2,0
0,0,0,0,0,0.067,116,6,2,0,3,2,2,2,3,0,0,0
0,0,0,0,0,0.2,0,1,1,0,1,1,5,2,2,0,0.2,0
0,0,0,0,0,0.033,1038,3,2,0,1,2,2,2,3,0,0,0
0,0,0,0,0,0.04,112,5,2,0,1,4,5,2,1,0,0,0
0,0,0,0,0,0.2,0,1,1,0,3,1,6,2,1,0,0.2,0
0,0,0,0,0,0.2,0,1,2,0,13,2,6,2,1,0,0.2,0
0,0,0,0,0,0.04,183.5,5,2,0,2,2,1,0,1,0,0,0
0,0,0,0,0,0.2,0,1,1,0,1,1,5,2,8,0,0.2,0
0,0,0,0,0,0.05,93,8,2,0,1,2,7,2,1,0,0,0
0,0,0,0,0,0.2,0,1,3,0,1,2,1,2,4,0,0.2,0
0,0,0,0,0,0.2,0,1,2,0,3,2,6,2,1,0,0.2,0
0,0,0,0,0,0.2,0,1,3,0,1,2,5,2,3,0,0.2,0
0,0,0,0,0,0.033,81.75,3,3,0,6,2,1,2,1,0,0,0
0,0,0,0,0,0.2,0,1,2,0,1,2,5,2,1,0,0.2,0
0,0,0,0,0,0.2,0,1,1,0,1,1,5,2,1,0,0.2,0
0,0,0,0,0,0.05,29,2,2,0,2,2,5,2,1,0,0,0
0,0,0,0,0,0.133,27,3,2,0,3,2,6,2,1,0,0.067,0
0,0,0,0,0,0.033,117.5,6,2,0,3,2,6,2,7,0,0,0
0,0,0,0,0,0.2,0,1,2,0,1,2,1,2,1,1,0.2,0
0,0,0,0,0,0.2,0,1,3,0,3,2,7,2,1,0,0.2,0
0,0,0,0,0,0.022,219,9,2,0,2,2,5,2,1,0,0,0
0,0,0,0,0,0.021,123,13,2,0,1,2,5,2,1,0,0,0
0,0,0,0,0,0.05,105,4,2,0,1,2,5,2,1,0,0,0
0,0,0,0,0,0.1,19,2,2,0,1,2,5,2,3,0,0,0
0,0,0,0,0,0.012,337.5,16,2,0,4,2,6,2,1,1,0,0
0,0,0,0,0,0.2,0,1,1,0,1,1,5,2,8,0,0.2,0
